Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0220077, 0.01452649, -0.3898243, 1.756569, Tracked, 0.01147113, -0.08529988, 1.836222, Tracked, 0.009579133, 0.2096628, 1.902208, Tracked, 0.04055112, 0.3455602, 1.931257, Tracked, -0.1605067, 0.0833151, 1.839704, Tracked, -0.2510912, -0.1691963, 1.787767, Tracked, -0.2554711, -0.3733541, 1.647594, Tracked, -0.2607357, -0.4357934, 1.621037, Tracked, 0.2016282, 0.08772007, 1.915228, Tracked, 0.2664064, -0.1303383, 1.907677, Tracked, 0.2527565, -0.2800629, 1.757025, Tracked, 0.2084553, -0.3130891, 1.718772, Inferred, -0.06358472, -0.3800969, 1.712254, Tracked, -0.1342543, -0.7397768, 1.663562, Tracked, -0.1673981, -1.05389, 1.659393, Inferred, -0.1549729, -1.095963, 1.52864, Inferred, 0.09381227, -0.3858185, 1.734787, Tracked, 0.1126486, -0.7516216, 1.679717, Tracked, 0.1510364, -1.064024, 1.637338, Inferred, 0.1769514, -1.08838, 1.503529, Inferred, 0.009999741, 0.1371812, 1.887947, Tracked, -0.2604975, -0.5050711, 1.593031, Tracked, -0.2985926, -0.4294739, 1.602241, Tracked, 0.1973771, -0.3807438, 1.667665, Tracked, 0.1751342, -0.2876617, 1.6865, Tracked,
Kinect 2: 0.4225166, 0.0286376, -0.3994108, 1.74847, Tracked, 0.04239874, -0.08835614, 1.827264, Tracked, 0.05706965, 0.2124733, 1.891822, Tracked, 0.1156349, 0.3374423, 1.933744, Tracked, -0.1143286, 0.1037921, 1.81027, Tracked, -0.2304618, -0.1213937, 1.758302, Tracked, -0.2205047, -0.3319103, 1.621913, Tracked, -0.2066787, -0.3878433, 1.574912, Tracked, 0.2324349, 0.05135207, 1.931264, Tracked, 0.2564112, -0.154309, 1.907526, Tracked, 0.2597879, -0.2967156, 1.74999, Tracked, 0.2167885, -0.3196239, 1.713659, Tracked, -0.04513735, -0.3750811, 1.681018, Tracked, -0.1295887, -0.7315788, 1.655988, Tracked, -0.1676646, -1.04556, 1.659751, Inferred, -0.138901, -1.093636, 1.536029, Inferred, 0.1039037, -0.4085055, 1.746438, Tracked, 0.1135999, -0.767504, 1.676718, Tracked, 0.1618223, -1.093993, 1.637712, Inferred, 0.2064475, -1.107993, 1.509922, Inferred, 0.05343547, 0.1385991, 1.877963, Tracked, -0.1930568, -0.4482889, 1.549298, Tracked, -0.2454232, -0.4072972, 1.566429, Tracked, 0.1981602, -0.3522385, 1.679968, Tracked, 0.1918043, -0.292071, 1.699733, Tracked,
Kinect 2: 0.4571456, 0.0292869, -0.400858, 1.747596, Tracked, 0.04420783, -0.08903088, 1.826382, Tracked, 0.06020955, 0.2124924, 1.890725, Tracked, 0.1221943, 0.3365535, 1.932849, Tracked, -0.1141456, 0.103837, 1.810245, Tracked, -0.2287691, -0.1146848, 1.75421, Tracked, -0.217512, -0.3260153, 1.615828, Tracked, -0.20286, -0.3784431, 1.568305, Tracked, 0.2368859, 0.04628197, 1.933256, Tracked, 0.2569286, -0.1595166, 1.908086, Tracked, 0.2599187, -0.2987019, 1.747826, Tracked, 0.2167022, -0.3213658, 1.712585, Tracked, -0.04483507, -0.3755339, 1.680419, Tracked, -0.12948, -0.7319723, 1.65541, Tracked, -0.1681311, -1.045947, 1.658302, Inferred, -0.1389375, -1.093666, 1.534574, Inferred, 0.1042924, -0.4111099, 1.745874, Tracked, 0.1133195, -0.7672482, 1.676538, Tracked, 0.1628299, -1.096453, 1.637864, Inferred, 0.2079949, -1.110415, 1.510402, Inferred, 0.05622366, 0.1384314, 1.876929, Tracked, -0.1872371, -0.4385733, 1.544059, Tracked, -0.2428314, -0.3847873, 1.562345, Tracked, 0.2016755, -0.3568426, 1.681194, Tracked, 0.1900631, -0.2918267, 1.69953, Tracked,
Kinect 2: 0.4890758, 0.02966014, -0.4012991, 1.747216, Tracked, 0.04609397, -0.08928108, 1.825728, Tracked, 0.06399167, 0.2125092, 1.889858, Tracked, 0.1255805, 0.3361547, 1.931998, Tracked, -0.1103189, 0.1059671, 1.807338, Tracked, -0.2273706, -0.1115883, 1.751921, Tracked, -0.2142063, -0.3229544, 1.610055, Tracked, -0.1987417, -0.3723196, 1.56318, Tracked, 0.238646, 0.04521999, 1.934444, Tracked, 0.2573005, -0.1604703, 1.908722, Tracked, 0.2590143, -0.2997131, 1.748771, Tracked, 0.2170369, -0.3220616, 1.714548, Tracked, -0.04444934, -0.3756479, 1.679853, Tracked, -0.1289644, -0.7320809, 1.655446, Tracked, -0.1675462, -1.046187, 1.657195, Inferred, -0.136782, -1.093532, 1.533809, Inferred, 0.1043748, -0.4117306, 1.74582, Tracked, 0.1129584, -0.7668293, 1.676672, Tracked, 0.1636575, -1.096891, 1.636496, Inferred, 0.2101266, -1.110383, 1.50957, Inferred, 0.05952287, 0.138384, 1.87611, Tracked, -0.1844734, -0.4293045, 1.535775, Tracked, -0.2406109, -0.3943904, 1.557263, Tracked, 0.1989833, -0.357767, 1.682165, Tracked, 0.1904016, -0.2934724, 1.697889, Tracked,
Kinect 2: 0.5250605, 0.03007622, -0.401881, 1.746863, Tracked, 0.04794281, -0.08959924, 1.824806, Tracked, 0.06731731, 0.2125951, 1.888204, Tracked, 0.129312, 0.3356756, 1.930961, Tracked, -0.1061639, 0.1080943, 1.804746, Tracked, -0.2262075, -0.1095168, 1.75005, Tracked, -0.2101122, -0.3202063, 1.606494, Tracked, -0.1946312, -0.3681464, 1.559093, Tracked, 0.2423605, 0.04255122, 1.937079, Tracked, 0.257951, -0.1630711, 1.90919, Tracked, 0.2586856, -0.3003167, 1.7477, Tracked, 0.2165819, -0.3233956, 1.714778, Tracked, -0.04393077, -0.3758667, 1.679213, Tracked, -0.1288699, -0.7322074, 1.654573, Tracked, -0.1687937, -1.046173, 1.656931, Inferred, -0.1364898, -1.093855, 1.534222, Inferred, 0.1044602, -0.4126295, 1.74583, Tracked, 0.1127099, -0.7665058, 1.676604, Tracked, 0.1638552, -1.097708, 1.635314, Inferred, 0.2117083, -1.110932, 1.509046, Inferred, 0.06249647, 0.1383673, 1.874655, Tracked, -0.1827384, -0.4240153, 1.53423, Tracked, -0.2345267, -0.3982215, 1.557231, Tracked, 0.1989017, -0.3597703, 1.683466, Tracked, 0.1902656, -0.2928767, 1.699306, Tracked,
Kinect 2: 0.5555952, 0.03022291, -0.4030679, 1.74637, Tracked, 0.04987927, -0.09020335, 1.824027, Tracked, 0.0719052, 0.2127056, 1.886852, Tracked, 0.1367468, 0.3345505, 1.929334, Tracked, -0.1018915, 0.1102882, 1.802384, Tracked, -0.2253757, -0.1045562, 1.745863, Tracked, -0.2076543, -0.316469, 1.602939, Tracked, -0.1918279, -0.3630688, 1.556873, Tracked, 0.2439954, 0.04056377, 1.937492, Tracked, 0.2592264, -0.1648677, 1.910018, Tracked, 0.258673, -0.3011686, 1.747971, Tracked, 0.2164632, -0.3235653, 1.715825, Tracked, -0.04377932, -0.3762339, 1.67868, Tracked, -0.1288783, -0.7325035, 1.654439, Tracked, -0.1693886, -1.046522, 1.655593, Inferred, -0.135848, -1.093807, 1.533117, Inferred, 0.104209, -0.4150792, 1.745651, Tracked, 0.1125739, -0.7655031, 1.675831, Tracked, 0.1649282, -1.100029, 1.635571, Inferred, 0.2139678, -1.113401, 1.510028, Inferred, 0.06636232, 0.1382656, 1.873457, Tracked, -0.1763801, -0.4190066, 1.529841, Tracked, -0.2321789, -0.382813, 1.557056, Tracked, 0.1996408, -0.3607905, 1.683655, Tracked, 0.1909428, -0.294411, 1.70064, Tracked,
Kinect 2: 0.5890419, 0.03043974, -0.4034596, 1.746357, Tracked, 0.05166089, -0.09046317, 1.823544, Tracked, 0.07517468, 0.2127098, 1.885834, Tracked, 0.1420638, 0.3336777, 1.927736, Tracked, -0.09823237, 0.1124719, 1.799968, Tracked, -0.2231843, -0.09991095, 1.742635, Tracked, -0.2055379, -0.3153072, 1.6003, Tracked, -0.1905777, -0.362579, 1.554955, Tracked, 0.245755, 0.03865426, 1.937164, Tracked, 0.2621746, -0.1664878, 1.910801, Tracked, 0.257322, -0.3012554, 1.747741, Tracked, 0.2139686, -0.3238568, 1.715663, Tracked, -0.04318148, -0.3761172, 1.677327, Tracked, -0.1288624, -0.7322034, 1.653938, Tracked, -0.1692875, -1.046262, 1.656106, Inferred, -0.1347697, -1.093906, 1.53422, Inferred, 0.10419, -0.4165319, 1.746819, Tracked, 0.1122631, -0.7642429, 1.67551, Tracked, 0.1658814, -1.101298, 1.635826, Inferred, 0.2158702, -1.114695, 1.510838, Inferred, 0.06931204, 0.1382166, 1.872577, Tracked, -0.1800889, -0.4218579, 1.529731, Tracked, -0.2340558, -0.3739415, 1.563917, Tracked, 0.1969362, -0.3602761, 1.685418, Tracked, 0.1884916, -0.2922387, 1.699368, Tracked,
Kinect 2: 0.6237937, 0.03066244, -0.403795, 1.746443, Tracked, 0.05407995, -0.0910186, 1.82286, Tracked, 0.08012551, 0.2118611, 1.883943, Tracked, 0.1462971, 0.3321784, 1.925552, Tracked, -0.09506436, 0.1137363, 1.797619, Tracked, -0.2220292, -0.09905332, 1.740966, Tracked, -0.2041207, -0.3147281, 1.599076, Tracked, -0.1901007, -0.3596938, 1.556919, Tracked, 0.2474764, 0.03728393, 1.936948, Tracked, 0.264434, -0.1676343, 1.911752, Tracked, 0.2564175, -0.3011285, 1.74797, Tracked, 0.2142558, -0.3238279, 1.716283, Inferred, -0.04269095, -0.3759923, 1.676519, Tracked, -0.1284046, -0.7320055, 1.654268, Tracked, -0.1696028, -1.046102, 1.655273, Inferred, -0.1343447, -1.093375, 1.533494, Inferred, 0.1042364, -0.4177457, 1.747988, Tracked, 0.1123936, -0.7606518, 1.675069, Tracked, 0.1666123, -1.102347, 1.635339, Inferred, 0.2172358, -1.115829, 1.510768, Inferred, 0.07363711, 0.1374703, 1.871024, Tracked, -0.1705304, -0.4159308, 1.531053, Tracked, -0.2338735, -0.385745, 1.55671, Tracked, 0.1956024, -0.3574445, 1.684632, Tracked, 0.1882289, -0.2923769, 1.700103, Tracked,
Kinect 2: 0.6572156, 0.0309469, -0.4040679, 1.746556, Tracked, 0.05669611, -0.09134554, 1.822143, Tracked, 0.08496386, 0.2115017, 1.882083, Tracked, 0.1529459, 0.3316757, 1.923428, Tracked, -0.0921622, 0.1152641, 1.795778, Tracked, -0.2202318, -0.09730177, 1.738544, Tracked, -0.2025339, -0.3145456, 1.597372, Tracked, -0.1883582, -0.3603079, 1.558517, Tracked, 0.2498021, 0.03606066, 1.936541, Tracked, 0.2662136, -0.1687502, 1.912971, Tracked, 0.25613, -0.3010896, 1.74857, Tracked, 0.2119837, -0.3225209, 1.71638, Inferred, -0.04244918, -0.3760843, 1.676388, Tracked, -0.1281917, -0.7321242, 1.653526, Tracked, -0.17024, -1.046103, 1.655988, Inferred, -0.1344913, -1.093772, 1.534569, Inferred, 0.1044352, -0.41805, 1.748369, Tracked, 0.1135139, -0.7545207, 1.672493, Tracked, 0.1649935, -1.103163, 1.63792, Inferred, 0.2159038, -1.118179, 1.514021, Inferred, 0.07795821, 0.137135, 1.869467, Tracked, -0.1751045, -0.4251401, 1.527452, Tracked, -0.2301326, -0.3835721, 1.558506, Tracked, 0.1958105, -0.3573186, 1.684878, Tracked, 0.1811908, -0.2867768, 1.698, Tracked,
Kinect 2: 0.6880838, 0.03361189, -0.404702, 1.747138, Tracked, 0.0609447, -0.09177689, 1.821644, Tracked, 0.08900432, 0.2110636, 1.880671, Tracked, 0.159851, 0.330444, 1.921167, Tracked, -0.08820397, 0.1164183, 1.793723, Tracked, -0.2180656, -0.09502122, 1.737042, Tracked, -0.2006898, -0.314965, 1.596525, Tracked, -0.1878546, -0.3604419, 1.560319, Tracked, 0.2522199, 0.03497291, 1.93646, Tracked, 0.2685656, -0.1696667, 1.913835, Tracked, 0.2553576, -0.3015116, 1.749472, Tracked, 0.2127612, -0.32712, 1.716072, Inferred, -0.03944451, -0.3763623, 1.675497, Tracked, -0.1277546, -0.7317609, 1.653148, Tracked, -0.1714646, -1.045648, 1.654553, Inferred, -0.1354229, -1.093176, 1.53322, Inferred, 0.1067947, -0.4187129, 1.750692, Tracked, 0.1140356, -0.7509049, 1.671291, Tracked, 0.1644829, -1.103832, 1.638308, Inferred, 0.2158964, -1.119402, 1.514905, Inferred, 0.08211902, 0.136714, 1.868268, Tracked, -0.1734772, -0.4203838, 1.53901, Tracked, -0.2317934, -0.3740469, 1.550818, Tracked, 0.2029762, -0.4001593, 1.672795, Tracked, 0.1776546, -0.2934628, 1.681944, Tracked,
Kinect 2: 0.7229668, 0.03597555, -0.4058874, 1.747651, Tracked, 0.06436506, -0.09245674, 1.821263, Tracked, 0.0927806, 0.2107677, 1.879454, Tracked, 0.1638813, 0.3301297, 1.920863, Tracked, -0.08328944, 0.1172339, 1.792219, Tracked, -0.2157325, -0.093214, 1.735465, Tracked, -0.1994692, -0.3155894, 1.595961, Tracked, -0.1895829, -0.3628145, 1.564716, Tracked, 0.2545358, 0.03437749, 1.936625, Tracked, 0.2714807, -0.170035, 1.914008, Tracked, 0.2557608, -0.3032382, 1.751229, Tracked, 0.2136476, -0.3335143, 1.713114, Inferred, -0.03715833, -0.377336, 1.675923, Tracked, -0.1270017, -0.7323676, 1.653189, Tracked, -0.1724519, -1.046044, 1.654498, Inferred, -0.136046, -1.093678, 1.533388, Inferred, 0.1084692, -0.4195913, 1.751248, Tracked, 0.1151565, -0.7487701, 1.670374, Tracked, 0.1638286, -1.104826, 1.637643, Inferred, 0.2155842, -1.120755, 1.514608, Inferred, 0.08583588, 0.1363306, 1.867264, Tracked, -0.1766465, -0.427059, 1.54533, Tracked, -0.235563, -0.3731523, 1.558843, Tracked, 0.2013926, -0.403274, 1.666605, Tracked, 0.1772267, -0.2955052, 1.676437, Tracked,
Kinect 2: 0.7550269, 0.03856216, -0.4066775, 1.748726, Tracked, 0.06838918, -0.09300856, 1.82149, Tracked, 0.09789761, 0.210285, 1.878773, Tracked, 0.1697332, 0.3290324, 1.920605, Tracked, -0.07910907, 0.1181877, 1.790698, Tracked, -0.214222, -0.09322128, 1.734186, Tracked, -0.1987343, -0.3159498, 1.596253, Tracked, -0.1900701, -0.3630609, 1.567652, Tracked, 0.2569259, 0.03434982, 1.936125, Tracked, 0.2756456, -0.1697934, 1.916235, Tracked, 0.2569628, -0.30235, 1.753391, Tracked, 0.2158753, -0.3341039, 1.71156, Inferred, -0.03462633, -0.3778549, 1.67607, Tracked, -0.1253823, -0.7326829, 1.652949, Tracked, -0.1734579, -1.045992, 1.654557, Inferred, -0.1373239, -1.09389, 1.533594, Inferred, 0.1108892, -0.4204581, 1.753473, Tracked, 0.1161039, -0.745181, 1.670344, Tracked, 0.1643383, -1.105444, 1.635905, Inferred, 0.2162366, -1.121266, 1.512969, Inferred, 0.09069386, 0.1358397, 1.866824, Tracked, -0.1770064, -0.4271845, 1.547443, Tracked, -0.2363422, -0.3618839, 1.526, Tracked, 0.2009658, -0.4027999, 1.662862, Tracked, 0.1773092, -0.2897479, 1.673778, Tracked,
Kinect 2: 0.790023, 0.04090599, -0.4076567, 1.749442, Tracked, 0.07269073, -0.09313786, 1.821622, Tracked, 0.1042628, 0.2112098, 1.878263, Tracked, 0.1749159, 0.3290052, 1.92048, Tracked, -0.07268459, 0.1186476, 1.790139, Tracked, -0.210897, -0.09385633, 1.733085, Tracked, -0.197986, -0.3170272, 1.59691, Tracked, -0.1904611, -0.3687724, 1.570748, Tracked, 0.2609209, 0.03430445, 1.935893, Tracked, 0.2791675, -0.1697668, 1.917631, Tracked, 0.2589154, -0.3023279, 1.755139, Tracked, 0.2186834, -0.332706, 1.71051, Inferred, -0.03226092, -0.3789279, 1.676998, Tracked, -0.1231007, -0.7337562, 1.65329, Tracked, -0.1737135, -1.04678, 1.653637, Inferred, -0.1375691, -1.094379, 1.532472, Inferred, 0.1127864, -0.421091, 1.753924, Tracked, 0.1204112, -0.7387312, 1.667972, Tracked, 0.1597525, -1.106984, 1.640592, Inferred, 0.2110956, -1.125499, 1.518312, Inferred, 0.09653339, 0.1364783, 1.866485, Tracked, -0.1823491, -0.4345022, 1.548455, Tracked, -0.2322448, -0.3641094, 1.56666, Tracked, 0.1998773, -0.3973275, 1.659284, Tracked, 0.1793114, -0.2896276, 1.671382, Tracked,
Kinect 2: 0.8227398, 0.04523114, -0.4082619, 1.750446, Tracked, 0.0786099, -0.09319728, 1.821903, Tracked, 0.1110393, 0.2114593, 1.877943, Tracked, 0.1821599, 0.3283672, 1.919661, Tracked, -0.06504694, 0.1189246, 1.789389, Tracked, -0.2044478, -0.09610358, 1.732328, Tracked, -0.1973778, -0.3177867, 1.597549, Tracked, -0.189922, -0.3717259, 1.574004, Tracked, 0.2696281, 0.0342163, 1.936835, Tracked, 0.284228, -0.1700702, 1.918814, Tracked, 0.2619073, -0.3025258, 1.756639, Tracked, 0.2233392, -0.3327269, 1.709134, Inferred, -0.027775, -0.3792443, 1.677446, Tracked, -0.1187094, -0.7340947, 1.653292, Tracked, -0.1764629, -1.045984, 1.65304, Inferred, -0.1415736, -1.094002, 1.53167, Inferred, 0.1166106, -0.421785, 1.755424, Tracked, 0.124492, -0.7370308, 1.666616, Tracked, 0.1604117, -1.107723, 1.641763, Inferred, 0.211532, -1.12726, 1.519787, Inferred, 0.1031486, 0.1366701, 1.866307, Tracked, -0.1790106, -0.437558, 1.551083, Tracked, -0.2332124, -0.3789163, 1.569704, Tracked, 0.2016593, -0.3966736, 1.656163, Tracked, 0.1808971, -0.2876017, 1.668658, Tracked,
Kinect 2: 0.8571093, 0.04907206, -0.4089655, 1.750727, Tracked, 0.08447091, -0.09360596, 1.821858, Tracked, 0.1186715, 0.2111939, 1.877743, Tracked, 0.1914028, 0.3284625, 1.918679, Tracked, -0.05869264, 0.1196115, 1.789684, Tracked, -0.1983701, -0.09853972, 1.732579, Tracked, -0.1960859, -0.3192468, 1.599847, Tracked, -0.1898245, -0.3744116, 1.576485, Tracked, 0.2784594, 0.03280445, 1.936589, Tracked, 0.2927387, -0.1716085, 1.91671, Tracked, 0.265959, -0.3036121, 1.754909, Tracked, 0.2284981, -0.3368237, 1.705677, Inferred, -0.02410178, -0.3795755, 1.67783, Tracked, -0.1136423, -0.7348427, 1.652681, Tracked, -0.1745521, -1.046361, 1.650427, Inferred, -0.1405303, -1.093822, 1.528399, Inferred, 0.120317, -0.4227127, 1.755563, Tracked, 0.1363631, -0.7397639, 1.671416, Tracked, 0.150418, -1.109935, 1.631808, Inferred, 0.1976367, -1.128825, 1.507449, Inferred, 0.1103524, 0.1363809, 1.866135, Tracked, -0.1780343, -0.4439433, 1.552583, Tracked, -0.2331459, -0.3727479, 1.572793, Tracked, 0.2063918, -0.3991886, 1.652846, Tracked, 0.1852157, -0.2890903, 1.665632, Tracked,
Kinect 2: 0.8903249, 0.05406718, -0.4092063, 1.751219, Tracked, 0.09061134, -0.09330047, 1.822322, Tracked, 0.125538, 0.2118682, 1.878361, Tracked, 0.1974153, 0.3292806, 1.917248, Tracked, -0.05123555, 0.1197822, 1.789911, Tracked, -0.189036, -0.1041189, 1.732798, Tracked, -0.1938156, -0.3220187, 1.601878, Tracked, -0.1888739, -0.3761127, 1.579434, Tracked, 0.2874199, 0.03160297, 1.936454, Tracked, 0.2996975, -0.1726845, 1.91925, Tracked, 0.2758405, -0.3037381, 1.756272, Tracked, 0.2377225, -0.3352188, 1.707308, Inferred, -0.01882072, -0.3796634, 1.678332, Tracked, -0.108975, -0.7349165, 1.651119, Tracked, -0.1778378, -1.04482, 1.650959, Inferred, -0.1459022, -1.093545, 1.528885, Inferred, 0.1247562, -0.4229935, 1.756004, Tracked, 0.1447141, -0.7430497, 1.674269, Tracked, 0.1410519, -1.110273, 1.628085, Inferred, 0.1854434, -1.129418, 1.502358, Inferred, 0.1170665, 0.1369742, 1.866705, Tracked, -0.1794456, -0.4447526, 1.556036, Tracked, -0.229215, -0.3735865, 1.573773, Tracked, 0.2175695, -0.3992858, 1.655688, Tracked, 0.1940661, -0.2890073, 1.668114, Tracked,
Kinect 2: 0.9228615, 0.06110089, -0.4096506, 1.751367, Tracked, 0.09737543, -0.09318504, 1.822359, Tracked, 0.1317788, 0.2123215, 1.878413, Tracked, 0.2059245, 0.3308279, 1.913829, Tracked, -0.04373457, 0.1187577, 1.790078, Tracked, -0.1805792, -0.1050976, 1.735812, Tracked, -0.1907156, -0.3249187, 1.605127, Tracked, -0.1858437, -0.3776705, 1.58319, Tracked, 0.2930219, 0.03371347, 1.93506, Tracked, 0.309204, -0.1701304, 1.922108, Tracked, 0.283945, -0.301717, 1.759894, Tracked, 0.2464036, -0.3328632, 1.709725, Inferred, -0.01273431, -0.3802688, 1.679119, Tracked, -0.1042138, -0.7353818, 1.648055, Tracked, -0.1788304, -1.044279, 1.645073, Inferred, -0.1484616, -1.09237, 1.522009, Inferred, 0.132539, -0.4231566, 1.755388, Tracked, 0.1487892, -0.7440341, 1.674542, Tracked, 0.1451987, -1.11109, 1.629665, Inferred, 0.1892712, -1.130458, 1.503865, Inferred, 0.1234529, 0.1373566, 1.86675, Tracked, -0.1784942, -0.4416575, 1.556665, Tracked, -0.2280441, -0.3876971, 1.576621, Tracked, 0.2232581, -0.3959724, 1.65352, Tracked, 0.2036408, -0.2867529, 1.671378, Tracked,
Kinect 2: 0.9574994, 0.06758888, -0.4096744, 1.751934, Tracked, 0.1040581, -0.09316766, 1.822979, Tracked, 0.1385257, 0.2122633, 1.879173, Tracked, 0.2098024, 0.3338518, 1.910449, Tracked, -0.03638382, 0.1177236, 1.790947, Tracked, -0.1726333, -0.1071839, 1.738337, Tracked, -0.1855318, -0.3266588, 1.609018, Tracked, -0.1802542, -0.3786637, 1.587009, Tracked, 0.3046135, 0.03726402, 1.934707, Tracked, 0.317742, -0.1666912, 1.924503, Tracked, 0.2925259, -0.2998947, 1.763782, Tracked, 0.2558072, -0.3321855, 1.713553, Tracked, -0.006627991, -0.3807913, 1.681551, Tracked, -0.09980198, -0.7356726, 1.64486, Tracked, -0.1751324, -1.044524, 1.640838, Inferred, -0.146028, -1.0918, 1.516815, Inferred, 0.1396895, -0.4226121, 1.754004, Tracked, 0.1532397, -0.7453821, 1.675346, Tracked, 0.1484161, -1.111145, 1.631698, Inferred, 0.1913118, -1.130757, 1.505454, Inferred, 0.1301958, 0.1373228, 1.867472, Tracked, -0.1690793, -0.4522177, 1.558886, Tracked, -0.2252187, -0.3872654, 1.580444, Tracked, 0.2329566, -0.3972879, 1.658763, Tracked, 0.2128783, -0.28704, 1.675971, Tracked,
Kinect 2: 0.9889774, 0.0749247, -0.4090916, 1.751933, Tracked, 0.1094746, -0.09267136, 1.822876, Tracked, 0.1422774, 0.2126149, 1.879033, Tracked, 0.2111658, 0.3371589, 1.905971, Tracked, -0.03143108, 0.1165415, 1.792366, Tracked, -0.1655515, -0.1104391, 1.740579, Tracked, -0.1787375, -0.3255564, 1.611624, Tracked, -0.1716161, -0.3746355, 1.582842, Tracked, 0.3141107, 0.04449395, 1.932634, Tracked, 0.3258378, -0.159439, 1.925228, Tracked, 0.3014231, -0.2969202, 1.768293, Tracked, 0.2644459, -0.327906, 1.716621, Inferred, -0.0002741691, -0.3811875, 1.684333, Tracked, -0.09453762, -0.7359091, 1.639207, Tracked, -0.1819809, -1.041808, 1.632219, Inferred, -0.1573641, -1.088231, 1.506278, Inferred, 0.1486261, -0.4207792, 1.750667, Tracked, 0.1556926, -0.7491387, 1.676179, Tracked, 0.1508908, -1.109923, 1.629114, Inferred, 0.1919785, -1.128492, 1.501666, Inferred, 0.1343387, 0.1377118, 1.86734, Tracked, -0.16119, -0.4338466, 1.537119, Tracked, -0.2131478, -0.3967969, 1.5813, Tracked, 0.2425868, -0.3927951, 1.664972, Tracked, 0.217753, -0.2832424, 1.677361, Tracked,
Kinect 2: 1.0228866, 0.0803594, -0.4093003, 1.752576, Tracked, 0.1140831, -0.09298162, 1.823263, Tracked, 0.1459816, 0.212194, 1.879209, Tracked, 0.2103817, 0.3398567, 1.90183, Tracked, -0.02995221, 0.1161391, 1.793323, Tracked, -0.1573752, -0.1108357, 1.74544, Tracked, -0.1678548, -0.3247164, 1.614085, Tracked, -0.1569791, -0.3678343, 1.583074, Tracked, 0.3182378, 0.04716629, 1.930703, Tracked, 0.3347447, -0.1561467, 1.926131, Tracked, 0.3176837, -0.2973582, 1.771862, Tracked, 0.2777884, -0.3266238, 1.725273, Tracked, 0.005334891, -0.382813, 1.689288, Tracked, -0.08896558, -0.7372892, 1.631932, Tracked, -0.1818583, -1.050808, 1.624164, Inferred, -0.1569581, -1.088088, 1.497502, Inferred, 0.1550797, -0.4197562, 1.747474, Tracked, 0.1612541, -0.7626793, 1.677128, Tracked, 0.1489439, -1.109181, 1.627178, Inferred, 0.1877969, -1.127364, 1.498573, Inferred, 0.1382753, 0.1373172, 1.867568, Tracked, -0.1503827, -0.4228265, 1.539707, Tracked, -0.1973667, -0.3913423, 1.5772, Tracked, 0.2597449, -0.3956172, 1.678338, Tracked, 0.2342858, -0.2901071, 1.685962, Tracked,
