Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineMidX,SpineMidY,SpineMidZ,NeckX,NeckY,NeckZ,HeadX,HeadY,HeadZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,WristLeftX,WristLeftY,WristLeftZ,HandLeftX,HandLeftY,HandLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowRightX,ElbowRightY,ElbowRightZ,WristRightX,WristRightY,WristRightZ,HandRightX,HandRightY,HandRightZ,HipLeftX,HipLeftY,HipLeftZ,KneeLeftX,KneeLeftY,KneeLeftZ,AnkleLeftX,AnkleLeftY,AnkleLeftZ,FootLeftX,FootLeftY,FootLeftZ,HipRightX,HipRightY,HipRightZ,KneeRightX,KneeRightY,KneeRightZ,AnkleRightX,AnkleRightY,AnkleRightZ,FootRightX,FootRightY,FootRightZ,SpineShoulderX,SpineShoulderY,SpineShoulderZ,HandTipLeftX,HandTipLeftY,HandTipLeftZ,ThumbLeftX,ThumbLeftY,ThumbLeftZ,HandTipRightX,HandTipRightY,HandTipRightZ,ThumbRightX,ThumbRightY,ThumbRightZKinect 2: 1.5737262, 0.2571341, -0.3657701, 1.426757, 0.2305141, -0.0387303, 1.451436, 0.2025865, 0.273339, 1.458826, 0.2081735, 0.4207017, 1.471136, 0.04424501, 0.1472089, 1.503, 0.006802745, -0.07070791, 1.545446, -0.02535953, -0.2370409, 1.374539, -0.02411306, -0.2680911, 1.356072, 0.3584462, 0.1516991, 1.411461, 0.4443564, -0.08067259, 1.410926, 0.4359576, -0.2401124, 1.231524, 0.4192708, -0.2732624, 1.202309, 0.178096, -0.357518, 1.404742, 0.05312546, -0.7182521, 1.204173, -0.06094356, -1.061797, 1.03943, -0.08875911, -1.071078, 0.9083912, 0.3232024, -0.3555623, 1.376765, 0.4220059, -0.6842999, 1.32927, 0.5567628, -1.111562, 1.309402, 0.5169386, -1.126979, 1.177372, 0.2097736, 0.1973744, 1.459515, 0.0206202, -0.3435484, 1.289796, 0.00610697, -0.2324841, 1.30963, 0.394435, -0.3072295, 1.156841, 0.4063752, -0.2311495, 1.167228,
Kinect 2: 1.6404898, 0.3043341, -0.3755923, 1.463178, 0.2745887, -0.04807158, 1.480039, 0.2429111, 0.2652071, 1.47998, 0.2426896, 0.4140042, 1.493449, 0.09126888, 0.138615, 1.531692, 0.06443819, -0.09506913, 1.57652, -0.00942361, -0.2494804, 1.444177, -0.01488921, -0.303889, 1.414296, 0.3978963, 0.1488402, 1.423782, 0.5013108, -0.08264896, 1.420873, 0.49967, -0.2423809, 1.281103, 0.4879178, -0.2948839, 1.235954, 0.2257013, -0.3686706, 1.444728, 0.1495022, -0.6144421, 1.300252, 0.03812451, -1.010032, 1.122781, 0.005024031, -1.02002, 0.9999913, 0.367909, -0.3641009, 1.409872, 0.4321888, -0.6501498, 1.384089, 0.5316191, -1.052692, 1.393053, 0.4887526, -1.066051, 1.269528, 0.2511088, 0.1888751, 1.482509, -0.02032365, -0.3621761, 1.392875, 0.01039955, -0.3026322, 1.352815, 0.4607182, -0.3497937, 1.198354, 0.4559143, -0.3026474, 1.165765,
Kinect 2: 1.6758503, 0.3230897, -0.3749136, 1.480629, 0.2943809, -0.04817283, 1.494226, 0.2640052, 0.2646167, 1.491344, 0.2623985, 0.4136436, 1.506905, 0.1152207, 0.141409, 1.54744, 0.08062252, -0.09663895, 1.589767, 0.003341691, -0.2547267, 1.465483, -0.003471532, -0.317798, 1.447536, 0.422205, 0.1499582, 1.435709, 0.5279359, -0.07295038, 1.43157, 0.5203785, -0.2445396, 1.296421, 0.528587, -0.2948765, 1.266536, 0.2443831, -0.3677922, 1.461518, 0.1658903, -0.6169614, 1.320394, 0.05560531, -1.002868, 1.154124, 0.02080306, -1.014285, 1.030054, 0.3862515, -0.3639232, 1.428305, 0.4462458, -0.6555346, 1.406531, 0.5353274, -1.044646, 1.419678, 0.491197, -1.059305, 1.295008, 0.2718726, 0.1883741, 1.494565, -0.01069718, -0.3828844, 1.429058, 0.02215118, -0.3258874, 1.382864, 0.5203634, -0.3579839, 1.236637, 0.5214255, -0.291362, 1.209275,
Kinect 2: 1.707064, 0.3391132, -0.3691953, 1.498799, 0.3124612, -0.04495003, 1.509559, 0.2838633, 0.2657171, 1.504054, 0.2820006, 0.4155767, 1.521046, 0.1324743, 0.1422312, 1.561852, 0.1077794, -0.09820517, 1.618742, 0.02512555, -0.2632402, 1.514439, 0.01039055, -0.3193758, 1.482001, 0.4421769, 0.1526868, 1.447844, 0.5577678, -0.06974295, 1.450396, 0.5665346, -0.2380065, 1.320681, 0.5749421, -0.2795364, 1.28488, 0.2610508, -0.3625576, 1.481362, 0.1860457, -0.627857, 1.348464, 0.08816213, -1.01075, 1.204082, 0.05177319, -1.0236, 1.078292, 0.401045, -0.3582882, 1.444907, 0.4509486, -0.6562486, 1.413383, 0.5253447, -1.044336, 1.413185, 0.480517, -1.059842, 1.287182, 0.2913254, 0.1899609, 1.507915, 0.008607242, -0.3869767, 1.467408, 0.03304792, -0.3269277, 1.419258, 0.5754257, -0.3437563, 1.257744, 0.5099695, -0.2629578, 1.237778,
Kinect 2: 1.7414753, 0.3495733, -0.3643786, 1.513492, 0.3262848, -0.04192388, 1.523972, 0.3010788, 0.2669729, 1.51825, 0.2987126, 0.4150803, 1.532516, 0.1533376, 0.1448407, 1.577427, 0.121697, -0.09632448, 1.63701, 0.03941389, -0.2655788, 1.537679, 0.02409428, -0.3218765, 1.513767, 0.4574086, 0.1537526, 1.460445, 0.5756835, -0.066599, 1.461508, 0.6175533, -0.2308432, 1.332409, 0.6207278, -0.2838501, 1.300047, 0.2712803, -0.3577287, 1.496795, 0.1947743, -0.6298996, 1.361698, 0.09910703, -1.005448, 1.219856, 0.0608186, -1.0189, 1.093387, 0.4114148, -0.3538894, 1.458966, 0.4559782, -0.654319, 1.418208, 0.5231408, -1.042341, 1.405901, 0.4766738, -1.058138, 1.27945, 0.3077129, 0.1916428, 1.522165, 0.02682346, -0.3916373, 1.502258, -0.0153989, -0.329573, 1.4515, 0.6208197, -0.3414673, 1.279503, 0.5536799, -0.2559881, 1.2488,
Kinect 2: 1.772039, 0.3569982, -0.3585037, 1.528565, 0.3381028, -0.03945957, 1.540013, 0.3177614, 0.2658817, 1.535987, 0.3159105, 0.4144386, 1.546333, 0.1670733, 0.1452815, 1.592321, 0.1342688, -0.09470994, 1.658077, 0.04879033, -0.2670296, 1.565571, 0.03672971, -0.3256463, 1.548893, 0.4764408, 0.1533044, 1.480283, 0.6044786, -0.06325865, 1.490654, 0.667305, -0.2212009, 1.361324, 0.6679652, -0.2797092, 1.323978, 0.2783464, -0.3519569, 1.511954, 0.2003979, -0.626094, 1.376334, 0.1041713, -0.9988711, 1.235444, 0.06740749, -1.012259, 1.10726, 0.4190579, -0.3483842, 1.474093, 0.4602676, -0.6491861, 1.422921, 0.52325, -1.037795, 1.397044, 0.4783797, -1.053234, 1.269123, 0.3231509, 0.1914447, 1.539423, 0.03878316, -0.3910828, 1.532984, 0.04521514, -0.3121124, 1.485953, 0.6727924, -0.3431523, 1.312008, 0.6301752, -0.2712054, 1.25725,
Kinect 2: 1.806522, 0.3634098, -0.3546472, 1.542765, 0.3483855, -0.03912968, 1.5549, 0.3315349, 0.2628456, 1.551559, 0.3320325, 0.4124629, 1.563261, 0.179981, 0.1446567, 1.609214, 0.1442543, -0.09858016, 1.683569, 0.05001694, -0.2702925, 1.596898, 0.04479488, -0.3305967, 1.578964, 0.4899523, 0.1510594, 1.495034, 0.6175931, -0.06486109, 1.507079, 0.6967504, -0.2163699, 1.377896, 0.7155622, -0.2787114, 1.345897, 0.2846164, -0.3479296, 1.526337, 0.2056562, -0.6243593, 1.386239, 0.1102526, -0.9915457, 1.242181, 0.07273906, -1.005011, 1.113633, 0.4255207, -0.3450712, 1.488321, 0.4641486, -0.646671, 1.426587, 0.5235034, -1.034081, 1.387094, 0.4779873, -1.049372, 1.258992, 0.3361192, 0.1892017, 1.554838, 0.04360624, -0.3938842, 1.562388, 0.04525245, -0.3121282, 1.518518, 0.7209389, -0.333978, 1.325643, 0.6487902, -0.300021, 1.266667,
Kinect 2: 1.8394665, 0.3702289, -0.3547516, 1.553845, 0.3588398, -0.04051063, 1.570931, 0.345224, 0.2604681, 1.572816, 0.3450238, 0.4091091, 1.58005, 0.1940244, 0.1427556, 1.630062, 0.1504874, -0.09996385, 1.699523, 0.0544803, -0.2758747, 1.623711, 0.04362363, -0.3351882, 1.607018, 0.5040745, 0.1469386, 1.515547, 0.6293025, -0.06709723, 1.528152, 0.7326699, -0.2111163, 1.408369, 0.7596354, -0.2739961, 1.368926, 0.2913714, -0.3477316, 1.537916, 0.2089046, -0.6233287, 1.397844, 0.1092076, -0.9887123, 1.253926, 0.0715604, -1.001549, 1.124721, 0.4322672, -0.3456312, 1.499131, 0.4689577, -0.6468974, 1.432332, 0.5259231, -1.033964, 1.38619, 0.480212, -1.048455, 1.257583, 0.3490503, 0.18701, 1.574746, 0.04128078, -0.3992042, 1.597017, 0.04767578, -0.3255642, 1.539539, 0.7745791, -0.3228124, 1.347566, 0.6943492, -0.2812086, 1.2878,
Kinect 2: 1.8745241, 0.374877, -0.3595245, 1.563854, 0.3659504, -0.04464054, 1.584796, 0.3546142, 0.2577484, 1.590698, 0.3562106, 0.4054993, 1.597881, 0.2026084, 0.1384559, 1.644056, 0.1534165, -0.1021435, 1.713352, 0.04856117, -0.2762798, 1.645143, 0.0360934, -0.3381584, 1.632664, 0.513963, 0.1427898, 1.532536, 0.6418874, -0.06997266, 1.547769, 0.7569519, -0.2082438, 1.431888, 0.7982656, -0.271078, 1.393349, 0.2958357, -0.3524603, 1.548905, 0.2128534, -0.6210436, 1.411707, 0.265177, -1.018698, 1.424705, 0.225399, -1.032493, 1.293949, 0.4370299, -0.3503792, 1.508368, 0.4743298, -0.6514148, 1.438827, 0.5319174, -1.037242, 1.389195, 0.4869488, -1.05115, 1.259821, 0.3578899, 0.1838601, 1.591606, 0.03049178, -0.4007224, 1.622007, 0.03487215, -0.3184634, 1.578035, 0.8139, -0.3169245, 1.368786, 0.7605704, -0.2426467, 1.354408,
Kinect 2: 1.9054272, 0.3773883, -0.3632028, 1.572919, 0.3715526, -0.04811446, 1.599259, 0.3637108, 0.2548343, 1.611329, 0.3651719, 0.4026413, 1.618356, 0.2108661, 0.1350132, 1.66122, 0.1545991, -0.1061848, 1.728104, 0.04550178, -0.2829066, 1.676592, 0.02687091, -0.3450466, 1.658104, 0.523139, 0.1381314, 1.553062, 0.6517783, -0.07507817, 1.564621, 0.7990063, -0.2237763, 1.455351, 0.8308911, -0.2698973, 1.424855, 0.2983097, -0.3559938, 1.558313, 0.2170771, -0.6239964, 1.434536, 0.2832817, -1.022313, 1.459457, 0.2441473, -1.035545, 1.327524, 0.4395834, -0.3541437, 1.517142, 0.4800659, -0.6546636, 1.444794, 0.5414624, -1.038952, 1.391655, 0.4972501, -1.052022, 1.261307, 0.3660892, 0.1807656, 1.61064, 0.01562071, -0.4050651, 1.649282, 0.02722872, -0.3315527, 1.597447, 0.8497325, -0.3073931, 1.391159, 0.8009969, -0.2361728, 1.381095,
Kinect 2: 1.9440067, 0.378977, -0.3664018, 1.58083, 0.3754285, -0.05122779, 1.612489, 0.3696956, 0.25198, 1.62982, 0.3726743, 0.3996961, 1.639658, 0.2144532, 0.1310043, 1.677734, 0.1514444, -0.1095131, 1.738333, 0.04007782, -0.2878193, 1.701352, 0.01463095, -0.3508675, 1.684716, 0.5299248, 0.1345315, 1.571633, 0.6579818, -0.07760562, 1.580715, 0.8119212, -0.2249974, 1.47903, 0.8556642, -0.2679479, 1.458792, 0.2998975, -0.3588534, 1.565461, 0.2238638, -0.6324272, 1.45606, 0.2912572, -1.028667, 1.495412, 0.2527815, -1.041445, 1.362434, 0.4411932, -0.3576517, 1.52589, 0.4836286, -0.6573696, 1.4511, 0.5474954, -1.041085, 1.394795, 0.5039086, -1.053466, 1.263587, 0.3715799, 0.1778284, 1.627846, -0.001824244, -0.4167989, 1.67544, 0.01185088, -0.3380107, 1.621361, 0.874262, -0.3011489, 1.41584, 0.8375217, -0.2800117, 1.404462,
