Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0174838, 0.5530818, -0.3797321, 1.487664, Tracked, 0.5838199, -0.05401182, 1.566309, Tracked, 0.606629, 0.257989, 1.630832, Tracked, 0.6743047, 0.3829238, 1.65152, Tracked, 0.4285871, 0.1557622, 1.593815, Tracked, 0.3103326, -0.04795666, 1.565302, Tracked, 0.344829, -0.2188386, 1.445849, Tracked, 0.377567, -0.2742362, 1.41628, Tracked, 0.7771036, 0.08987335, 1.615735, Tracked, 0.8031374, -0.1078814, 1.592859, Tracked, 0.767714, -0.2423623, 1.459419, Tracked, 0.7337528, -0.2782429, 1.424002, Tracked, 0.4565221, -0.3547678, 1.446741, Tracked, 0.382432, -0.6422519, 1.375581, Tracked, 0.3043988, -0.9980121, 1.325756, Inferred, 0.297395, -1.009199, 1.193835, Inferred, 0.6232157, -0.3866787, 1.457968, Tracked, 0.6274992, -0.6540368, 1.412852, Tracked, 0.6521891, -1.042317, 1.392926, Inferred, 0.6577855, -1.061076, 1.26647, Inferred, 0.6019231, 0.1817404, 1.616967, Tracked, 0.3921165, -0.3251134, 1.348541, Tracked, 0.3395323, -0.3148659, 1.45732, Tracked, 0.7091899, -0.3372537, 1.381151, Tracked, 0.6779296, -0.256281, 1.388333, Tracked,
Kinect 2: 0.4171401, 0.5044918, -0.3774706, 1.469168, Tracked, 0.517182, -0.0449887, 1.564731, Tracked, 0.5226253, 0.2723634, 1.644366, Tracked, 0.5522432, 0.4017663, 1.696419, Tracked, 0.3399779, 0.1530944, 1.582385, Tracked, 0.2477852, -0.05725238, 1.534082, Tracked, 0.2971353, -0.2148111, 1.423059, Tracked, 0.3302379, -0.259928, 1.395049, Tracked, 0.6931546, 0.107458, 1.617444, Tracked, 0.7414604, -0.09755386, 1.596829, Tracked, 0.7191902, -0.2349125, 1.464332, Tracked, 0.6926957, -0.2541367, 1.436886, Tracked, 0.410378, -0.3560901, 1.423518, Tracked, 0.3509984, -0.6487387, 1.372425, Tracked, 0.2906692, -1.006941, 1.34791, Inferred, 0.2875179, -1.026793, 1.219159, Inferred, 0.5739034, -0.3805233, 1.44378, Tracked, 0.6219859, -0.6195997, 1.397717, Tracked, 0.4603626, -0.9893097, 1.398246, Inferred, 0.4254227, -1.012276, 1.273595, Inferred, 0.5216877, 0.1949584, 1.626866, Tracked, 0.3524956, -0.3101722, 1.329825, Tracked, 0.2892966, -0.3054168, 1.434448, Tracked, 0.6719505, -0.296328, 1.376091, Tracked, 0.6391742, -0.2354299, 1.3928, Tracked,
Kinect 2: 0.4503816, 0.5009798, -0.3769656, 1.468417, Tracked, 0.5164037, -0.04486994, 1.564609, Tracked, 0.5228375, 0.2723189, 1.644392, Tracked, 0.544556, 0.4023866, 1.699911, Tracked, 0.3373398, 0.1531349, 1.582483, Tracked, 0.2447688, -0.05681224, 1.533876, Tracked, 0.2934209, -0.2151553, 1.419028, Tracked, 0.3265856, -0.2637729, 1.392138, Tracked, 0.6943605, 0.1070282, 1.617866, Tracked, 0.7377942, -0.09670369, 1.596784, Tracked, 0.7174432, -0.2349225, 1.464985, Tracked, 0.6910881, -0.2519915, 1.440845, Tracked, 0.4070444, -0.3557926, 1.422977, Tracked, 0.3492612, -0.647877, 1.372223, Tracked, 0.2905047, -1.007121, 1.348091, Inferred, 0.287684, -1.027134, 1.219419, Inferred, 0.5703879, -0.3798217, 1.442779, Tracked, 0.6194917, -0.6186692, 1.39781, Tracked, 0.4594727, -0.9890982, 1.397545, Inferred, 0.4250112, -1.011912, 1.272704, Inferred, 0.5217152, 0.1949517, 1.626869, Tracked, 0.3496093, -0.3132016, 1.327094, Tracked, 0.2857623, -0.3020235, 1.439125, Tracked, 0.6782907, -0.3010865, 1.36706, Tracked, 0.6392326, -0.2392192, 1.390905, Tracked,
Kinect 2: 0.4833248, 0.4978804, -0.3763495, 1.467533, Tracked, 0.5121737, -0.04404984, 1.564549, Tracked, 0.5196298, 0.2728986, 1.645144, Tracked, 0.5381309, 0.4029596, 1.70182, Tracked, 0.3339553, 0.1531724, 1.582199, Tracked, 0.2416042, -0.05718631, 1.531509, Tracked, 0.2918269, -0.2148727, 1.417239, Tracked, 0.3244984, -0.2616332, 1.389012, Tracked, 0.6948725, 0.1067191, 1.618175, Tracked, 0.7344621, -0.09710357, 1.595991, Tracked, 0.7150059, -0.2356512, 1.464459, Tracked, 0.689085, -0.2490316, 1.443202, Tracked, 0.4041331, -0.3552042, 1.422112, Tracked, 0.3457305, -0.6499952, 1.371958, Tracked, 0.2871012, -1.00649, 1.348793, Inferred, 0.284262, -1.026887, 1.220257, Inferred, 0.5672552, -0.3792038, 1.441854, Tracked, 0.6165237, -0.6180397, 1.397659, Tracked, 0.4621237, -0.9911616, 1.39753, Inferred, 0.4288479, -1.014788, 1.272796, Inferred, 0.5183865, 0.1955742, 1.627437, Tracked, 0.3479963, -0.3091592, 1.324136, Tracked, 0.2823069, -0.3012171, 1.432907, Tracked, 0.6799649, -0.2983596, 1.381885, Tracked, 0.6352985, -0.2450048, 1.384889, Tracked,
Kinect 2: 0.5153835, 0.4957546, -0.3754969, 1.466794, Tracked, 0.5026087, -0.04178562, 1.56535, Tracked, 0.4998047, 0.2766122, 1.649442, Tracked, 0.5337503, 0.4025783, 1.703152, Tracked, 0.3255329, 0.152555, 1.581502, Tracked, 0.2382091, -0.05817488, 1.529516, Tracked, 0.2890796, -0.2150351, 1.415041, Tracked, 0.3214636, -0.2623143, 1.387743, Tracked, 0.662506, 0.1293518, 1.61761, Tracked, 0.7314138, -0.09728937, 1.595927, Tracked, 0.7108405, -0.2363222, 1.465088, Tracked, 0.6892001, -0.2504608, 1.443251, Tracked, 0.4019061, -0.3548464, 1.421344, Tracked, 0.3443856, -0.6482107, 1.370979, Tracked, 0.2862444, -1.006325, 1.347459, Inferred, 0.2820216, -1.02662, 1.218852, Inferred, 0.5652448, -0.3778406, 1.44109, Tracked, 0.6127951, -0.6171712, 1.398122, Tracked, 0.4787538, -0.999727, 1.385777, Inferred, 0.4503097, -1.020554, 1.258989, Inferred, 0.5015233, 0.1989058, 1.630693, Tracked, 0.3423719, -0.3110756, 1.325632, Tracked, 0.2799321, -0.3096776, 1.427355, Tracked, 0.6700175, -0.2783994, 1.404403, Tracked, 0.6703742, -0.2273972, 1.446167, Tracked,
Kinect 2: 0.5512834, 0.4921331, -0.3753732, 1.466243, Tracked, 0.4971484, -0.04153351, 1.565638, Tracked, 0.4957893, 0.2767277, 1.649881, Tracked, 0.5294487, 0.4025761, 1.704693, Tracked, 0.3219841, 0.1532868, 1.581229, Tracked, 0.2344701, -0.05876216, 1.527151, Tracked, 0.2858431, -0.2150861, 1.414228, Tracked, 0.3183776, -0.263008, 1.38719, Tracked, 0.6638634, 0.1214463, 1.619122, Tracked, 0.7279006, -0.09734201, 1.595884, Tracked, 0.7074534, -0.2364439, 1.465099, Tracked, 0.6875232, -0.2486148, 1.443705, Tracked, 0.3984671, -0.3547131, 1.420599, Tracked, 0.3436202, -0.6482449, 1.369937, Tracked, 0.2885289, -1.006978, 1.346086, Inferred, 0.2861843, -1.027397, 1.217625, Inferred, 0.5616311, -0.3777352, 1.440706, Tracked, 0.6106652, -0.6166944, 1.398337, Tracked, 0.4813346, -1.000945, 1.384996, Inferred, 0.4550327, -1.022439, 1.258148, Inferred, 0.4969259, 0.1990712, 1.631176, Tracked, 0.3420073, -0.3121756, 1.324144, Tracked, 0.2775973, -0.3074946, 1.426912, Tracked, 0.6717613, -0.2740373, 1.401786, Tracked, 0.6703361, -0.2260667, 1.446999, Tracked,
Kinect 2: 0.5830796, 0.489657, -0.3752144, 1.465727, Tracked, 0.4940782, -0.04145195, 1.565688, Tracked, 0.4931661, 0.2766241, 1.65014, Tracked, 0.5263349, 0.4025201, 1.705368, Tracked, 0.3170217, 0.1534103, 1.580396, Tracked, 0.2313549, -0.05856759, 1.525407, Tracked, 0.2844785, -0.2154264, 1.412178, Tracked, 0.3166781, -0.2615011, 1.385016, Tracked, 0.6631107, 0.1198124, 1.619567, Tracked, 0.7241374, -0.09748449, 1.595859, Tracked, 0.7047591, -0.2364022, 1.464718, Tracked, 0.6902241, -0.2472123, 1.446751, Tracked, 0.3959649, -0.354652, 1.41977, Tracked, 0.342059, -0.6466668, 1.369209, Tracked, 0.2875385, -1.007111, 1.345376, Inferred, 0.2857397, -1.027643, 1.216995, Inferred, 0.5592726, -0.3774887, 1.440463, Tracked, 0.6086134, -0.6163903, 1.397681, Tracked, 0.540612, -1.016483, 1.344518, Inferred, 0.5302877, -1.027721, 1.213429, Inferred, 0.4941099, 0.199018, 1.631421, Tracked, 0.3393794, -0.309314, 1.321681, Tracked, 0.2745259, -0.3052287, 1.427222, Tracked, 0.6702941, -0.2789548, 1.402786, Tracked, 0.6710823, -0.2268732, 1.445455, Tracked,
Kinect 2: 0.6164363, 0.4875984, -0.3751586, 1.465701, Tracked, 0.491363, -0.04148645, 1.566147, Tracked, 0.490397, 0.2764204, 1.650815, Tracked, 0.524487, 0.4021492, 1.706076, Tracked, 0.3151103, 0.1534131, 1.580229, Tracked, 0.2272183, -0.05843757, 1.523998, Tracked, 0.2837364, -0.2154564, 1.411217, Tracked, 0.316428, -0.2610345, 1.38565, Tracked, 0.6623728, 0.1178373, 1.621102, Tracked, 0.7211955, -0.09740975, 1.596563, Tracked, 0.7026438, -0.2362249, 1.465079, Tracked, 0.6685377, -0.2694639, 1.421028, Tracked, 0.3939912, -0.3546354, 1.419461, Tracked, 0.3410851, -0.6461568, 1.368635, Tracked, 0.2875377, -1.007337, 1.344446, Inferred, 0.2866008, -1.027872, 1.216126, Inferred, 0.5572018, -0.3773955, 1.440706, Tracked, 0.606701, -0.6162742, 1.397576, Tracked, 0.4487208, -0.9879285, 1.39042, Inferred, 0.4159248, -1.009238, 1.264567, Inferred, 0.4913021, 0.1988618, 1.63207, Tracked, 0.3424082, -0.308629, 1.321381, Tracked, 0.2734073, -0.3017679, 1.428195, Tracked, 0.6567278, -0.3322051, 1.362189, Tracked, 0.6126996, -0.2417566, 1.374458, Tracked,
Kinect 2: 0.649461, 0.4855074, -0.3747314, 1.465346, Tracked, 0.488466, -0.04123075, 1.566323, Tracked, 0.4869256, 0.2763809, 1.651399, Tracked, 0.5215033, 0.4019936, 1.707041, Tracked, 0.3115222, 0.1535185, 1.579795, Tracked, 0.2250371, -0.05772483, 1.523031, Tracked, 0.2822098, -0.2155801, 1.409152, Tracked, 0.3153018, -0.2607903, 1.384714, Tracked, 0.6606656, 0.1170549, 1.622438, Tracked, 0.7173009, -0.09736096, 1.598038, Tracked, 0.7010053, -0.235977, 1.465977, Tracked, 0.6659485, -0.2697095, 1.420982, Tracked, 0.3919217, -0.3543072, 1.41869, Tracked, 0.3388034, -0.6477291, 1.368352, Tracked, 0.2855555, -1.006918, 1.344933, Inferred, 0.2851068, -1.02783, 1.21683, Inferred, 0.5551336, -0.3768768, 1.440722, Tracked, 0.6047465, -0.615755, 1.39732, Tracked, 0.4953906, -1.006841, 1.38596, Inferred, 0.4744621, -1.031463, 1.259936, Inferred, 0.4879505, 0.1989071, 1.632566, Tracked, 0.3399163, -0.3053882, 1.321408, Tracked, 0.2716697, -0.3112014, 1.420094, Tracked, 0.6538337, -0.3310086, 1.362026, Tracked, 0.6125878, -0.2418239, 1.375094, Tracked,
Kinect 2: 0.6848096, 0.4828438, -0.3747257, 1.465519, Tracked, 0.4858371, -0.0412873, 1.566587, Tracked, 0.4846436, 0.2762524, 1.651544, Tracked, 0.5185838, 0.4019437, 1.707533, Tracked, 0.3089186, 0.1536146, 1.579302, Tracked, 0.2225546, -0.05727132, 1.521504, Tracked, 0.2813494, -0.2155939, 1.406612, Tracked, 0.3147334, -0.2631904, 1.380845, Tracked, 0.6592835, 0.1161103, 1.624149, Tracked, 0.7140188, -0.096743, 1.599558, Tracked, 0.6986548, -0.2351501, 1.467086, Tracked, 0.6644192, -0.2690011, 1.421996, Tracked, 0.3897826, -0.3542035, 1.418271, Tracked, 0.3370805, -0.6491202, 1.368155, Tracked, 0.2847091, -1.007003, 1.345135, Inferred, 0.2850713, -1.028137, 1.217172, Inferred, 0.551906, -0.3769931, 1.4416, Tracked, 0.6032859, -0.6154189, 1.396804, Tracked, 0.5115024, -1.011543, 1.375575, Inferred, 0.4960136, -1.033615, 1.248185, Inferred, 0.4855662, 0.1987973, 1.632753, Tracked, 0.3384233, -0.3091761, 1.319741, Tracked, 0.2712445, -0.3097346, 1.416032, Tracked, 0.6519076, -0.3292925, 1.364232, Tracked, 0.6115813, -0.2420569, 1.37435, Tracked,
Kinect 2: 0.7155394, 0.4813128, -0.3744983, 1.465386, Tracked, 0.4837123, -0.04101127, 1.566736, Tracked, 0.4820043, 0.2765451, 1.651895, Tracked, 0.5160294, 0.4022278, 1.707799, Tracked, 0.3068427, 0.1533716, 1.57876, Tracked, 0.2203947, -0.05706489, 1.520216, Tracked, 0.2807921, -0.2156021, 1.405098, Tracked, 0.3155394, -0.2608928, 1.381109, Tracked, 0.6567765, 0.1161352, 1.62564, Tracked, 0.710962, -0.09629279, 1.601452, Tracked, 0.6951833, -0.2345868, 1.468816, Tracked, 0.6612117, -0.2691403, 1.422721, Tracked, 0.3884412, -0.354082, 1.417708, Tracked, 0.3365265, -0.6480616, 1.367745, Tracked, 0.2847484, -1.007152, 1.344845, Inferred, 0.285807, -1.02845, 1.216982, Inferred, 0.5502009, -0.3766432, 1.441886, Tracked, 0.602301, -0.6148932, 1.396572, Tracked, 0.5100996, -1.010959, 1.377593, Inferred, 0.4947878, -1.034118, 1.250616, Inferred, 0.4830461, 0.1990898, 1.633061, Tracked, 0.3446532, -0.3040246, 1.31914, Tracked, 0.2692668, -0.3106346, 1.414194, Tracked, 0.6504925, -0.3293674, 1.36604, Tracked, 0.6086754, -0.2398655, 1.376923, Tracked,
Kinect 2: 0.7514383, 0.480017, -0.3737224, 1.465912, Tracked, 0.4818563, -0.04045141, 1.567304, Tracked, 0.47961, 0.2768162, 1.652371, Tracked, 0.5137693, 0.4024674, 1.708405, Tracked, 0.3053024, 0.1537846, 1.578004, Tracked, 0.2179067, -0.05608799, 1.518896, Tracked, 0.279858, -0.2160733, 1.402947, Tracked, 0.3154523, -0.2611578, 1.381186, Tracked, 0.6554053, 0.1152857, 1.62825, Tracked, 0.7082511, -0.09616447, 1.603576, Tracked, 0.6940984, -0.2339413, 1.470158, Tracked, 0.6611845, -0.2691767, 1.424609, Tracked, 0.3874867, -0.3530802, 1.416842, Tracked, 0.3363272, -0.6479782, 1.367581, Tracked, 0.2856539, -1.00652, 1.3456, Inferred, 0.2879247, -1.028319, 1.218019, Inferred, 0.5476941, -0.3757621, 1.444841, Tracked, 0.6008444, -0.6145132, 1.396375, Tracked, 0.4732158, -0.9984459, 1.381852, Inferred, 0.4503259, -1.021961, 1.255388, Inferred, 0.4807864, 0.1994395, 1.633572, Tracked, 0.3427675, -0.3033235, 1.320398, Tracked, 0.2692057, -0.3079781, 1.414845, Tracked, 0.6490234, -0.3293111, 1.366492, Tracked, 0.607028, -0.2415085, 1.375817, Tracked,
Kinect 2: 0.783558, 0.4793792, -0.3734116, 1.466177, Tracked, 0.4804998, -0.04020492, 1.567669, Tracked, 0.4774008, 0.2769143, 1.652731, Tracked, 0.5126649, 0.4023769, 1.708603, Tracked, 0.3034404, 0.1535655, 1.577148, Tracked, 0.2163717, -0.05647395, 1.516849, Tracked, 0.2793448, -0.2160191, 1.402351, Tracked, 0.3152302, -0.2610805, 1.381386, Tracked, 0.6533, 0.1149352, 1.629871, Tracked, 0.7055289, -0.09536418, 1.606367, Tracked, 0.6921912, -0.2327821, 1.472432, Tracked, 0.6593108, -0.2681071, 1.427125, Tracked, 0.3868741, -0.3525917, 1.416183, Tracked, 0.3361645, -0.6479746, 1.367517, Tracked, 0.2861279, -1.006259, 1.346288, Inferred, 0.2891891, -1.028457, 1.218929, Inferred, 0.5467875, -0.3755256, 1.446263, Tracked, 0.5993792, -0.6136656, 1.39635, Tracked, 0.4727721, -0.9987214, 1.381939, Inferred, 0.4506326, -1.022822, 1.255634, Inferred, 0.4787989, 0.1995821, 1.633945, Tracked, 0.3428932, -0.3032084, 1.319676, Tracked, 0.2694434, -0.3064328, 1.415201, Tracked, 0.6472291, -0.3264703, 1.370412, Tracked, 0.604917, -0.2380016, 1.382, Tracked,
Kinect 2: 0.8173894, 0.4782785, -0.3736028, 1.466464, Tracked, 0.4789635, -0.04027212, 1.567995, Tracked, 0.4755707, 0.2770331, 1.652993, Tracked, 0.511551, 0.4023609, 1.708866, Tracked, 0.3025207, 0.1537002, 1.576489, Tracked, 0.2152714, -0.05668142, 1.515567, Tracked, 0.2768209, -0.215739, 1.402301, Tracked, 0.3129021, -0.26208, 1.381673, Tracked, 0.6513776, 0.1149371, 1.631528, Tracked, 0.7037205, -0.09518011, 1.608212, Tracked, 0.69017, -0.2330589, 1.474752, Tracked, 0.6589764, -0.2681619, 1.429835, Tracked, 0.3860548, -0.3527189, 1.416044, Tracked, 0.3354537, -0.6471601, 1.367664, Tracked, 0.2852543, -1.006438, 1.346725, Inferred, 0.2890068, -1.028859, 1.219511, Inferred, 0.5457799, -0.3758346, 1.446791, Tracked, 0.5985284, -0.6139223, 1.396456, Tracked, 0.4743849, -0.9999496, 1.381229, Inferred, 0.4535324, -1.024269, 1.254886, Inferred, 0.4770293, 0.1996507, 1.634229, Tracked, 0.3399884, -0.305574, 1.321555, Tracked, 0.2684107, -0.308154, 1.416773, Tracked, 0.6464404, -0.3263226, 1.372567, Tracked, 0.605269, -0.2406047, 1.381031, Tracked,
Kinect 2: 0.8505101, 0.4778718, -0.3734096, 1.466895, Tracked, 0.4782313, -0.0402995, 1.568395, Tracked, 0.4744493, 0.276724, 1.653315, Tracked, 0.5105013, 0.4020051, 1.709502, Tracked, 0.3014907, 0.1535413, 1.575741, Tracked, 0.2135084, -0.05656003, 1.514634, Tracked, 0.2767442, -0.216371, 1.401603, Tracked, 0.3141819, -0.2609011, 1.382793, Tracked, 0.6500975, 0.1148388, 1.633683, Tracked, 0.7018619, -0.0956424, 1.610445, Tracked, 0.6891888, -0.2335383, 1.476891, Tracked, 0.6579666, -0.2691024, 1.431008, Tracked, 0.3857521, -0.3524144, 1.415757, Tracked, 0.3349166, -0.6470302, 1.367647, Tracked, 0.2844813, -1.006155, 1.347047, Inferred, 0.2889653, -1.028843, 1.220001, Inferred, 0.5451625, -0.3758354, 1.44866, Tracked, 0.5977103, -0.6139554, 1.396867, Tracked, 0.4774997, -1.001499, 1.380599, Inferred, 0.4583763, -1.026152, 1.254253, Inferred, 0.4760107, 0.1994194, 1.634578, Tracked, 0.3456605, -0.3011256, 1.319987, Tracked, 0.2667306, -0.3109823, 1.411757, Tracked, 0.6455622, -0.3268767, 1.372599, Tracked, 0.6033063, -0.2412562, 1.385074, Tracked,
Kinect 2: 0.8845915, 0.4765403, -0.3736882, 1.467804, Tracked, 0.4772695, -0.04042502, 1.568996, Tracked, 0.4739024, 0.276729, 1.653617, Tracked, 0.5098566, 0.402023, 1.709829, Tracked, 0.3008689, 0.1535886, 1.575513, Tracked, 0.2129751, -0.05715398, 1.513529, Tracked, 0.2769285, -0.2163212, 1.401322, Tracked, 0.3142773, -0.261013, 1.383122, Tracked, 0.6488036, 0.1144192, 1.635194, Tracked, 0.6998861, -0.09574202, 1.612954, Tracked, 0.6887618, -0.2336756, 1.479291, Tracked, 0.6575339, -0.2693183, 1.434451, Tracked, 0.3849103, -0.3526025, 1.41613, Tracked, 0.3347242, -0.6473024, 1.36763, Tracked, 0.2850325, -1.006562, 1.346568, Inferred, 0.290261, -1.029093, 1.21953, Inferred, 0.54388, -0.3762128, 1.449646, Tracked, 0.5964715, -0.6143109, 1.397424, Tracked, 0.4657875, -0.9953819, 1.421785, Inferred, 0.4381275, -1.036892, 1.306, Inferred, 0.4753639, 0.1993964, 1.634948, Tracked, 0.3459525, -0.3012664, 1.32145, Tracked, 0.2665733, -0.3140577, 1.407759, Tracked, 0.6464348, -0.3280477, 1.376431, Tracked, 0.6020271, -0.2407057, 1.384544, Tracked,
Kinect 2: 0.9176313, 0.4760609, -0.3734873, 1.468282, Tracked, 0.4764299, -0.04035551, 1.569459, Tracked, 0.4726952, 0.2766571, 1.654005, Tracked, 0.509243, 0.4018257, 1.710279, Tracked, 0.2991277, 0.1535403, 1.575189, Tracked, 0.212008, -0.05733106, 1.513146, Tracked, 0.2769987, -0.2162527, 1.400971, Tracked, 0.3141041, -0.2607912, 1.382866, Tracked, 0.6470497, 0.1139656, 1.63646, Inferred, 0.6987131, -0.09599472, 1.614999, Tracked, 0.6872422, -0.2341995, 1.481612, Tracked, 0.6564032, -0.2699791, 1.435662, Tracked, 0.3844632, -0.3522174, 1.415794, Tracked, 0.3345741, -0.6474795, 1.367685, Tracked, 0.2853653, -1.006352, 1.347131, Inferred, 0.2911378, -1.029138, 1.220249, Inferred, 0.5431983, -0.3762753, 1.451571, Tracked, 0.5958312, -0.6143324, 1.398072, Tracked, 0.4654867, -0.995386, 1.423795, Inferred, 0.4380169, -1.037959, 1.308703, Inferred, 0.4742455, 0.1993597, 1.635361, Tracked, 0.3466305, -0.3011762, 1.32094, Tracked, 0.2679078, -0.3104065, 1.413564, Tracked, 0.6433691, -0.32759, 1.378408, Tracked, 0.6008645, -0.2417268, 1.387923, Tracked,
Kinect 2: 0.9517772, 0.4752916, -0.3739496, 1.469084, Tracked, 0.4754028, -0.04053659, 1.570119, Tracked, 0.4714325, 0.2767989, 1.654504, Tracked, 0.5085469, 0.4018618, 1.71063, Tracked, 0.2983989, 0.1535143, 1.574889, Tracked, 0.2110093, -0.05772771, 1.511553, Tracked, 0.2773233, -0.215975, 1.40041, Tracked, 0.3142196, -0.2603017, 1.383172, Tracked, 0.6455153, 0.1138739, 1.637582, Inferred, 0.6977165, -0.09626416, 1.61696, Tracked, 0.6866609, -0.2348145, 1.483882, Tracked, 0.6563425, -0.2708701, 1.437848, Inferred, 0.3837652, -0.3525579, 1.416283, Tracked, 0.3341562, -0.6475641, 1.367756, Tracked, 0.2851729, -1.006799, 1.346685, Inferred, 0.2914697, -1.029427, 1.219787, Inferred, 0.5427169, -0.376782, 1.452206, Tracked, 0.5948142, -0.6149945, 1.399149, Tracked, 0.4636887, -0.9978365, 1.405324, Inferred, 0.4399512, -1.031798, 1.284075, Inferred, 0.4730408, 0.1994148, 1.635902, Tracked, 0.3461383, -0.3015451, 1.321821, Tracked, 0.2668284, -0.3098865, 1.412206, Tracked, 0.6467732, -0.328966, 1.380608, Tracked, 0.6007184, -0.2424382, 1.387462, Tracked,
Kinect 2: 0.9846649, 0.4746513, -0.3744193, 1.469768, Tracked, 0.474536, -0.04072808, 1.570658, Tracked, 0.4703441, 0.2769085, 1.65489, Tracked, 0.5079589, 0.4018657, 1.711044, Tracked, 0.2978179, 0.1533174, 1.574378, Tracked, 0.2105166, -0.05756975, 1.510985, Tracked, 0.2771556, -0.2160337, 1.399852, Tracked, 0.3143613, -0.2606015, 1.383648, Tracked, 0.6443107, 0.1138095, 1.638373, Inferred, 0.6965006, -0.09644065, 1.619345, Tracked, 0.6860406, -0.2354555, 1.486707, Tracked, 0.6555491, -0.2720493, 1.43913, Tracked, 0.3830963, -0.353046, 1.416909, Tracked, 0.332199, -0.6500592, 1.36866, Tracked, 0.2822723, -1.00706, 1.348056, Inferred, 0.2887134, -1.029926, 1.221239, Inferred, 0.5423351, -0.3771777, 1.452608, Tracked, 0.59383, -0.6155639, 1.400024, Tracked, 0.4721786, -1.000268, 1.424958, Inferred, 0.448319, -1.043427, 1.309658, Inferred, 0.4720083, 0.1994446, 1.636328, Tracked, 0.3461527, -0.3017568, 1.323096, Tracked, 0.2673082, -0.3078341, 1.412556, Tracked, 0.6428608, -0.3280154, 1.379451, Tracked, 0.6010362, -0.2402496, 1.3944, Tracked,
Kinect 2: 1.0165571, 0.4741482, -0.3748374, 1.470698, Tracked, 0.4740876, -0.04089279, 1.571156, Tracked, 0.4700053, 0.2769184, 1.655079, Tracked, 0.5078834, 0.4018245, 1.711147, Tracked, 0.2974257, 0.1532671, 1.57401, Tracked, 0.2099775, -0.05732966, 1.51063, Tracked, 0.2773113, -0.2159273, 1.399546, Tracked, 0.3143489, -0.2605733, 1.383646, Tracked, 0.6439121, 0.1137214, 1.63879, Inferred, 0.6956198, -0.0968501, 1.62149, Tracked, 0.6863828, -0.2366446, 1.48963, Tracked, 0.6566514, -0.2713008, 1.443371, Tracked, 0.3827652, -0.3532681, 1.417364, Tracked, 0.3320146, -0.6500821, 1.368585, Tracked, 0.2821796, -1.007355, 1.347335, Inferred, 0.2889003, -1.029966, 1.220431, Inferred, 0.5418461, -0.3778289, 1.453761, Tracked, 0.5935099, -0.6161349, 1.400458, Tracked, 0.4787733, -1.005638, 1.397703, Inferred, 0.4613249, -1.036988, 1.274418, Inferred, 0.471642, 0.1994189, 1.636581, Tracked, 0.3461141, -0.3013071, 1.322416, Tracked, 0.2674322, -0.3080053, 1.412595, Tracked, 0.6467272, -0.3300971, 1.384535, Tracked, 0.6024501, -0.2432292, 1.395654, Tracked,
