Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0210027, 0.5405817, -0.7195603, 1.714746, Tracked, 0.5388405, -0.4686139, 1.726845, Tracked, 0.5339748, -0.221221, 1.727516, Tracked, 0.5738816, -0.07774635, 1.717746, Tracked, 0.3833997, -0.2885577, 1.691623, Tracked, 0.3070357, -0.5043906, 1.596277, Tracked, 0.4774841, -0.5653563, 1.525708, Tracked, 0.5357155, -0.599118, 1.534825, Tracked, 0.7393133, -0.3219935, 1.721463, Tracked, 0.8204806, -0.5198873, 1.73025, Tracked, 0.7161257, -0.5720276, 1.544987, Tracked, 0.6696484, -0.5996944, 1.529025, Tracked, 0.4483027, -0.7006993, 1.680887, Tracked, 0.4384533, -0.6739246, 1.329581, Tracked, 0.4330339, -0.648042, 0.8282497, Inferred, 0.4312669, -0.6195093, 0.6931204, Inferred, 0.6166858, -0.7164413, 1.696382, Tracked, 0.6630021, -0.7143979, 1.233597, Inferred, 0.70622, -0.7182527, 0.8626525, Inferred, 0.7031568, -0.6921079, 0.7298988, Inferred, 0.5357448, -0.2826284, 1.7293, Tracked, 0.6067618, -0.625808, 1.518444, Tracked, 0.4694426, -0.6482408, 1.497296, Tracked, 0.6424944, -0.6460392, 1.493127, Tracked, 0.6105626, -0.5408337, 1.536492, Tracked,
Kinect 2: 0.4207504, 0.5058836, -0.7193194, 1.664547, Tracked, 0.5198476, -0.4697711, 1.712906, Tracked, 0.5284634, -0.2226524, 1.726571, Tracked, 0.5337087, -0.08133022, 1.714162, Tracked, 0.3741935, -0.2945498, 1.707438, Tracked, 0.2775757, -0.5136702, 1.658264, Tracked, 0.4384162, -0.5807747, 1.552754, Tracked, 0.4961062, -0.617911, 1.536023, Tracked, 0.7195076, -0.3169801, 1.692736, Tracked, 0.8202591, -0.4967695, 1.64525, Tracked, 0.6446452, -0.5665487, 1.522769, Tracked, 0.598008, -0.5951786, 1.510119, Tracked, 0.4176174, -0.7029825, 1.652343, Tracked, 0.3179117, -0.6868507, 1.314445, Tracked, 0.174646, -0.677744, 0.8341742, Inferred, 0.1613263, -0.6386692, 0.6992698, Inferred, 0.5782009, -0.7130311, 1.624407, Tracked, 0.5691618, -0.7266645, 1.216316, Inferred, 0.5668032, -0.7516339, 0.7791599, Inferred, 0.5514523, -0.7146716, 0.6473017, Inferred, 0.5276836, -0.2840812, 1.72742, Tracked, 0.5547585, -0.6457329, 1.496129, Tracked, 0.4287015, -0.6613067, 1.517509, Tracked, 0.5625676, -0.6477932, 1.478402, Tracked, 0.5395385, -0.5430057, 1.539132, Tracked,
Kinect 2: 0.455386, 0.5042198, -0.7217554, 1.695401, Tracked, 0.5182952, -0.4702145, 1.714739, Tracked, 0.5263101, -0.2231037, 1.726646, Tracked, 0.5284613, -0.08145266, 1.714859, Tracked, 0.3666679, -0.298222, 1.718062, Tracked, 0.2764178, -0.515231, 1.663937, Tracked, 0.4419571, -0.580466, 1.550378, Tracked, 0.4977494, -0.6115295, 1.530844, Tracked, 0.7160721, -0.3156497, 1.689955, Tracked, 0.8163002, -0.494362, 1.64335, Tracked, 0.6180044, -0.6022023, 1.500092, Tracked, 0.5808018, -0.6352934, 1.489784, Tracked, 0.4145975, -0.7055816, 1.685752, Tracked, 0.3189227, -0.6896926, 1.346636, Tracked, 0.1816474, -0.6807461, 0.864772, Inferred, 0.1644809, -0.6475974, 0.7290516, Inferred, 0.5780607, -0.7155557, 1.652673, Tracked, 0.557633, -0.7041835, 1.187271, Inferred, 0.5454441, -0.7006499, 0.8144434, Inferred, 0.5256569, -0.6686622, 0.6810554, Inferred, 0.5255702, -0.2844994, 1.727445, Tracked, 0.5564968, -0.6424141, 1.485638, Tracked, 0.4699505, -0.6429452, 1.519226, Tracked, 0.5407913, -0.6683331, 1.484615, Tracked, 0.5473691, -0.5796448, 1.482242, Tracked,
Kinect 2: 0.4881088, 0.5044333, -0.7216518, 1.696666, Tracked, 0.517181, -0.4703116, 1.715836, Tracked, 0.5236674, -0.2233263, 1.726717, Tracked, 0.5217439, -0.08187252, 1.716144, Tracked, 0.3636298, -0.2996738, 1.721601, Tracked, 0.2724239, -0.5180205, 1.674129, Tracked, 0.4430889, -0.580111, 1.549927, Tracked, 0.500569, -0.6097633, 1.527304, Tracked, 0.7126489, -0.3144946, 1.687503, Tracked, 0.811454, -0.4914851, 1.638338, Tracked, 0.6192772, -0.5888848, 1.506165, Tracked, 0.5766593, -0.5888433, 1.501002, Tracked, 0.414657, -0.7056592, 1.68739, Tracked, 0.30905, -0.6929882, 1.351134, Tracked, 0.1566202, -0.6888958, 0.8737383, Inferred, 0.13769, -0.6560519, 0.7381932, Inferred, 0.5784158, -0.7153245, 1.65361, Tracked, 0.553642, -0.7059466, 1.188308, Inferred, 0.5378521, -0.7040698, 0.8156574, Inferred, 0.5162998, -0.6722537, 0.6823276, Inferred, 0.5232263, -0.2846718, 1.727456, Tracked, 0.5556273, -0.6353556, 1.475551, Tracked, 0.4755158, -0.6434348, 1.515063, Tracked, 0.5375022, -0.607061, 1.497459, Tracked, 0.5548039, -0.545869, 1.509097, Tracked,
Kinect 2: 0.5220892, 0.5036731, -0.7199664, 1.669614, Tracked, 0.5120161, -0.4707537, 1.70792, Tracked, 0.5157058, -0.2248823, 1.725369, Tracked, 0.5156393, -0.08170147, 1.71628, Tracked, 0.3479851, -0.3075775, 1.74121, Tracked, 0.2691233, -0.5201369, 1.680301, Tracked, 0.4424963, -0.5805441, 1.549755, Tracked, 0.5009712, -0.6099999, 1.522701, Tracked, 0.6936821, -0.3076179, 1.669915, Tracked, 0.8060824, -0.4882831, 1.631607, Tracked, 0.614894, -0.5813137, 1.507306, Tracked, 0.5701807, -0.5925089, 1.498945, Tracked, 0.4173475, -0.7074077, 1.663835, Tracked, 0.2867427, -0.6955104, 1.336599, Tracked, 0.09627574, -0.6927134, 0.8728137, Inferred, 0.06685531, -0.654733, 0.7402309, Inferred, 0.5734872, -0.7092455, 1.621685, Tracked, 0.5473824, -0.7076646, 1.21358, Inferred, 0.5259158, -0.715676, 0.7766091, Inferred, 0.493939, -0.6786911, 0.645812, Inferred, 0.5157675, -0.2859233, 1.72402, Tracked, 0.5552629, -0.6348383, 1.472904, Tracked, 0.4766369, -0.6443771, 1.509968, Tracked, 0.5351278, -0.6169726, 1.494502, Tracked, 0.5438641, -0.5489894, 1.500671, Tracked,
Kinect 2: 0.5549949, 0.5032862, -0.7193722, 1.667978, Tracked, 0.5111999, -0.47033, 1.706576, Tracked, 0.5149857, -0.224767, 1.725693, Tracked, 0.509334, -0.08198901, 1.717255, Tracked, 0.3488727, -0.3071632, 1.740133, Tracked, 0.2644355, -0.5217106, 1.689955, Tracked, 0.4426535, -0.5807916, 1.550102, Tracked, 0.5055211, -0.6099151, 1.521721, Tracked, 0.6947805, -0.3077742, 1.67174, Tracked, 0.8019158, -0.4853453, 1.625772, Tracked, 0.6141989, -0.5778016, 1.510912, Tracked, 0.570389, -0.5913292, 1.501717, Tracked, 0.4168764, -0.7068065, 1.662458, Tracked, 0.269821, -0.6988914, 1.342385, Tracked, 0.05427233, -0.7020424, 0.8895106, Inferred, 0.0254509, -0.6639912, 0.7569678, Inferred, 0.5733564, -0.7088627, 1.620274, Tracked, 0.4936947, -0.6860565, 1.161268, Inferred, 0.4324828, -0.6732969, 0.7938446, Inferred, 0.4004366, -0.6350308, 0.662344, Inferred, 0.5150723, -0.2857659, 1.723914, Tracked, 0.5589554, -0.6295412, 1.47805, Tracked, 0.4795408, -0.6426148, 1.512684, Tracked, 0.5338483, -0.6106189, 1.492752, Tracked, 0.5417451, -0.548906, 1.501513, Tracked,
Kinect 2: 0.5876951, 0.5021414, -0.7188481, 1.666748, Tracked, 0.5096639, -0.4699676, 1.705481, Tracked, 0.5133545, -0.2246883, 1.726203, Tracked, 0.5026956, -0.08302642, 1.718293, Tracked, 0.3470985, -0.3081891, 1.74188, Tracked, 0.2603302, -0.5264481, 1.700153, Tracked, 0.4414109, -0.5818766, 1.550719, Tracked, 0.5045915, -0.6092008, 1.520457, Tracked, 0.6929404, -0.306993, 1.670907, Tracked, 0.7954583, -0.479702, 1.616306, Tracked, 0.6120043, -0.5761824, 1.512351, Tracked, 0.5703405, -0.5899718, 1.502206, Tracked, 0.4161437, -0.7066756, 1.661901, Tracked, 0.259262, -0.7022692, 1.346665, Tracked, 0.02874957, -0.7106737, 0.9011558, Inferred, -0.0009396654, -0.6725402, 0.7690018, Inferred, 0.5719803, -0.7079335, 1.618439, Tracked, 0.4926841, -0.6854631, 1.159373, Inferred, 0.4317733, -0.6729816, 0.7919248, Inferred, 0.3990009, -0.6343892, 0.6606472, Inferred, 0.5134438, -0.2856108, 1.723864, Tracked, 0.5601684, -0.6250159, 1.480482, Tracked, 0.4804661, -0.6427496, 1.50965, Tracked, 0.5318878, -0.6276765, 1.477642, Tracked, 0.5285004, -0.5537977, 1.49816, Tracked,
Kinect 2: 0.6203784, 0.4991048, -0.7196576, 1.688646, Tracked, 0.5072673, -0.4699628, 1.71046, Tracked, 0.5114586, -0.2244567, 1.726852, Tracked, 0.4974682, -0.08283788, 1.719212, Tracked, 0.3457806, -0.3090402, 1.743678, Tracked, 0.2555794, -0.5303777, 1.709272, Tracked, 0.3350641, -0.6639559, 1.589261, Tracked, 0.3554766, -0.6831242, 1.554401, Tracked, 0.6904324, -0.3058951, 1.670038, Tracked, 0.7909942, -0.4757669, 1.610021, Tracked, 0.6111397, -0.5748118, 1.514489, Tracked, 0.5679679, -0.5875514, 1.504344, Tracked, 0.4103869, -0.708502, 1.687896, Tracked, 0.2541266, -0.706292, 1.372376, Tracked, 0.02441602, -0.7178672, 0.9266723, Inferred, -0.006020451, -0.683966, 0.7939233, Inferred, 0.5716584, -0.7083797, 1.637557, Tracked, 0.4936498, -0.6837186, 1.178355, Inferred, 0.433784, -0.6693808, 0.8109324, Inferred, 0.4001889, -0.6348191, 0.6789087, Inferred, 0.5114498, -0.285413, 1.725011, Tracked, 0.4026509, -0.7427608, 1.480977, Tracked, 0.2947821, -0.6836743, 1.540393, Tracked, 0.5216994, -0.62226, 1.484481, Tracked, 0.531261, -0.5466231, 1.50307, Tracked,
Kinect 2: 0.6561847, 0.4960078, -0.7174029, 1.673739, Tracked, 0.5053041, -0.469286, 1.708309, Tracked, 0.5094484, -0.2241149, 1.727389, Tracked, 0.4924235, -0.08284286, 1.719846, Tracked, 0.3436474, -0.3104978, 1.74602, Tracked, 0.2526588, -0.5328786, 1.717377, Tracked, 0.3335672, -0.6594602, 1.590318, Tracked, 0.3609354, -0.6898187, 1.550078, Tracked, 0.6874071, -0.3049291, 1.668951, Tracked, 0.7845114, -0.470213, 1.602593, Tracked, 0.6095994, -0.5747871, 1.515702, Tracked, 0.5648361, -0.5904564, 1.504043, Tracked, 0.4092638, -0.706833, 1.672488, Tracked, 0.2364344, -0.710581, 1.36614, Tracked, -0.01841488, -0.7311393, 0.9342987, Inferred, -0.05014313, -0.6945848, 0.8027043, Inferred, 0.5667616, -0.705353, 1.622273, Tracked, 0.485352, -0.6858252, 1.163427, Inferred, 0.4226519, -0.6757629, 0.796289, Inferred, 0.3880897, -0.6381766, 0.6651423, Inferred, 0.5094948, -0.285016, 1.724923, Tracked, 0.3992953, -0.7390891, 1.484643, Tracked, 0.3027571, -0.6865932, 1.526152, Tracked, 0.515321, -0.6456358, 1.477988, Tracked, 0.5205392, -0.5503314, 1.49575, Tracked,
Kinect 2: 0.6887215, 0.5087597, -0.7138248, 1.681971, Tracked, 0.5062331, -0.4684583, 1.709695, Tracked, 0.5067968, -0.223788, 1.728111, Tracked, 0.4871585, -0.08256829, 1.720943, Tracked, 0.3362368, -0.314411, 1.754464, Tracked, 0.2489913, -0.5328424, 1.725226, Tracked, 0.3307205, -0.6546621, 1.593727, Tracked, 0.360107, -0.6903232, 1.552822, Tracked, 0.6843641, -0.3039148, 1.66776, Tracked, 0.7802241, -0.4667349, 1.596499, Tracked, 0.5768479, -0.6076479, 1.498214, Tracked, 0.5240271, -0.6502197, 1.490397, Tracked, 0.4175015, -0.7068584, 1.679963, Tracked, 0.2315601, -0.7132704, 1.381729, Tracked, -0.04302641, -0.7376981, 0.9622691, Inferred, -0.07759702, -0.7035164, 0.8312243, Inferred, 0.5859416, -0.696949, 1.631768, Tracked, 0.5020899, -0.6331894, 1.17715, Tracked, 0.4376331, -0.5864586, 0.813667, Inferred, 0.3998589, -0.5503584, 0.682088, Inferred, 0.5081074, -0.2846307, 1.725603, Tracked, 0.3963315, -0.7391551, 1.491188, Tracked, 0.3002116, -0.6857017, 1.53102, Tracked, 0.5132602, -0.7066704, 1.444246, Tracked, 0.4587233, -0.6199765, 1.519354, Tracked,
Kinect 2: 0.722098, 0.5095016, -0.715039, 1.685534, Tracked, 0.5025586, -0.4690955, 1.712342, Tracked, 0.485036, -0.225614, 1.729614, Tracked, 0.482276, -0.08301545, 1.722293, Tracked, 0.3232437, -0.3229021, 1.770115, Tracked, 0.2466733, -0.5343961, 1.730869, Tracked, 0.3587157, -0.6134317, 1.588303, Tracked, 0.3908915, -0.6233363, 1.586477, Tracked, 0.6549206, -0.2955375, 1.653246, Tracked, 0.776062, -0.4652447, 1.590362, Tracked, 0.6222546, -0.6488292, 1.475203, Tracked, 0.5721774, -0.6927897, 1.440651, Tracked, 0.4194956, -0.7099286, 1.685644, Tracked, 0.2264659, -0.715617, 1.392072, Tracked, -0.05882581, -0.7388965, 0.9797544, Inferred, -0.1025286, -0.7070211, 0.8518618, Inferred, 0.5855686, -0.6973568, 1.633801, Tracked, 0.485952, -0.6604391, 1.17945, Tracked, 0.4083339, -0.6359497, 0.8162041, Inferred, 0.3614385, -0.6023387, 0.6871811, Inferred, 0.4915573, -0.2860669, 1.72783, Tracked, 0.4508251, -0.6428375, 1.531151, Tracked, 0.3239951, -0.6726407, 1.563195, Tracked, 0.5259527, -0.7608132, 1.406938, Tracked, 0.536285, -0.6628991, 1.450235, Tracked,
Kinect 2: 0.7547943, 0.5091916, -0.7163853, 1.688572, Tracked, 0.4989561, -0.4698247, 1.715008, Tracked, 0.4803176, -0.2258718, 1.730769, Tracked, 0.4781979, -0.08331429, 1.72329, Tracked, 0.3198296, -0.3252513, 1.775633, Tracked, 0.2452703, -0.5364273, 1.736543, Tracked, 0.3562028, -0.6105501, 1.590233, Tracked, 0.3845226, -0.625089, 1.592844, Tracked, 0.6520533, -0.2952656, 1.651964, Tracked, 0.7730722, -0.4631059, 1.587026, Tracked, 0.6761905, -0.6752495, 1.461006, Tracked, 0.6217884, -0.6954961, 1.407505, Tracked, 0.4197322, -0.7125393, 1.69007, Tracked, 0.2184115, -0.7187313, 1.402363, Tracked, -0.07941454, -0.7427108, 0.9990104, Inferred, -0.1249014, -0.7118791, 0.8718864, Inferred, 0.584556, -0.6979339, 1.635624, Tracked, 0.4519156, -0.6718699, 1.189007, Tracked, 0.3468381, -0.6563974, 0.8322451, Inferred, 0.2982473, -0.6237011, 0.7038134, Inferred, 0.486263, -0.2864659, 1.729329, Tracked, 0.4432331, -0.6448291, 1.53484, Tracked, 0.3177705, -0.6756521, 1.570564, Tracked, 0.5979813, -0.7026333, 1.347121, Tracked, 0.5689957, -0.6820731, 1.423422, Tracked,
Kinect 2: 0.7889859, 0.5090598, -0.716951, 1.68966, Tracked, 0.499293, -0.4698761, 1.715626, Tracked, 0.4831198, -0.2254768, 1.731293, Tracked, 0.4736113, -0.08387895, 1.724979, Tracked, 0.3205657, -0.3248333, 1.774915, Tracked, 0.2438144, -0.5376465, 1.743474, Tracked, 0.3533171, -0.6089572, 1.594523, Tracked, 0.3849392, -0.6262183, 1.592914, Tracked, 0.6526989, -0.2955678, 1.652389, Tracked, 0.7675903, -0.4610865, 1.581859, Tracked, 0.5658741, -0.5530357, 1.519861, Tracked, 0.535484, -0.5868803, 1.505158, Tracked, 0.4195011, -0.7134104, 1.691841, Tracked, 0.2116166, -0.7212603, 1.409111, Tracked, -0.09610669, -0.7476895, 1.01337, Inferred, -0.1415204, -0.7169814, 0.8863401, Inferred, 0.5843325, -0.6982278, 1.636029, Tracked, 0.4500887, -0.6727582, 1.189827, Tracked, 0.343689, -0.6577801, 0.8334592, Inferred, 0.2953877, -0.6249942, 0.7049549, Inferred, 0.4878549, -0.2862499, 1.729779, Tracked, 0.4429998, -0.6444973, 1.533772, Tracked, 0.3191321, -0.6767179, 1.573762, Tracked, 0.4903026, -0.6466616, 1.481789, Tracked, 0.4902871, -0.5504259, 1.50247, Tracked,
Kinect 2: 0.8220105, 0.5088745, -0.7174792, 1.690664, Tracked, 0.4984813, -0.4701169, 1.716645, Tracked, 0.4823964, -0.2255408, 1.73188, Tracked, 0.470208, -0.08431611, 1.72612, Tracked, 0.3206834, -0.3247325, 1.774875, Tracked, 0.2418865, -0.5382985, 1.748498, Tracked, 0.3603112, -0.6042702, 1.60419, Tracked, 0.4075225, -0.6320592, 1.570516, Tracked, 0.6528951, -0.2957018, 1.652531, Tracked, 0.7625713, -0.4615349, 1.576078, Tracked, 0.5581644, -0.5571303, 1.516043, Tracked, 0.5297196, -0.5926474, 1.501018, Tracked, 0.4192476, -0.7142359, 1.693264, Tracked, 0.2069135, -0.7235032, 1.414077, Tracked, -0.1074996, -0.7520378, 1.023763, Inferred, -0.1530015, -0.7216175, 0.8968389, Inferred, 0.5840608, -0.6984918, 1.636509, Tracked, 0.4493296, -0.6731749, 1.190413, Tracked, 0.3425352, -0.6583252, 0.8341819, Inferred, 0.2943067, -0.6256637, 0.7056409, Inferred, 0.4870993, -0.2863343, 1.730398, Tracked, 0.4673339, -0.6505969, 1.512147, Tracked, 0.3471655, -0.6800203, 1.553812, Tracked, 0.4825667, -0.6566684, 1.483414, Tracked, 0.4828097, -0.5555546, 1.49431, Tracked,
Kinect 2: 0.8550225, 0.4924091, -0.7143631, 1.66992, Tracked, 0.4922622, -0.4692146, 1.711821, Tracked, 0.4815869, -0.2256534, 1.732248, Tracked, 0.465946, -0.08517061, 1.727516, Tracked, 0.319037, -0.3251973, 1.777936, Tracked, 0.2387815, -0.5391713, 1.755004, Tracked, 0.3466896, -0.6157192, 1.607629, Tracked, 0.4109457, -0.6451221, 1.56136, Tracked, 0.652865, -0.295836, 1.652602, Tracked, 0.7591463, -0.4607705, 1.573053, Tracked, 0.5552744, -0.5577536, 1.514228, Tracked, 0.5274721, -0.5962438, 1.498924, Tracked, 0.4074138, -0.7102148, 1.673822, Tracked, 0.1857919, -0.7290611, 1.403182, Tracked, -0.1427473, -0.7720601, 1.02576, Inferred, -0.1891183, -0.7372586, 0.9004879, Inferred, 0.5605329, -0.6960703, 1.612449, Tracked, 0.3912296, -0.6717214, 1.178261, Tracked, 0.2555488, -0.6577557, 0.8318756, Inferred, 0.2069704, -0.6199049, 0.7046417, Inferred, 0.4856133, -0.2863266, 1.730185, Tracked, 0.4656903, -0.667485, 1.495089, Tracked, 0.3467922, -0.6879151, 1.538428, Tracked, 0.4765858, -0.6610851, 1.483469, Tracked, 0.4824977, -0.5560996, 1.491033, Tracked,
Kinect 2: 0.8885714, 0.4932033, -0.7215405, 1.684159, Tracked, 0.4905164, -0.4708196, 1.714394, Tracked, 0.4804128, -0.2259269, 1.732883, Tracked, 0.461807, -0.08700635, 1.729953, Tracked, 0.3178844, -0.3254091, 1.780369, Tracked, 0.2374075, -0.5405629, 1.758581, Tracked, 0.3458436, -0.6137101, 1.60975, Tracked, 0.3783837, -0.6255389, 1.601437, Tracked, 0.6486582, -0.2961641, 1.651122, Tracked, 0.7557311, -0.4599415, 1.571411, Tracked, 0.5585163, -0.5543657, 1.513862, Tracked, 0.5282306, -0.5938512, 1.49974, Tracked, 0.4089023, -0.7182747, 1.689718, Tracked, 0.1910544, -0.7269649, 1.415105, Tracked, -0.1319088, -0.7546704, 1.031682, Inferred, -0.1790839, -0.7222978, 0.9061034, Inferred, 0.5615944, -0.7026029, 1.626162, Tracked, 0.4059973, -0.6626226, 1.187966, Tracked, 0.2816926, -0.635753, 0.8383008, Inferred, 0.2320432, -0.6005211, 0.7106373, Inferred, 0.4841691, -0.2867931, 1.730985, Tracked, 0.432104, -0.6441239, 1.535806, Tracked, 0.3120967, -0.6773208, 1.586317, Tracked, 0.4757304, -0.6607826, 1.482941, Tracked, 0.483019, -0.5533595, 1.491433, Tracked,
Kinect 2: 0.9207788, 0.4932923, -0.7235759, 1.686473, Tracked, 0.4894857, -0.4719533, 1.715795, Tracked, 0.4795055, -0.2260686, 1.733508, Tracked, 0.4593967, -0.08719122, 1.731173, Tracked, 0.3168201, -0.325918, 1.782809, Tracked, 0.2360361, -0.5405608, 1.763751, Tracked, 0.3438041, -0.6125368, 1.613784, Tracked, 0.376327, -0.6258612, 1.603647, Tracked, 0.645806, -0.2961412, 1.650152, Tracked, 0.7527642, -0.4605091, 1.569169, Tracked, 0.5558376, -0.5554404, 1.512133, Tracked, 0.524983, -0.5950358, 1.497153, Tracked, 0.409378, -0.7205962, 1.692495, Tracked, 0.1885926, -0.7277621, 1.420282, Tracked, -0.1388472, -0.7531579, 1.040474, Inferred, -0.1870217, -0.7213111, 0.9153361, Inferred, 0.5615067, -0.7042469, 1.628006, Tracked, 0.4068947, -0.6633913, 1.189545, Tracked, 0.2833943, -0.6358014, 0.839637, Inferred, 0.2328182, -0.6010547, 0.712258, Inferred, 0.4831252, -0.2871131, 1.731656, Tracked, 0.4276066, -0.6401841, 1.535499, Tracked, 0.3108453, -0.6782687, 1.587909, Tracked, 0.4731763, -0.6585642, 1.484291, Tracked, 0.4807773, -0.554659, 1.487333, Tracked,
Kinect 2: 0.9557567, 0.4933892, -0.724416, 1.687977, Tracked, 0.4887339, -0.4726368, 1.716929, Tracked, 0.4786015, -0.2262765, 1.7342, Tracked, 0.4557852, -0.08816305, 1.732604, Tracked, 0.3156497, -0.3263556, 1.785089, Tracked, 0.2353926, -0.5405561, 1.767493, Tracked, 0.3421836, -0.6133171, 1.617192, Tracked, 0.3761982, -0.6258325, 1.603222, Tracked, 0.6433809, -0.2964892, 1.649482, Tracked, 0.750189, -0.4606907, 1.567993, Tracked, 0.5517303, -0.5582828, 1.508302, Tracked, 0.5221267, -0.5990691, 1.492925, Tracked, 0.4094078, -0.7216104, 1.694044, Tracked, 0.1870048, -0.7284236, 1.423207, Tracked, -0.142908, -0.7532801, 1.045464, Inferred, -0.1918757, -0.7217668, 0.9207079, Inferred, 0.5617412, -0.70487, 1.629435, Tracked, 0.4072267, -0.6641543, 1.19093, Tracked, 0.2837978, -0.6366775, 0.8409632, Inferred, 0.2324544, -0.6022401, 0.7138563, Inferred, 0.482163, -0.2874227, 1.732363, Tracked, 0.4266113, -0.6377317, 1.532247, Tracked, 0.311166, -0.6782148, 1.588943, Tracked, 0.4693739, -0.6644723, 1.483139, Tracked, 0.4776306, -0.5568934, 1.481726, Tracked,
Kinect 2: 0.9876067, 0.4866631, -0.7257048, 1.670522, Tracked, 0.4855954, -0.473478, 1.712905, Tracked, 0.4777703, -0.226514, 1.734601, Tracked, 0.4524058, -0.09007546, 1.734228, Tracked, 0.3149954, -0.3266252, 1.786584, Tracked, 0.2347907, -0.5418357, 1.770552, Tracked, 0.3416255, -0.6130706, 1.619495, Tracked, 0.3758889, -0.6257271, 1.601643, Tracked, 0.6413326, -0.2966887, 1.648801, Tracked, 0.7465413, -0.4617861, 1.566353, Tracked, 0.5508065, -0.5576972, 1.50702, Tracked, 0.5216287, -0.6003957, 1.489741, Tracked, 0.4059191, -0.721991, 1.675995, Tracked, 0.1719913, -0.7300855, 1.415704, Tracked, -0.1753762, -0.756906, 1.053808, Inferred, -0.2253844, -0.7221953, 0.9305351, Inferred, 0.5517396, -0.7067696, 1.612183, Tracked, 0.3852061, -0.6638044, 1.178352, Tracked, 0.2517006, -0.634537, 0.8321661, Inferred, 0.1998408, -0.5964248, 0.7061516, Inferred, 0.4810023, -0.2877197, 1.732153, Tracked, 0.4251904, -0.637145, 1.531459, Tracked, 0.3111822, -0.6779844, 1.589522, Tracked, 0.4726078, -0.6656713, 1.477915, Tracked, 0.4783331, -0.5567916, 1.477339, Tracked,
Kinect 2: 1.0225289, 0.4862555, -0.7265381, 1.667573, Tracked, 0.4844092, -0.4740829, 1.711143, Tracked, 0.4769675, -0.2266758, 1.73508, Tracked, 0.450019, -0.09129383, 1.735567, Tracked, 0.3140169, -0.3267494, 1.788651, Tracked, 0.2348594, -0.5425659, 1.771915, Tracked, 0.3420341, -0.6139448, 1.62119, Tracked, 0.3760121, -0.6263449, 1.60212, Tracked, 0.6397439, -0.2966915, 1.648422, Tracked, 0.7432678, -0.4638929, 1.565196, Tracked, 0.5492314, -0.5575593, 1.505094, Tracked, 0.5184649, -0.5903105, 1.48945, Tracked, 0.4062494, -0.7228042, 1.673286, Tracked, 0.1680963, -0.7305803, 1.417109, Tracked, -0.1857053, -0.7569188, 1.061366, Inferred, -0.2364744, -0.7218204, 0.9386746, Inferred, 0.5506268, -0.7075379, 1.609082, Tracked, 0.3787731, -0.6592497, 1.177932, Tracked, 0.2408089, -0.6255885, 0.8339065, Inferred, 0.1883409, -0.5868832, 0.7082425, Inferred, 0.4801251, -0.2879411, 1.732102, Tracked, 0.4251721, -0.6368433, 1.529916, Tracked, 0.3115501, -0.6787086, 1.589503, Tracked, 0.4730674, -0.6468973, 1.4797, Tracked, 0.4786295, -0.5532869, 1.485511, Tracked,
