Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTracked0.0281411, -0.005268148, -0.03671221, 1.846924, Tracked, 0.00565938, 0.2818869, 1.864325, Tracked, 0.01674833, 0.5866477, 1.868469, Tracked, -0.004433732, 0.7372139, 1.861195, Tracked, -0.1825339, 0.4630725, 1.884836, Tracked, -0.4161702, 0.2932968, 1.954894, Tracked, -0.613668, 0.1969426, 1.944106, Tracked, -0.6625234, 0.2051715, 1.96059, Tracked, 0.2097293, 0.4696372, 1.839639, Tracked, 0.4599868, 0.3084767, 1.858985, Tracked, 0.6651661, 0.2491144, 1.797761, Tracked, 0.7191859, 0.2668021, 1.799495, Tracked, -0.08637337, -0.03525767, 1.815889, Tracked, -0.1455666, -0.393501, 1.841574, Tracked, -0.1642402, -0.7298155, 1.874187, Tracked, -0.1959369, -0.7990143, 1.801096, Tracked, 0.07601479, -0.03665035, 1.803956, Tracked, 0.1378918, -0.4193146, 1.825498, Tracked, 0.1727278, -0.7421567, 1.869208, Tracked, 0.1706539, -0.8057269, 1.775609, Tracked, 0.01393575, 0.5123664, 1.86963, Tracked, -0.7497525, 0.1868915, 1.999761, Tracked, -0.6598665, 0.1227582, 1.9615, Tracked, 0.8148361, 0.2472015, 1.81197, Tracked, 0.700947, 0.337037, 1.754441, Tracked,
0.0611019, -0.005307967, -0.03661728, 1.846828, Tracked, 0.005779587, 0.2819011, 1.863898, Tracked, 0.01713346, 0.5863801, 1.867485, Tracked, -0.004067717, 0.7370223, 1.860479, Tracked, -0.182575, 0.4631512, 1.884899, Tracked, -0.4174148, 0.2971021, 1.955674, Tracked, -0.6159529, 0.2030368, 1.946668, Tracked, -0.6643891, 0.2124449, 1.960437, Tracked, 0.2104217, 0.4696319, 1.8392, Tracked, 0.4627859, 0.3103229, 1.859152, Tracked, 0.6685007, 0.2521492, 1.798902, Tracked, 0.7216645, 0.2705873, 1.798174, Tracked, -0.08640987, -0.03516706, 1.815848, Tracked, -0.14576, -0.3936334, 1.841727, Tracked, -0.1642441, -0.7297958, 1.874188, Tracked, -0.1959945, -0.7989472, 1.800979, Tracked, 0.07597559, -0.03655478, 1.803783, Tracked, 0.1370801, -0.4169642, 1.824726, Tracked, 0.1726642, -0.7421206, 1.869171, Tracked, 0.1709788, -0.8057286, 1.775585, Tracked, 0.01425864, 0.5121837, 1.868793, Tracked, -0.7506505, 0.1835504, 2.000908, Tracked, -0.6614987, 0.1298187, 1.957867, Tracked, 0.8187143, 0.251529, 1.810359, Tracked, 0.6964893, 0.3399816, 1.757576, Tracked,
