Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineMidX,SpineMidY,SpineMidZ,NeckX,NeckY,NeckZ,HeadX,HeadY,HeadZ,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ElbowLeftX,ElbowLeftY,ElbowLeftZ,WristLeftX,WristLeftY,WristLeftZ,HandLeftX,HandLeftY,HandLeftZ,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ElbowRightX,ElbowRightY,ElbowRightZ,WristRightX,WristRightY,WristRightZ,HandRightX,HandRightY,HandRightZ,HipLeftX,HipLeftY,HipLeftZ,KneeLeftX,KneeLeftY,KneeLeftZ,AnkleLeftX,AnkleLeftY,AnkleLeftZ,FootLeftX,FootLeftY,FootLeftZ,HipRightX,HipRightY,HipRightZ,KneeRightX,KneeRightY,KneeRightZ,AnkleRightX,AnkleRightY,AnkleRightZ,FootRightX,FootRightY,FootRightZ,SpineShoulderX,SpineShoulderY,SpineShoulderZ,HandTipLeftX,HandTipLeftY,HandTipLeftZ,ThumbLeftX,ThumbLeftY,ThumbLeftZ,HandTipRightX,HandTipRightY,HandTipRightZ,ThumbRightX,ThumbRightY,ThumbRightZKinect 2: 1.5940638, 0.03413945, -0.3602324, 1.591632, 0.02365985, -0.05695228, 1.662124, 0.0134618, 0.2334642, 1.717043, 0.0381601, 0.3746969, 1.719458, -0.1263836, 0.106644, 1.655852, -0.2013518, 0.08249049, 1.515825, -0.08663309, 0.23267, 1.538088, -0.05994818, 0.2608386, 1.55039, 0.1944403, 0.1019457, 1.697667, 0.2638671, -0.07232651, 1.670992, 0.3380601, -0.1514152, 1.50397, 0.3837728, -0.1837719, 1.39762, -0.04063683, -0.3511781, 1.549079, -0.1131363, -0.5924869, 1.466871, -0.1127371, -0.9604737, 1.445902, -0.0967371, -0.9816462, 1.318989, 0.1073351, -0.3530851, 1.5626, 0.2186118, -0.5874956, 1.452881, 0.3201729, -0.9263313, 1.468304, 0.3499942, -0.9491873, 1.347689, 0.01598231, 0.1624742, 1.705756, -0.011049, 0.3019338, 1.533225, -0.04922685, 0.240395, 1.56987, 0.4079913, -0.2183753, 1.3375, 0.3370407, -0.149826, 1.368236,
Kinect 2: 1.6260428, 0.04800364, -0.3645189, 1.595627, 0.03831648, -0.06092298, 1.668394, 0.02901507, 0.2298266, 1.725877, 0.05381835, 0.3689389, 1.727504, -0.1092446, 0.1008851, 1.665205, -0.1875313, 0.07937972, 1.522408, -0.07751966, 0.2185801, 1.54787, -0.04172894, 0.2471017, 1.563686, 0.2061398, 0.09872527, 1.702656, 0.2737603, -0.07625557, 1.674209, 0.3411896, -0.1533265, 1.501945, 0.3843368, -0.187897, 1.397712, -0.02704481, -0.3557535, 1.553357, -0.1060628, -0.5950371, 1.465802, -0.1175325, -0.9590102, 1.443266, -0.1051371, -0.9794753, 1.318133, 0.1208604, -0.3569233, 1.566248, 0.2512401, -0.6121306, 1.490842, 0.3513047, -0.9267533, 1.507947, 0.3806088, -0.9488012, 1.38934, 0.03131325, 0.1587453, 1.713922, 0.006738691, 0.2915163, 1.550519, -0.03113656, 0.2248285, 1.58345, 0.4070755, -0.2249009, 1.334003, 0.3369909, -0.1591833, 1.368955,
Kinect 2: 1.6597666, 0.08898191, -0.3781805, 1.609732, 0.0738256, -0.07170472, 1.683069, 0.05898569, 0.221812, 1.740494, 0.08442921, 0.3594156, 1.744136, -0.07312411, 0.09034102, 1.679793, -0.1506648, 0.06845461, 1.539833, -0.05666678, 0.2023902, 1.562283, -0.02109286, 0.2301438, 1.577959, 0.2398835, 0.09315778, 1.719535, 0.3041486, -0.08564103, 1.688576, 0.3508509, -0.1549259, 1.505554, 0.3869074, -0.193231, 1.404111, 0.01474433, -0.3709438, 1.568517, -0.08942565, -0.6026086, 1.464243, -0.1250878, -0.9594957, 1.436597, -0.1170161, -0.9783275, 1.312037, 0.1592561, -0.3686453, 1.579262, 0.2771814, -0.6458351, 1.52588, 0.3855117, -0.9401269, 1.557746, 0.418564, -0.9646061, 1.443676, 0.06268106, 0.1500515, 1.728619, 0.03224078, 0.2790809, 1.567485, -0.01358804, 0.2066254, 1.602154, 0.4095598, -0.2269232, 1.345118, 0.3408442, -0.1687263, 1.385621,
Kinect 2: 1.692359, 0.1176796, -0.3911598, 1.622563, 0.1024882, -0.08183105, 1.695861, 0.08728608, 0.2147088, 1.753253, 0.1077855, 0.3522031, 1.75897, -0.03737662, 0.08130513, 1.690949, -0.1242188, 0.05849702, 1.55036, -0.01955789, 0.1953872, 1.580491, -0.002083077, 0.204001, 1.604016, 0.2658314, 0.0834356, 1.73225, 0.3295985, -0.09663776, 1.699881, 0.3688143, -0.1664819, 1.513996, 0.3927104, -0.201372, 1.408261, 0.04212856, -0.3828549, 1.581736, -0.06603447, -0.6153296, 1.466323, -0.1276613, -0.9643946, 1.423476, -0.1233088, -0.9782472, 1.297594, 0.1879528, -0.3821644, 1.591545, 0.29864, -0.6627721, 1.556897, 0.4028301, -0.9581848, 1.589249, 0.4355596, -0.9834805, 1.476147, 0.09112006, 0.142177, 1.741395, 0.0475413, 0.2299263, 1.648799, -0.01569496, 0.1575172, 1.627889, 0.4139658, -0.2357207, 1.356561, 0.3464124, -0.1917641, 1.388946,
Kinect 2: 1.7268364, 0.155778, -0.4045129, 1.637232, 0.1347985, -0.09367585, 1.707871, 0.1140034, 0.204633, 1.762735, 0.1330098, 0.3462794, 1.769793, -0.005118954, 0.06852678, 1.69822, -0.08975944, 0.04471879, 1.559995, 0.02455785, 0.1950451, 1.595774, 0.06462, 0.2371249, 1.615898, 0.2921006, 0.07563955, 1.743291, 0.3587643, -0.1071566, 1.710442, 0.3867172, -0.1761613, 1.521281, 0.4041038, -0.2104995, 1.427333, 0.08164227, -0.3978404, 1.596719, -0.0387049, -0.6347868, 1.470877, -0.1058426, -0.9787661, 1.418305, -0.1017681, -0.9896216, 1.290242, 0.2231361, -0.3935506, 1.605962, 0.3226449, -0.6836706, 1.583723, 0.4121086, -0.9842771, 1.623843, 0.4436948, -1.014877, 1.511601, 0.1192242, 0.1316408, 1.751505, 0.1035035, 0.2861327, 1.648464, 0.07164362, 0.2067036, 1.648143, 0.4215212, -0.2416061, 1.369347, 0.3575322, -0.2094669, 1.408687,
Kinect 2: 1.7606691, 0.1859623, -0.4130666, 1.649834, 0.1647587, -0.1014816, 1.720143, 0.1429845, 0.1978657, 1.774333, 0.1619809, 0.3413693, 1.783398, 0.04512591, 0.07227061, 1.699765, -0.05977199, 0.03080411, 1.569324, 0.04635822, 0.1911958, 1.604288, 0.09289107, 0.2276526, 1.624138, 0.3233577, 0.06972004, 1.759222, 0.3921844, -0.1121403, 1.687345, 0.4186647, -0.2038398, 1.501126, 0.4253378, -0.2211952, 1.449481, 0.1108215, -0.4038006, 1.607196, -0.01105504, -0.6405561, 1.483992, -0.09754167, -0.9823218, 1.427696, -0.09040778, -0.9935628, 1.299867, 0.2530824, -0.4045645, 1.620884, 0.3406916, -0.6956826, 1.602748, 0.4176496, -1.00372, 1.642722, 0.4520924, -1.033644, 1.531714, 0.1485377, 0.1245847, 1.763311, 0.1284184, 0.28018, 1.655993, 0.1044256, 0.2024318, 1.653231, 0.440724, -0.2536758, 1.390153, 0.3780372, -0.2108458, 1.437203,
Kinect 2: 1.7927589, 0.2169332, -0.4188976, 1.663243, 0.1961511, -0.1084096, 1.732469, 0.1749471, 0.1899902, 1.785723, 0.1839347, 0.3398966, 1.793937, 0.05430269, 0.07209047, 1.704162, -0.02077699, 0.005871815, 1.576423, 0.07849652, 0.1741626, 1.611062, 0.1200679, 0.2198735, 1.629635, 0.3531263, 0.06858869, 1.775231, 0.4153937, -0.1231113, 1.749494, 0.4408806, -0.197384, 1.555439, 0.4476035, -0.2325311, 1.475296, 0.1434069, -0.4094568, 1.617923, 0.01538079, -0.6624231, 1.502497, -0.07870501, -0.9942763, 1.447691, -0.0718169, -1.005933, 1.318973, 0.2812457, -0.4103594, 1.636958, 0.3626436, -0.7094116, 1.618775, 0.4292857, -1.020685, 1.654644, 0.4633188, -1.050399, 1.542349, 0.1803606, 0.1169266, 1.774931, 0.1560089, 0.2735042, 1.660634, 0.1280783, 0.1894017, 1.659364, 0.4606508, -0.2649235, 1.415408, 0.3989331, -0.2335526, 1.460783,
Kinect 2: 1.824812, 0.2411835, -0.4184696, 1.674442, 0.2187575, -0.110327, 1.742008, 0.1957641, 0.1861482, 1.793776, 0.2124557, 0.338873, 1.809187, 0.07898524, 0.08314858, 1.7216, 0.004378312, 0.002522376, 1.59046, 0.1156212, 0.1672629, 1.621891, 0.1544566, 0.2195865, 1.640543, 0.3907618, 0.06925715, 1.798506, 0.4447525, -0.1226053, 1.733073, 0.4621406, -0.2128128, 1.572047, 0.4746197, -0.2481043, 1.502598, 0.1664502, -0.4071063, 1.625879, 0.04480797, -0.6708205, 1.523015, -0.08692495, -0.9820383, 1.449732, -0.08418416, -0.9880478, 1.319922, 0.3058578, -0.4121597, 1.651901, 0.3724182, -0.7102808, 1.624132, 0.4330658, -1.027766, 1.658098, 0.4663836, -1.056916, 1.546286, 0.201649, 0.1135224, 1.783346, 0.1932925, 0.2697886, 1.669335, 0.1587727, 0.1865177, 1.667, 0.4984927, -0.2938025, 1.449127, 0.4264862, -0.2439426, 1.488491,
Kinect 2: 1.8609719, 0.2623027, -0.4173399, 1.685116, 0.2458754, -0.1124849, 1.752669, 0.2295124, 0.1801581, 1.804365, 0.2307726, 0.3374371, 1.814999, 0.1015, 0.09036026, 1.735553, 0.04965219, -0.007107813, 1.598341, 0.1299045, 0.1562122, 1.624546, 0.1681946, 0.2046229, 1.642136, 0.4048719, 0.06834468, 1.806487, 0.4651787, -0.1252884, 1.7434, 0.4882815, -0.217962, 1.593376, 0.5009187, -0.2565854, 1.526915, 0.1869689, -0.4042406, 1.63352, 0.06712168, -0.6798473, 1.536321, -0.05537631, -0.9890472, 1.484408, -0.05398344, -1.000668, 1.356502, 0.3266108, -0.412963, 1.665769, 0.3831884, -0.7111779, 1.628346, 0.432316, -1.034234, 1.659348, 0.4622858, -1.064076, 1.546987, 0.2337116, 0.1085315, 1.793968, 0.203557, 0.2595835, 1.660066, 0.1692862, 0.1663565, 1.661143, 0.5202363, -0.2982828, 1.477493, 0.4510794, -0.2630862, 1.509449,
Kinect 2: 1.8920628, 0.2825292, -0.4156586, 1.696483, 0.2676891, -0.113257, 1.761535, 0.2516889, 0.1776308, 1.810851, 0.2566687, 0.3369069, 1.824575, 0.115468, 0.09691115, 1.747715, 0.07118229, -0.01667746, 1.609706, 0.1520195, 0.1416459, 1.628993, 0.1911628, 0.1949255, 1.646459, 0.4309673, 0.06782652, 1.823377, 0.4905869, -0.1321128, 1.776545, 0.5109808, -0.2309229, 1.610746, 0.5287477, -0.2688535, 1.553559, 0.2079347, -0.4008496, 1.643709, 0.08608984, -0.6903891, 1.548425, -0.03394113, -0.9886475, 1.494882, -0.03176673, -0.9998491, 1.36696, 0.345233, -0.4130748, 1.678246, 0.3954256, -0.7175677, 1.633336, 0.4307632, -1.040602, 1.657556, 0.4583207, -1.069519, 1.543924, 0.2559333, 0.1063655, 1.801036, 0.2252803, 0.2505114, 1.655339, 0.1904969, 0.1535233, 1.66225, 0.5457729, -0.3097901, 1.506883, 0.5170435, -0.2676577, 1.504102,
Kinect 2: 1.9259713, 0.2998523, -0.4154266, 1.707345, 0.284362, -0.1130626, 1.768569, 0.2678474, 0.1780615, 1.81474, 0.2776137, 0.340396, 1.834968, 0.1334376, 0.1030245, 1.758893, 0.09856886, -0.02455256, 1.62148, 0.2035819, 0.1569019, 1.646005, 0.2411415, 0.2121635, 1.657201, 0.4529594, 0.06981201, 1.838717, 0.5063303, -0.1343681, 1.787221, 0.540091, -0.2389897, 1.633236, 0.5560363, -0.2786731, 1.578838, 0.2256758, -0.3997905, 1.653823, 0.1024089, -0.6960257, 1.559778, 0.000331807, -0.9984182, 1.511974, 0.006127231, -1.012195, 1.384761, 0.3615016, -0.4138172, 1.690016, 0.4049489, -0.7195301, 1.636508, 0.4306405, -1.04739, 1.65615, 0.4568582, -1.07566, 1.54137, 0.2721981, 0.1067152, 1.80566, 0.2823802, 0.2490916, 1.675528, 0.2239044, 0.2368607, 1.670333, 0.5747337, -0.3228399, 1.534132, 0.5457938, -0.2785413, 1.531564,
