Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 8.375137, -0.2053612, -0.3433003, 1.358129, Tracked, -0.2038283, -0.01282973, 1.41456, Tracked, -0.2002517, 0.3001227, 1.453226, Tracked, -0.2029108, 0.4518956, 1.493909, Tracked, -0.3714736, 0.1707457, 1.381211, Tracked, -0.4577344, -0.02694585, 1.306952, Inferred, -0.4096654, -0.1487118, 1.142381, Inferred, -0.3706875, -0.1981592, 1.042819, Inferred, -0.01093341, 0.1703645, 1.457365, Tracked, 0.07218619, -0.06817933, 1.493559, Inferred, 0.09817079, -0.2506462, 1.382841, Inferred, 0.1021634, -0.313776, 1.336798, Inferred, -0.2833544, -0.3338888, 1.306467, Tracked, -0.310021, -0.6256053, 1.27144, Tracked, -0.3524663, -1.003282, 1.268277, Inferred, -0.33494, -1.01807, 1.164269, Inferred, -0.1161563, -0.3339429, 1.335536, Tracked, -0.08811346, -0.574482, 1.188548, Tracked, -0.04927662, -0.9557768, 1.011298, Inferred, -0.03015073, -0.9405203, 0.9019583, Inferred, -0.2014444, 0.2241291, 1.446091, Tracked, -0.3457406, -0.2344336, 0.9987896, Tracked, -0.3325311, -0.1700994, 1.048133, Tracked, 0.1028873, -0.3830006, 1.294513, Tracked, 0.1310479, -0.3079683, 1.302091, Tracked,
Kinect 2: 8.7751895, -0.2108304, -0.3574837, 1.524815, Tracked, -0.2268753, -0.03585217, 1.584188, Tracked, -0.2400872, 0.2707557, 1.627158, Tracked, -0.2499659, 0.4254223, 1.652617, Tracked, -0.4063589, 0.1393072, 1.547716, Tracked, -0.501337, -0.09941834, 1.485835, Tracked, -0.51688, -0.3061576, 1.381467, Tracked, -0.5274085, -0.3808634, 1.35464, Tracked, -0.04679517, 0.1599273, 1.66409, Tracked, 0.03112832, -0.05572649, 1.687205, Inferred, 0.01573217, -0.2010124, 1.52835, Inferred, -0.008074491, -0.231664, 1.531696, Inferred, -0.2874705, -0.3474906, 1.470658, Tracked, -0.3247415, -0.6434932, 1.383831, Tracked, -0.3823237, -1.045631, 1.310699, Inferred, -0.3529999, -1.057362, 1.175062, Inferred, -0.1239511, -0.3501351, 1.504859, Tracked, -0.06831221, -0.6591187, 1.408512, Tracked, -0.003554469, -1.044765, 1.328705, Inferred, 0.03532508, -1.047505, 1.194745, Inferred, -0.2371996, 0.1960122, 1.618917, Tracked, -0.5327358, -0.4528458, 1.332792, Tracked, -0.5687079, -0.3806768, 1.340037, Tracked, -0.03413022, -0.3061234, 1.496438, Tracked, -0.0001388709, -0.283326, 1.5478, Tracked,
Kinect 2: 8.8096441, -0.2040657, -0.3611872, 1.539167, Tracked, -0.2202827, -0.04009149, 1.599101, Tracked, -0.2338541, 0.2662911, 1.642483, Tracked, -0.2420342, 0.4202243, 1.6676, Tracked, -0.4012498, 0.1357772, 1.565225, Tracked, -0.4984955, -0.1024093, 1.511861, Tracked, -0.5213736, -0.3087093, 1.407589, Tracked, -0.5341387, -0.3870739, 1.382072, Tracked, -0.03959389, 0.1532899, 1.68028, Tracked, 0.03693772, -0.06243441, 1.701682, Inferred, 0.01864068, -0.2065078, 1.542176, Inferred, -0.01541162, -0.2430486, 1.544847, Inferred, -0.2807506, -0.3504647, 1.485561, Tracked, -0.3229231, -0.6465282, 1.393005, Tracked, -0.3862018, -1.045605, 1.312698, Inferred, -0.3578435, -1.055893, 1.17602, Inferred, -0.1175751, -0.3545045, 1.51862, Tracked, -0.06600793, -0.6730804, 1.442899, Tracked, -0.008085291, -1.057005, 1.390329, Inferred, 0.03122046, -1.065906, 1.257297, Inferred, -0.2308561, 0.1915681, 1.63416, Tracked, -0.5416216, -0.4552277, 1.361457, Tracked, -0.6015699, -0.4160973, 1.404333, Tracked, -0.02786572, -0.3097913, 1.518826, Tracked, 0.01375529, -0.2983823, 1.518333, Tracked,
Kinect 2: 8.84263, -0.1992462, -0.3653958, 1.552801, Tracked, -0.2136696, -0.04557405, 1.614644, Tracked, -0.2253599, 0.2596539, 1.660175, Tracked, -0.2322994, 0.4139578, 1.684076, Tracked, -0.3945653, 0.1331715, 1.584251, Tracked, -0.4936937, -0.1050192, 1.53868, Tracked, -0.5206614, -0.3117545, 1.435216, Tracked, -0.5384778, -0.3907494, 1.406821, Tracked, -0.03060143, 0.1460247, 1.696533, Tracked, 0.04476119, -0.06957661, 1.715153, Inferred, 0.02283534, -0.2107496, 1.553606, Inferred, -0.009878297, -0.2412914, 1.559611, Inferred, -0.2761875, -0.3535932, 1.499515, Tracked, -0.3206385, -0.6481076, 1.401683, Tracked, -0.3869212, -1.046468, 1.314044, Inferred, -0.3594252, -1.055125, 1.176346, Inferred, -0.1128061, -0.3597679, 1.531979, Tracked, -0.06565332, -0.6816211, 1.469791, Tracked, -0.01327624, -1.066127, 1.433761, Inferred, 0.02581195, -1.079485, 1.301316, Inferred, -0.2228325, 0.1851968, 1.651301, Tracked, -0.5452368, -0.4594712, 1.385972, Tracked, -0.5584105, -0.4269638, 1.442333, Tracked, 0.006960928, -0.2819015, 1.498424, Tracked, 0.01861027, -0.2187148, 1.519546, Tracked,
Kinect 2: 8.8758056, -0.1913848, -0.3709037, 1.569945, Tracked, -0.2055267, -0.05179625, 1.630633, Tracked, -0.2172677, 0.2531591, 1.67487, Tracked, -0.2205794, 0.4070516, 1.69929, Tracked, -0.3850523, 0.1292282, 1.604892, Tracked, -0.4886186, -0.1087928, 1.55878, Tracked, -0.5204625, -0.3154521, 1.451311, Tracked, -0.5402988, -0.3927753, 1.429551, Tracked, -0.01979983, 0.1375448, 1.712939, Tracked, 0.05339316, -0.07654873, 1.728941, Inferred, 0.03222035, -0.2219706, 1.571535, Inferred, -0.0004087027, -0.2642334, 1.576258, Inferred, -0.268654, -0.3576464, 1.516258, Tracked, -0.3173393, -0.6538491, 1.410939, Tracked, -0.3875008, -1.046789, 1.314888, Inferred, -0.3611836, -1.053597, 1.176205, Inferred, -0.1051034, -0.3667135, 1.549519, Tracked, -0.06380706, -0.6936841, 1.499712, Tracked, -0.01905309, -1.07581, 1.478701, Inferred, 0.01899002, -1.093948, 1.34696, Inferred, -0.2146924, 0.1787243, 1.666341, Tracked, -0.5422396, -0.4608083, 1.405176, Tracked, -0.5577347, -0.4240734, 1.461529, Tracked, -0.01492356, -0.3256499, 1.558644, Tracked, -0.0370157, -0.2264916, 1.543782, Tracked,
Kinect 2: 8.9080542, -0.1823565, -0.3793084, 1.58832, Tracked, -0.1937182, -0.06063285, 1.649685, Tracked, -0.2026304, 0.2441095, 1.694747, Tracked, -0.2061366, 0.3993675, 1.716432, Tracked, -0.3755437, 0.1238368, 1.623563, Tracked, -0.47857, -0.1147621, 1.584651, Tracked, -0.5190321, -0.3194022, 1.47153, Tracked, -0.5391322, -0.3952888, 1.450502, Tracked, -0.008898343, 0.1300671, 1.727587, Tracked, 0.06766098, -0.08959509, 1.749019, Inferred, 0.04125007, -0.236011, 1.593412, Inferred, 0.009516186, -0.276179, 1.591619, Inferred, -0.2591186, -0.3653947, 1.537178, Tracked, -0.3140438, -0.6565335, 1.42133, Tracked, -0.392674, -1.046738, 1.310436, Inferred, -0.3682936, -1.050059, 1.172385, Inferred, -0.09707312, -0.3754699, 1.565532, Tracked, -0.06180199, -0.7038542, 1.525567, Tracked, -0.02390207, -1.086082, 1.516039, Inferred, 0.01212361, -1.107583, 1.386601, Inferred, -0.2007565, 0.1696981, 1.686011, Tracked, -0.5429241, -0.462189, 1.427481, Tracked, -0.554566, -0.426479, 1.479864, Tracked, 0.02254236, -0.3407988, 1.53765, Tracked, 0.01248433, -0.2260435, 1.556062, Tracked,
Kinect 2: 8.9431718, -0.1740973, -0.3864629, 1.60669, Tracked, -0.1833455, -0.06820018, 1.666794, Tracked, -0.190508, 0.2364313, 1.710593, Tracked, -0.1908987, 0.3907441, 1.731903, Tracked, -0.3626257, 0.1182355, 1.645403, Tracked, -0.4706434, -0.117875, 1.603224, Tracked, -0.5199833, -0.3209837, 1.48942, Tracked, -0.5357172, -0.3962561, 1.468725, Tracked, 0.003646338, 0.1206395, 1.743045, Tracked, 0.08495028, -0.09798151, 1.776021, Inferred, 0.05060768, -0.2406481, 1.618222, Inferred, 0.01880055, -0.278044, 1.609393, Inferred, -0.2524005, -0.3710038, 1.554988, Tracked, -0.309323, -0.6590074, 1.433212, Tracked, -0.3909417, -1.048191, 1.313572, Inferred, -0.3679073, -1.049957, 1.174632, Inferred, -0.08772068, -0.3841633, 1.58434, Tracked, -0.06216504, -0.7148749, 1.556395, Tracked, -0.03538397, -1.095696, 1.560664, Inferred, -0.001834739, -1.122671, 1.432121, Inferred, -0.1890286, 0.1620148, 1.702184, Tracked, -0.5415261, -0.4636029, 1.448781, Tracked, -0.5513536, -0.4277079, 1.498, Tracked, 0.004394645, -0.3306398, 1.593711, Tracked, -0.0151077, -0.2381707, 1.588616, Tracked,
Kinect 2: 8.9755218, -0.1632796, -0.3953503, 1.628986, Tracked, -0.1688896, -0.0777776, 1.688184, Tracked, -0.1724755, 0.2264261, 1.731193, Tracked, -0.1732673, 0.3820444, 1.749696, Tracked, -0.346731, 0.109952, 1.666202, Tracked, -0.4566943, -0.1249825, 1.628739, Tracked, -0.5160537, -0.3231233, 1.505214, Tracked, -0.5318193, -0.3963798, 1.486463, Tracked, 0.01915503, 0.110668, 1.761337, Tracked, 0.09481311, -0.1054577, 1.789053, Inferred, 0.05526926, -0.2532727, 1.637744, Inferred, 0.01703988, -0.2893233, 1.623049, Inferred, -0.2417747, -0.3795602, 1.579277, Tracked, -0.3051912, -0.6622672, 1.445842, Tracked, -0.3952698, -1.045832, 1.310132, Inferred, -0.3732015, -1.044866, 1.170237, Inferred, -0.07739863, -0.3931405, 1.604693, Tracked, -0.06243819, -0.7232449, 1.577918, Tracked, -0.04723603, -1.105827, 1.58361, Inferred, -0.01612751, -1.134495, 1.454656, Inferred, -0.1718746, 0.1520846, 1.722984, Tracked, -0.5377427, -0.4618997, 1.463175, Tracked, -0.5461078, -0.4290784, 1.51875, Tracked, 0.004160127, -0.3335167, 1.607042, Tracked, -0.0291768, -0.2374704, 1.556783, Tracked,
Kinect 2: 9.009197, -0.1550523, -0.402955, 1.650399, Tracked, -0.1572474, -0.08519458, 1.706898, Tracked, -0.157807, 0.2194392, 1.747516, Tracked, -0.1549109, 0.3739722, 1.764127, Tracked, -0.3307341, 0.1050052, 1.686411, Tracked, -0.4462679, -0.1301201, 1.648343, Tracked, -0.5067724, -0.3253391, 1.530328, Tracked, -0.5238659, -0.3954739, 1.503165, Tracked, 0.03522534, 0.1028975, 1.776963, Tracked, 0.1126183, -0.1134608, 1.813741, Inferred, 0.06280809, -0.2713526, 1.654588, Inferred, 0.02127064, -0.3101336, 1.636809, Inferred, -0.2337299, -0.3864799, 1.601173, Tracked, -0.2971163, -0.6697434, 1.458769, Tracked, -0.3853575, -1.047779, 1.313197, Inferred, -0.3638096, -1.045357, 1.172616, Inferred, -0.06946113, -0.4013364, 1.625608, Tracked, -0.06427967, -0.7278267, 1.601025, Tracked, -0.05986828, -1.114648, 1.609621, Inferred, -0.03158821, -1.14522, 1.48023, Inferred, -0.1579223, 0.1449642, 1.739891, Tracked, -0.5297625, -0.4608786, 1.478375, Tracked, -0.5361531, -0.4241131, 1.525792, Tracked, -0.001008955, -0.387718, 1.59336, Tracked, -0.02383759, -0.2620966, 1.568222, Tracked,
Kinect 2: 9.0421468, -0.1480186, -0.4100088, 1.669313, Tracked, -0.1459961, -0.09259994, 1.724381, Tracked, -0.1423705, 0.2119365, 1.76355, Tracked, -0.1362959, 0.3669988, 1.778002, Tracked, -0.31782, 0.09924883, 1.70512, Tracked, -0.4302865, -0.1403837, 1.673784, Tracked, -0.4936946, -0.3220479, 1.551316, Tracked, -0.5131254, -0.391158, 1.520219, Tracked, 0.0489515, 0.09541259, 1.791028, Tracked, 0.1294044, -0.1243434, 1.838221, Inferred, 0.07657208, -0.2792183, 1.677585, Inferred, 0.03255757, -0.318901, 1.655829, Inferred, -0.2275652, -0.3924124, 1.620319, Tracked, -0.2899564, -0.6726424, 1.472074, Tracked, -0.3772294, -1.049142, 1.317857, Inferred, -0.3564886, -1.045612, 1.176759, Inferred, -0.06191657, -0.4094678, 1.644379, Tracked, -0.06224961, -0.7307946, 1.624391, Tracked, -0.1204797, -1.113281, 1.673342, Inferred, -0.106639, -1.161627, 1.551098, Inferred, -0.1435197, 0.1374571, 1.756299, Tracked, -0.5237469, -0.4525036, 1.4938, Tracked, -0.5256897, -0.4188987, 1.536667, Tracked, 0.01154637, -0.3916316, 1.613927, Tracked, -0.01090054, -0.2692496, 1.594226, Tracked,
Kinect 2: 9.0761592, -0.1389418, -0.4167352, 1.691841, Tracked, -0.1339852, -0.09999505, 1.743767, Tracked, -0.1280459, 0.2043249, 1.779818, Tracked, -0.1164196, 0.3586804, 1.792684, Tracked, -0.304338, 0.09446143, 1.723795, Tracked, -0.4184769, -0.1399864, 1.693469, Tracked, -0.4582085, -0.3193491, 1.586128, Tracked, -0.4962031, -0.382901, 1.540282, Tracked, 0.06292592, 0.08680563, 1.805797, Tracked, 0.136992, -0.1302718, 1.848206, Inferred, 0.08732652, -0.2836806, 1.699609, Inferred, 0.04405229, -0.3268207, 1.675694, Inferred, -0.2192931, -0.3975575, 1.641258, Tracked, -0.2807032, -0.6791649, 1.486969, Tracked, -0.364938, -1.051041, 1.327244, Inferred, -0.3446575, -1.047061, 1.185786, Inferred, -0.05253968, -0.4178146, 1.668541, Tracked, -0.05904558, -0.7408266, 1.649517, Tracked, -0.1194924, -1.123424, 1.683099, Inferred, -0.1060985, -1.165867, 1.556509, Inferred, -0.1297003, 0.1298562, 1.773348, Tracked, -0.5145635, -0.4421981, 1.508374, Tracked, -0.5078595, -0.429611, 1.545278, Tracked, 0.01609268, -0.3945415, 1.627741, Tracked, 0.002255885, -0.2729582, 1.617759, Tracked,
Kinect 2: 9.1080989, -0.1319475, -0.421577, 1.708912, Tracked, -0.1241764, -0.1060332, 1.759454, Tracked, -0.1154709, 0.1973153, 1.794079, Tracked, -0.09767184, 0.3502761, 1.804771, Tracked, -0.2927319, 0.09003194, 1.740784, Tracked, -0.4077479, -0.1461946, 1.713236, Tracked, -0.4425806, -0.3199778, 1.594207, Tracked, -0.4715322, -0.3795556, 1.558473, Tracked, 0.07893275, 0.07684828, 1.822033, Tracked, 0.1544755, -0.1376747, 1.867745, Inferred, 0.09562889, -0.2909111, 1.720766, Inferred, 0.04918061, -0.3371658, 1.688684, Inferred, -0.2123797, -0.4021649, 1.659547, Tracked, -0.2729209, -0.6825595, 1.497478, Tracked, -0.3552096, -1.050245, 1.32866, Inferred, -0.3347451, -1.045197, 1.186727, Inferred, -0.04586693, -0.4227728, 1.684405, Tracked, -0.05418481, -0.7419092, 1.666384, Tracked, -0.1133888, -1.125857, 1.720146, Inferred, -0.1006864, -1.175395, 1.597775, Inferred, -0.1178016, 0.1230632, 1.787977, Tracked, -0.4884852, -0.4466877, 1.529737, Tracked, -0.4857063, -0.4255783, 1.559625, Tracked, 0.0190594, -0.4010863, 1.640561, Tracked, 0.008093291, -0.279002, 1.635094, Tracked,
Kinect 2: 9.1421064, -0.1239324, -0.426427, 1.726772, Tracked, -0.111852, -0.1125023, 1.778246, Tracked, -0.0986621, 0.1893953, 1.813696, Tracked, -0.08059675, 0.3432582, 1.817215, Tracked, -0.27971, 0.08688182, 1.758716, Tracked, -0.3915911, -0.1454231, 1.739728, Tracked, -0.4210056, -0.3153018, 1.613141, Tracked, -0.4529932, -0.3840647, 1.575148, Tracked, 0.09046768, 0.06836655, 1.835431, Tracked, 0.1600647, -0.1451627, 1.878091, Inferred, 0.1091724, -0.3049755, 1.7439, Inferred, 0.06236131, -0.349418, 1.705899, Inferred, -0.2047848, -0.40608, 1.677083, Tracked, -0.2644526, -0.6848091, 1.510659, Tracked, -0.3453938, -1.050359, 1.336168, Inferred, -0.3256096, -1.044385, 1.193867, Inferred, -0.03782285, -0.4285722, 1.702642, Tracked, -0.0498936, -0.7485901, 1.687119, Tracked, -0.1139438, -1.132261, 1.729968, Inferred, -0.1027314, -1.17815, 1.604658, Inferred, -0.1021047, 0.1154738, 1.80741, Tracked, -0.4685162, -0.4436395, 1.545835, Tracked, -0.4572218, -0.4279554, 1.576353, Tracked, 0.03670939, -0.415097, 1.659682, Tracked, 0.02416892, -0.2917285, 1.6606, Tracked,
Kinect 2: 9.175074, -0.1181461, -0.4298098, 1.739679, Tracked, -0.1034393, -0.1162227, 1.790682, Tracked, -0.08802307, 0.1856088, 1.825592, Tracked, -0.06351568, 0.3370563, 1.831806, Tracked, -0.2694911, 0.0844719, 1.774389, Tracked, -0.3851677, -0.1471613, 1.752511, Tracked, -0.4011784, -0.3218018, 1.630265, Tracked, -0.4218145, -0.3826984, 1.595649, Tracked, 0.1000203, 0.06112385, 1.847469, Tracked, 0.1673191, -0.1533481, 1.891567, Inferred, 0.1150868, -0.3110171, 1.755305, Inferred, 0.0676312, -0.355607, 1.716878, Inferred, -0.1991789, -0.408244, 1.689417, Tracked, -0.258661, -0.6868292, 1.520961, Tracked, -0.3389179, -1.050905, 1.344391, Inferred, -0.3197376, -1.044776, 1.20186, Inferred, -0.03213818, -0.4332413, 1.716225, Tracked, -0.04720452, -0.7535385, 1.698877, Tracked, -0.1135254, -1.137699, 1.733581, Inferred, -0.103042, -1.180627, 1.606158, Inferred, -0.09197354, 0.1116736, 1.819449, Tracked, -0.4366012, -0.4523153, 1.563142, Tracked, -0.3831145, -0.3732049, 1.625143, Tracked, 0.0389466, -0.41662, 1.668431, Tracked, 0.02791961, -0.2979683, 1.671526, Tracked,
Kinect 2: 9.2100384, -0.1129342, -0.4309271, 1.750862, Tracked, -0.09509793, -0.1184279, 1.802994, Tracked, -0.07646576, 0.1823516, 1.83915, Tracked, -0.05115645, 0.3340975, 1.843968, Tracked, -0.260255, 0.08374944, 1.7887, Tracked, -0.375877, -0.1475431, 1.769845, Tracked, -0.3869173, -0.3287613, 1.64125, Tracked, -0.3980036, -0.3857707, 1.614046, Tracked, 0.1109206, 0.05473004, 1.86269, Tracked, 0.1723081, -0.1581651, 1.902193, Inferred, 0.1238843, -0.3199929, 1.769981, Inferred, 0.07622399, -0.3620279, 1.728269, Inferred, -0.1942084, -0.4084284, 1.699779, Tracked, -0.2506941, -0.6850753, 1.535743, Tracked, -0.3138713, -1.068236, 1.388857, Inferred, -0.2932445, -1.067188, 1.247056, Inferred, -0.02695018, -0.435392, 1.728281, Tracked, -0.04468721, -0.7545216, 1.705223, Tracked, -0.1138849, -1.140272, 1.734498, Inferred, -0.1032526, -1.18158, 1.606007, Inferred, -0.08121539, 0.1086683, 1.832687, Tracked, -0.4117557, -0.4519129, 1.576908, Tracked, -0.3584296, -0.3902326, 1.619455, Tracked, 0.05189061, -0.4247437, 1.678786, Tracked, 0.03844517, -0.3086775, 1.6885, Tracked,
Kinect 2: 9.2425872, -0.1110758, -0.4318593, 1.759029, Tracked, -0.08972887, -0.1198961, 1.812897, Tracked, -0.06711619, 0.1804241, 1.851147, Tracked, -0.03926325, 0.3322385, 1.856712, Tracked, -0.2500411, 0.08398586, 1.802776, Tracked, -0.3676222, -0.1499314, 1.786224, Tracked, -0.3700769, -0.3516246, 1.659021, Tracked, -0.3767821, -0.4045587, 1.62891, Tracked, 0.1193234, 0.05074311, 1.87538, Tracked, 0.1755553, -0.1622562, 1.911546, Inferred, 0.1290406, -0.3239494, 1.778593, Inferred, 0.08258311, -0.3682585, 1.736446, Inferred, -0.1923084, -0.4089792, 1.709274, Tracked, -0.245505, -0.6877386, 1.545509, Tracked, -0.3276445, -1.05819, 1.377889, Inferred, -0.3086166, -1.05357, 1.235224, Inferred, -0.02524649, -0.436648, 1.735213, Tracked, -0.04228972, -0.7589633, 1.711441, Tracked, -0.1160421, -1.141149, 1.737379, Inferred, -0.1063188, -1.18171, 1.608255, Inferred, -0.07288921, 0.1068389, 1.844138, Tracked, -0.379929, -0.4761369, 1.607305, Tracked, -0.3243045, -0.3976476, 1.626286, Tracked, 0.05871758, -0.4319239, 1.689613, Tracked, 0.04635863, -0.3185182, 1.698833, Tracked,
Kinect 2: 9.2759929, -0.1088227, -0.4323241, 1.766124, Tracked, -0.08423968, -0.1213387, 1.823026, Tracked, -0.05851369, 0.1779549, 1.864318, Tracked, -0.02939186, 0.3303702, 1.869546, Tracked, -0.2439532, 0.08375578, 1.8127, Tracked, -0.3606205, -0.1508799, 1.798668, Tracked, -0.3646916, -0.3585106, 1.66487, Tracked, -0.362128, -0.4111947, 1.643907, Tracked, 0.1256037, 0.04844424, 1.884847, Tracked, 0.1792081, -0.164961, 1.921742, Inferred, 0.1314436, -0.3221703, 1.783674, Inferred, 0.08570886, -0.3656468, 1.742148, Inferred, -0.1900933, -0.4091916, 1.717303, Tracked, -0.2410118, -0.6899048, 1.554271, Tracked, -0.3281835, -1.060223, 1.392233, Inferred, -0.3099092, -1.056046, 1.249398, Inferred, -0.02308771, -0.4373866, 1.741387, Tracked, -0.04074463, -0.7595081, 1.714349, Tracked, -0.1150419, -1.142166, 1.738692, Inferred, -0.1055012, -1.182494, 1.609345, Inferred, -0.06501836, 0.1046176, 1.856555, Tracked, -0.3656825, -0.4739561, 1.624117, Tracked, -0.3196455, -0.4207568, 1.625975, Tracked, 0.05716761, -0.4285254, 1.693871, Tracked, 0.0460182, -0.3136992, 1.700118, Tracked,
Kinect 2: 9.3080192, -0.1062005, -0.4322266, 1.773435, Tracked, -0.07914899, -0.1218191, 1.832467, Tracked, -0.05147984, 0.1770072, 1.875625, Tracked, -0.02227079, 0.3286553, 1.881344, Tracked, -0.2366765, 0.08398433, 1.825283, Tracked, -0.3534456, -0.1477565, 1.814327, Tracked, -0.3515065, -0.3604948, 1.683419, Tracked, -0.3474854, -0.41396, 1.660754, Tracked, 0.1314064, 0.04564407, 1.896751, Tracked, 0.1807047, -0.1655048, 1.92927, Inferred, 0.1358331, -0.3228477, 1.790606, Inferred, 0.09056327, -0.3658977, 1.749659, Inferred, -0.1877086, -0.4086744, 1.724715, Tracked, -0.2351137, -0.6920247, 1.566631, Tracked, -0.3246458, -1.0649, 1.412706, Inferred, -0.3068621, -1.061913, 1.269825, Inferred, -0.02035156, -0.4378016, 1.748567, Tracked, -0.03963381, -0.7593828, 1.717537, Tracked, -0.1132439, -1.143318, 1.737512, Inferred, -0.1032877, -1.182343, 1.60737, Inferred, -0.05841653, 0.10377, 1.86741, Tracked, -0.3396362, -0.4625211, 1.631735, Tracked, -0.3063695, -0.4058576, 1.64892, Tracked, 0.06596596, -0.4295484, 1.700579, Tracked, 0.05117966, -0.3145463, 1.712062, Tracked,
Kinect 2: 9.3439267, -0.1044125, -0.4323131, 1.779748, Tracked, -0.07543328, -0.1223414, 1.840728, Tracked, -0.04606224, 0.1761342, 1.885925, Tracked, -0.01480464, 0.3277102, 1.892723, Tracked, -0.2314439, 0.08351244, 1.834892, Tracked, -0.3481178, -0.1458846, 1.822047, Tracked, -0.3429546, -0.3624497, 1.697606, Tracked, -0.3368789, -0.416997, 1.676438, Tracked, 0.1369425, 0.04400999, 1.907437, Tracked, 0.1836523, -0.167, 1.937421, Inferred, 0.1389291, -0.3221013, 1.796331, Inferred, 0.09580749, -0.3626176, 1.758214, Inferred, -0.185916, -0.4086092, 1.731823, Tracked, -0.2303657, -0.6946958, 1.5782, Tracked, -0.3182236, -1.073402, 1.441747, Inferred, -0.3005328, -1.073368, 1.299178, Inferred, -0.01865928, -0.4380914, 1.754122, Tracked, -0.03803074, -0.7614286, 1.722552, Tracked, -0.1134569, -1.143978, 1.734627, Inferred, -0.1032128, -1.180698, 1.603157, Inferred, -0.05340432, 0.1029727, 1.877186, Tracked, -0.3340689, -0.4672042, 1.651632, Tracked, -0.2971514, -0.3983955, 1.66672, Tracked, 0.06917857, -0.4226217, 1.707841, Tracked, 0.05587045, -0.3130333, 1.721375, Tracked,
Kinect 2: 9.3759059, -0.1018287, -0.4323782, 1.784721, Tracked, -0.07138912, -0.1229737, 1.847723, Tracked, -0.04090871, 0.174944, 1.894987, Tracked, -0.009218588, 0.3256177, 1.904274, Tracked, -0.2262623, 0.08173174, 1.843964, Tracked, -0.3420739, -0.1489944, 1.830231, Tracked, -0.338737, -0.3616726, 1.705901, Tracked, -0.3306399, -0.4155242, 1.68564, Tracked, 0.1427121, 0.04240667, 1.917441, Tracked, 0.187331, -0.1696085, 1.944381, Inferred, 0.1424424, -0.3239839, 1.80252, Inferred, 0.09814833, -0.3638893, 1.762838, Inferred, -0.1834961, -0.4085322, 1.736962, Tracked, -0.2277619, -0.6976655, 1.587829, Tracked, -0.3094851, -1.076601, 1.451832, Inferred, -0.2910392, -1.076437, 1.309219, Inferred, -0.01603019, -0.4383588, 1.758917, Tracked, -0.03655716, -0.7619875, 1.726144, Tracked, -0.1129166, -1.144263, 1.736076, Inferred, -0.1026696, -1.180552, 1.604302, Inferred, -0.04849674, 0.1019153, 1.885725, Tracked, -0.3315125, -0.4529286, 1.663305, Tracked, -0.2915582, -0.4050478, 1.674174, Tracked, 0.07296452, -0.423508, 1.712422, Tracked, 0.05745773, -0.3145961, 1.725, Tracked,
