Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0318912, -0.1393965, -0.4284684, 1.819519, Tracked, -0.1400286, -0.1103519, 1.908903, Tracked, -0.1395609, 0.1961538, 1.981999, Tracked, -0.1037246, 0.3312994, 2.029497, Tracked, -0.3109668, 0.08464572, 1.905911, Tracked, -0.4108877, -0.1221087, 1.843692, Tracked, -0.3421322, -0.2873586, 1.702874, Tracked, -0.4217367, -0.1720939, 1.779563, Tracked, 0.05499384, 0.06241802, 2.014343, Tracked, 0.1148395, -0.1518789, 1.994668, Tracked, 0.08527805, -0.3157552, 1.839349, Tracked, 0.03682226, -0.3613414, 1.793122, Tracked, -0.2167683, -0.4085619, 1.75826, Tracked, -0.2827432, -0.7592635, 1.705586, Tracked, -0.3631622, -1.22979, 1.764551, Inferred, -0.3435952, -1.29283, 1.656111, Inferred, -0.05555371, -0.4311805, 1.806231, Tracked, -0.04055881, -0.7876865, 1.776234, Tracked, -0.005298697, -1.260853, 1.852395, Inferred, 0.03862416, -1.314257, 1.742741, Inferred, -0.139861, 0.1210072, 1.966334, Tracked, -0.4582453, -0.1431863, 1.781438, Tracked, -0.3996055, -0.1401042, 1.766708, Tracked, 0.01795531, -0.4324575, 1.731061, Tracked, -0.00387541, -0.3078311, 1.745758, Tracked,
Kinect 2: 0.4316338, -0.1308511, -0.4297659, 1.820953, Tracked, -0.1298974, -0.1095481, 1.906784, Tracked, -0.1277467, 0.1989252, 1.975944, Tracked, -0.08851146, 0.3285226, 2.027718, Tracked, -0.2937443, 0.0894971, 1.886669, Tracked, -0.4027292, -0.1111186, 1.815752, Tracked, -0.3241301, -0.2850077, 1.692521, Tracked, -0.2811397, -0.3413052, 1.699583, Tracked, 0.06084937, 0.05290243, 2.020617, Tracked, 0.1073121, -0.1644856, 2.008393, Tracked, 0.09140062, -0.321207, 1.843504, Tracked, 0.04447844, -0.3630514, 1.799441, Tracked, -0.2067879, -0.4062706, 1.752385, Tracked, -0.2774519, -0.7560596, 1.696138, Tracked, -0.3930768, -1.217081, 1.766224, Inferred, -0.3787046, -1.288088, 1.671108, Inferred, -0.04944199, -0.4360189, 1.814432, Tracked, -0.03535374, -0.7927389, 1.777418, Tracked, -0.07353203, -1.26226, 1.868714, Inferred, -0.04516917, -1.331397, 1.775028, Inferred, -0.1284433, 0.1232785, 1.961292, Tracked, -0.2535847, -0.4204012, 1.659979, Tracked, -0.3312092, -0.3980086, 1.709263, Tracked, 0.03114508, -0.4369532, 1.74951, Tracked, 0.004088797, -0.3138689, 1.745055, Tracked,
Kinect 2: 0.4618103, -0.1300488, -0.4297886, 1.821391, Tracked, -0.1295156, -0.1095106, 1.907194, Tracked, -0.1276559, 0.1989636, 1.976422, Tracked, -0.0878161, 0.3286155, 2.028903, Tracked, -0.2932196, 0.08996253, 1.887302, Tracked, -0.4026409, -0.1107071, 1.815811, Tracked, -0.3185263, -0.2844323, 1.69623, Tracked, -0.2757903, -0.3422497, 1.69586, Tracked, 0.06102957, 0.05267753, 2.021209, Tracked, 0.1072583, -0.1647427, 2.009392, Tracked, 0.09183778, -0.3214683, 1.844462, Tracked, 0.04701915, -0.3613507, 1.798318, Tracked, -0.2057449, -0.4061097, 1.75266, Tracked, -0.2767417, -0.7558413, 1.696515, Tracked, -0.3916364, -1.218294, 1.759948, Inferred, -0.3756207, -1.286536, 1.660139, Inferred, -0.04890463, -0.4361123, 1.814892, Tracked, -0.03536046, -0.7928872, 1.776654, Tracked, -0.070099, -1.26622, 1.851586, Inferred, -0.03928335, -1.328624, 1.749532, Inferred, -0.1282866, 0.1233202, 1.961739, Tracked, -0.2378148, -0.4165969, 1.655566, Tracked, -0.3305924, -0.3846658, 1.721279, Tracked, 0.031999, -0.4358998, 1.749363, Tracked, 0.003850672, -0.3109292, 1.74068, Tracked,
Kinect 2: 0.4998338, -0.129563, -0.4298196, 1.821468, Tracked, -0.1293248, -0.1094168, 1.907333, Tracked, -0.1276551, 0.1991715, 1.976705, Tracked, -0.08762659, 0.3286682, 2.029204, Tracked, -0.2930158, 0.09021869, 1.887311, Tracked, -0.4023631, -0.1102713, 1.815562, Tracked, -0.3168448, -0.2833085, 1.695943, Tracked, -0.2707355, -0.3391805, 1.694018, Tracked, 0.06103176, 0.05268131, 2.021207, Tracked, 0.1069988, -0.1647864, 2.009629, Tracked, 0.09226511, -0.3215614, 1.844685, Tracked, 0.04691738, -0.3605609, 1.794954, Tracked, -0.2051931, -0.4061165, 1.752694, Tracked, -0.2763737, -0.7558087, 1.696387, Tracked, -0.3727128, -1.225826, 1.738491, Inferred, -0.3467138, -1.283446, 1.627061, Inferred, -0.04853527, -0.4361121, 1.814939, Tracked, -0.0354287, -0.7929248, 1.775867, Tracked, -0.0716866, -1.270169, 1.827659, Inferred, -0.04006207, -1.323768, 1.71562, Inferred, -0.1282333, 0.1234915, 1.96197, Tracked, -0.2314111, -0.41298, 1.655416, Tracked, -0.3284562, -0.4010145, 1.708222, Tracked, 0.03317622, -0.4362654, 1.747467, Tracked, 0.004208098, -0.3109941, 1.738833, Tracked,
Kinect 2: 0.5300386, -0.1287713, -0.4299037, 1.820927, Tracked, -0.1290062, -0.1093475, 1.907008, Tracked, -0.1276315, 0.1992697, 1.976532, Tracked, -0.08763852, 0.3288204, 2.029075, Tracked, -0.292381, 0.09033865, 1.88637, Tracked, -0.4018453, -0.1100701, 1.81447, Tracked, -0.3157031, -0.2826209, 1.694555, Tracked, -0.2708239, -0.3379689, 1.688943, Tracked, 0.06112653, 0.05274411, 2.021144, Tracked, 0.1067049, -0.1648246, 2.0091, Tracked, 0.0926063, -0.3216574, 1.844156, Tracked, 0.04942024, -0.3591708, 1.789988, Tracked, -0.2040267, -0.4061637, 1.751581, Tracked, -0.2756824, -0.7557423, 1.694571, Tracked, -0.349401, -1.233795, 1.686093, Inferred, -0.3127782, -1.269291, 1.55845, Inferred, -0.04805321, -0.4361516, 1.814701, Tracked, -0.03570453, -0.7930381, 1.773484, Tracked, -0.05803927, -1.275234, 1.787713, Inferred, -0.02122664, -1.313135, 1.663998, Inferred, -0.1281571, 0.1235874, 1.961774, Tracked, -0.2294165, -0.410618, 1.651098, Tracked, -0.3285614, -0.3819119, 1.719907, Tracked, 0.0343025, -0.4349335, 1.737602, Tracked, 0.007824359, -0.3088465, 1.739434, Tracked,
Kinect 2: 0.5649708, -0.1273096, -0.4308142, 1.817938, Tracked, -0.1276832, -0.1102561, 1.902593, Tracked, -0.1268087, 0.1982895, 1.970467, Tracked, -0.08802463, 0.3281862, 2.022123, Tracked, -0.2916332, 0.08967344, 1.88254, Tracked, -0.3994864, -0.1115502, 1.808986, Tracked, -0.3160945, -0.2826849, 1.684878, Tracked, -0.2726101, -0.3395044, 1.683856, Tracked, 0.06117489, 0.05174177, 2.014011, Tracked, 0.106232, -0.165914, 2.002764, Tracked, 0.09353548, -0.32162, 1.836572, Tracked, 0.05063852, -0.3588461, 1.779568, Tracked, -0.2028159, -0.4070894, 1.749152, Tracked, -0.2758007, -0.7560456, 1.683392, Tracked, -0.4868408, -1.041532, 1.631981, Inferred, -0.3852822, -0.9230722, 1.599021, Inferred, -0.04641315, -0.4368438, 1.810951, Tracked, -0.03586945, -0.7935024, 1.746761, Tracked, -0.04634441, -1.149854, 1.729028, Inferred, -0.027549, -0.9951017, 1.69041, Inferred, -0.127184, 0.122645, 1.956159, Tracked, -0.2381075, -0.4148717, 1.645102, Tracked, -0.3273095, -0.3804838, 1.712625, Tracked, 0.037696, -0.4364877, 1.731274, Tracked, 0.01076373, -0.3097883, 1.725706, Tracked,
Kinect 2: 0.5948894, -0.1268994, -0.4306585, 1.818476, Tracked, -0.1275492, -0.110034, 1.903415, Tracked, -0.1271202, 0.1986014, 1.971927, Tracked, -0.08807948, 0.3287645, 2.023331, Tracked, -0.2914185, 0.08984203, 1.88307, Tracked, -0.3994842, -0.1115469, 1.808994, Tracked, -0.3172581, -0.2837612, 1.685691, Tracked, -0.2849604, -0.3586789, 1.692745, Tracked, 0.06086197, 0.0528383, 2.01743, Tracked, 0.1060502, -0.1648327, 2.005125, Tracked, 0.09412123, -0.3210065, 1.839339, Tracked, 0.04907014, -0.3608409, 1.79566, Tracked, -0.2023533, -0.4068917, 1.749461, Tracked, -0.2749355, -0.7561851, 1.689797, Tracked, -0.3862042, -1.22224, 1.736254, Inferred, -0.3660592, -1.283374, 1.629285, Inferred, -0.04609637, -0.4367035, 1.811779, Tracked, -0.03521062, -0.7935466, 1.773077, Tracked, -0.07491811, -1.270046, 1.827894, Inferred, -0.04302049, -1.324785, 1.715986, Inferred, -0.1273591, 0.1229348, 1.95742, Tracked, -0.2818396, -0.4055764, 1.672136, Tracked, -0.328764, -0.3564634, 1.742867, Tracked, 0.03537767, -0.4363721, 1.748102, Tracked, 0.007961096, -0.3115402, 1.737574, Tracked,
Kinect 2: 0.6288303, -0.1268821, -0.4307028, 1.818415, Tracked, -0.1275547, -0.1100305, 1.903414, Tracked, -0.1271863, 0.1986624, 1.971975, Tracked, -0.08806355, 0.3288275, 2.023311, Tracked, -0.2914109, 0.08984502, 1.883049, Tracked, -0.3993997, -0.1115904, 1.80902, Tracked, -0.3095732, -0.2811383, 1.687316, Tracked, -0.2765729, -0.3637244, 1.686882, Inferred, 0.0607614, 0.05283211, 2.017292, Tracked, 0.106213, -0.1647665, 2.00547, Tracked, 0.09437241, -0.321092, 1.839829, Tracked, 0.04942598, -0.359595, 1.790437, Tracked, -0.202328, -0.4069294, 1.749425, Tracked, -0.2746632, -0.7562656, 1.689448, Tracked, -0.3680498, -1.230458, 1.690607, Inferred, -0.337325, -1.271654, 1.566187, Inferred, -0.04609918, -0.4367428, 1.811668, Tracked, -0.03504481, -0.7936645, 1.76938, Tracked, -0.07010833, -1.276012, 1.765824, Inferred, -0.03620164, -1.308933, 1.637744, Inferred, -0.1274036, 0.1229754, 1.957447, Tracked, -0.2571191, -0.4406022, 1.64779, Tracked, -0.3313283, -0.4001278, 1.707304, Tracked, 0.03500343, -0.435482, 1.739063, Tracked, 0.007621827, -0.3104948, 1.735985, Tracked,
Kinect 2: 0.6629248, -0.1269154, -0.4307366, 1.818357, Tracked, -0.1275447, -0.110032, 1.903382, Tracked, -0.1271379, 0.1986775, 1.971944, Tracked, -0.08787847, 0.3289627, 2.022938, Tracked, -0.2913199, 0.08988001, 1.883004, Tracked, -0.3995065, -0.1114721, 1.808996, Tracked, -0.3162315, -0.2828393, 1.685152, Tracked, -0.3002063, -0.322907, 1.699315, Tracked, 0.06080499, 0.05283971, 2.016938, Tracked, 0.106273, -0.1647432, 2.005463, Tracked, 0.09443533, -0.3211129, 1.839867, Tracked, 0.04997897, -0.3583703, 1.789954, Tracked, -0.202336, -0.4069436, 1.749416, Tracked, -0.2744266, -0.7563145, 1.688895, Tracked, -0.3603691, -1.232354, 1.675554, Inferred, -0.3267568, -1.267441, 1.547361, Inferred, -0.04618973, -0.4367871, 1.811498, Tracked, -0.03516589, -0.7937459, 1.766661, Tracked, -0.07058537, -1.275493, 1.775463, Inferred, -0.03741446, -1.312955, 1.650753, Inferred, -0.1273687, 0.1229864, 1.957417, Tracked, -0.2882423, -0.37947, 1.68194, Tracked, -0.3331085, -0.3390572, 1.740439, Tracked, 0.03639924, -0.4343058, 1.739593, Tracked, 0.007764328, -0.3106971, 1.735157, Tracked,
Kinect 2: 0.6986199, -0.1269181, -0.430734, 1.8182, Tracked, -0.1275757, -0.1100024, 1.903262, Tracked, -0.1271995, 0.1987158, 1.971855, Tracked, -0.08783289, 0.3291004, 2.022902, Tracked, -0.2911106, 0.08996145, 1.883039, Tracked, -0.3992333, -0.1115235, 1.808967, Tracked, -0.3140286, -0.2829152, 1.686557, Tracked, -0.2815853, -0.3550441, 1.687416, Inferred, 0.06074946, 0.05289988, 2.016902, Tracked, 0.1063371, -0.1646561, 2.005489, Tracked, 0.09449968, -0.3210197, 1.839885, Tracked, 0.04947951, -0.3580497, 1.789138, Tracked, -0.2023038, -0.4069069, 1.74927, Tracked, -0.2744864, -0.7562587, 1.688744, Tracked, -0.3563724, -1.233011, 1.66136, Inferred, -0.3210291, -1.262767, 1.530155, Inferred, -0.04624115, -0.4368049, 1.811298, Tracked, -0.03537895, -0.7937854, 1.764222, Tracked, -0.0683939, -1.275189, 1.780632, Inferred, -0.03533395, -1.315368, 1.658785, Inferred, -0.1274239, 0.1230245, 1.957322, Tracked, -0.2741086, -0.4018394, 1.664145, Tracked, -0.3288757, -0.3671167, 1.730833, Tracked, 0.03798461, -0.4354064, 1.7393, Tracked, 0.007471485, -0.3102044, 1.735396, Tracked,
Kinect 2: 0.7285865, -0.1268342, -0.4306318, 1.818043, Tracked, -0.1275184, -0.1099097, 1.903354, Tracked, -0.1271063, 0.1989182, 1.972608, Tracked, -0.08759436, 0.3298097, 2.02355, Tracked, -0.2910082, 0.08996365, 1.882994, Tracked, -0.3991011, -0.1115636, 1.809245, Tracked, -0.3132327, -0.2830556, 1.687481, Tracked, -0.28835, -0.3560283, 1.68917, Tracked, 0.06104082, 0.05339193, 2.017985, Tracked, 0.1063362, -0.1642482, 2.00603, Tracked, 0.09455394, -0.3205933, 1.840402, Tracked, 0.04944189, -0.3572887, 1.789289, Tracked, -0.2020915, -0.4067508, 1.748974, Tracked, -0.2748727, -0.7559959, 1.689, Tracked, -0.325684, -1.236151, 1.701622, Inferred, -0.2826005, -1.276144, 1.580499, Inferred, -0.04623868, -0.4367269, 1.811218, Tracked, -0.03545696, -0.7937092, 1.764544, Tracked, -0.07712378, -1.269661, 1.821658, Inferred, -0.04809843, -1.326464, 1.71492, Inferred, -0.1273379, 0.1232032, 1.957844, Tracked, -0.2831974, -0.4035642, 1.667099, Tracked, -0.3295689, -0.3576396, 1.732293, Tracked, 0.0399281, -0.4341422, 1.738443, Tracked, 0.007443029, -0.309997, 1.735284, Tracked,
Kinect 2: 0.7620947, -0.1267446, -0.4305406, 1.815939, Tracked, -0.1273104, -0.1097503, 1.902144, Tracked, -0.1268759, 0.1990449, 1.971963, Tracked, -0.08747226, 0.3310651, 2.021417, Tracked, -0.2904648, 0.08992415, 1.882284, Tracked, -0.3987499, -0.1115619, 1.808888, Tracked, -0.3124898, -0.2820972, 1.685959, Tracked, -0.2945464, -0.3261125, 1.689573, Tracked, 0.06096392, 0.05317609, 2.015666, Tracked, 0.1068101, -0.1642714, 2.005644, Tracked, 0.09517805, -0.3190073, 1.838406, Tracked, 0.05025811, -0.3532504, 1.781294, Tracked, -0.2020095, -0.4068089, 1.747121, Tracked, -0.2771613, -0.7554639, 1.685338, Tracked, -0.4151305, -1.080392, 1.619237, Inferred, -0.3445797, -0.9405067, 1.59467, Inferred, -0.04617581, -0.4364009, 1.808819, Tracked, -0.03688793, -0.793429, 1.759209, Tracked, -0.0457533, -1.149815, 1.746288, Inferred, -0.0209886, -0.9971058, 1.699129, Inferred, -0.1271136, 0.123342, 1.957095, Tracked, -0.3248275, -0.3664611, 1.607903, Tracked, -0.3287661, -0.3715011, 1.716768, Tracked, 0.03610824, -0.4304258, 1.730302, Tracked, 0.009432661, -0.3058388, 1.726222, Tracked,
Kinect 2: 0.7941753, -0.1266236, -0.4304137, 1.815906, Tracked, -0.1274787, -0.1094975, 1.90232, Tracked, -0.1279145, 0.1996474, 1.972793, Tracked, -0.08789303, 0.332788, 2.021364, Tracked, -0.2902296, 0.09001002, 1.882454, Tracked, -0.3987114, -0.1115435, 1.809032, Tracked, -0.3198076, -0.2842713, 1.684227, Tracked, -0.2783502, -0.339955, 1.688372, Tracked, 0.06070086, 0.05333387, 2.016106, Tracked, 0.1072062, -0.1639822, 2.005871, Tracked, 0.0949057, -0.3186465, 1.838609, Tracked, 0.04977451, -0.3575118, 1.788741, Tracked, -0.2018289, -0.406631, 1.747011, Tracked, -0.2773989, -0.7552873, 1.687957, Tracked, -0.3546743, -1.224468, 1.757546, Inferred, -0.3233536, -1.290807, 1.660703, Inferred, -0.04610494, -0.4363046, 1.808836, Tracked, -0.0370542, -0.7933077, 1.764863, Tracked, -0.06183043, -1.253603, 1.892664, Inferred, -0.0320452, -1.332324, 1.827267, Inferred, -0.1278724, 0.1238537, 1.95772, Tracked, -0.2475901, -0.4141184, 1.649809, Tracked, -0.3312604, -0.390454, 1.703605, Tracked, 0.04014158, -0.4350126, 1.740629, Tracked, 0.008060079, -0.3095878, 1.735097, Tracked,
Kinect 2: 0.829968, -0.1273201, -0.4299771, 1.818214, Tracked, -0.1285706, -0.1094588, 1.905534, Tracked, -0.1292986, 0.1990239, 1.976878, Tracked, -0.08931296, 0.3343139, 2.021319, Tracked, -0.2910862, 0.09096839, 1.887537, Tracked, -0.3979991, -0.109809, 1.812023, Tracked, -0.3123863, -0.2833662, 1.693292, Tracked, -0.2706081, -0.3402362, 1.693876, Tracked, 0.05941783, 0.0526425, 2.023804, Tracked, 0.1095559, -0.1639558, 2.010138, Tracked, 0.09497195, -0.3168626, 1.841357, Tracked, 0.04844924, -0.3560036, 1.797338, Tracked, -0.202301, -0.4062207, 1.750982, Tracked, -0.2781735, -0.7548305, 1.692134, Tracked, -0.3518801, -1.227212, 1.746718, Inferred, -0.317532, -1.287145, 1.640995, Inferred, -0.04690737, -0.4358841, 1.810027, Tracked, -0.03654223, -0.7928576, 1.76693, Tracked, -0.06403972, -1.25472, 1.889246, Inferred, -0.03411834, -1.332597, 1.819892, Inferred, -0.1292133, 0.1234124, 1.961619, Tracked, -0.2303986, -0.4118639, 1.653475, Tracked, -0.3326631, -0.3797692, 1.715116, Tracked, 0.03728788, -0.4319265, 1.747703, Tracked, 0.009592103, -0.3106686, 1.754815, Tracked,
Kinect 2: 0.8654, -0.1274575, -0.4301984, 1.818038, Tracked, -0.1288604, -0.1095793, 1.905501, Tracked, -0.1298404, 0.1989637, 1.976982, Tracked, -0.09334185, 0.336248, 2.016795, Tracked, -0.2912329, 0.09082673, 1.887093, Tracked, -0.3975429, -0.1105065, 1.811391, Tracked, -0.3120778, -0.2839127, 1.692311, Tracked, -0.2713393, -0.342512, 1.690209, Tracked, 0.05902599, 0.05187613, 2.023088, Tracked, 0.1118125, -0.1641247, 2.007485, Tracked, 0.09486362, -0.3183993, 1.840256, Tracked, 0.04963334, -0.3580991, 1.790173, Tracked, -0.2024178, -0.4065863, 1.750906, Tracked, -0.2783082, -0.7551844, 1.692173, Tracked, -0.3425989, -1.230785, 1.734107, Inferred, -0.3041622, -1.284169, 1.622761, Inferred, -0.0471388, -0.4360053, 1.809613, Tracked, -0.03659789, -0.7929584, 1.767228, Tracked, -0.06507539, -1.258103, 1.878115, Inferred, -0.03405173, -1.332802, 1.799825, Inferred, -0.1296908, 0.1233343, 1.961686, Tracked, -0.2308218, -0.4159136, 1.651532, Tracked, -0.3327135, -0.3941098, 1.705031, Tracked, 0.03787462, -0.4331305, 1.741701, Tracked, 0.008456429, -0.3100699, 1.742399, Tracked,
Kinect 2: 0.8958506, -0.1275216, -0.4302637, 1.817486, Tracked, -0.1290999, -0.1097321, 1.904964, Tracked, -0.1302411, 0.1986626, 1.976358, Tracked, -0.09856986, 0.3385774, 2.01091, Tracked, -0.2914816, 0.09085649, 1.886704, Tracked, -0.3972666, -0.1106713, 1.810445, Tracked, -0.3114431, -0.2830538, 1.690022, Tracked, -0.27066, -0.3396197, 1.686892, Tracked, 0.05788857, 0.05244207, 2.021469, Tracked, 0.113259, -0.1628994, 2.006603, Tracked, 0.09594849, -0.3171049, 1.839337, Tracked, 0.05051421, -0.3518547, 1.787008, Tracked, -0.202473, -0.4068638, 1.750487, Tracked, -0.2785001, -0.7554206, 1.691701, Tracked, -0.3503699, -1.23357, 1.689426, Inferred, -0.312566, -1.271325, 1.564234, Inferred, -0.04724524, -0.4357551, 1.808698, Tracked, -0.03639174, -0.7926973, 1.766737, Tracked, -0.05923299, -1.267907, 1.835541, Inferred, -0.02346039, -1.326536, 1.732695, Inferred, -0.1300542, 0.1230769, 1.961094, Tracked, -0.2272367, -0.4121455, 1.649039, Tracked, -0.3310445, -0.3992228, 1.696594, Tracked, 0.0346732, -0.429314, 1.733948, Tracked, 0.008866093, -0.306013, 1.74089, Tracked,
Kinect 2: 0.9290103, -0.1275653, -0.430257, 1.817234, Tracked, -0.1291495, -0.1098137, 1.904835, Tracked, -0.1302841, 0.1984521, 1.976264, Tracked, -0.1018074, 0.339674, 2.009455, Tracked, -0.2941783, 0.091056, 1.886857, Tracked, -0.3964402, -0.1105847, 1.809919, Tracked, -0.3106185, -0.2829263, 1.68943, Tracked, -0.2693264, -0.3382278, 1.686908, Tracked, 0.05693275, 0.05206848, 2.020585, Tracked, 0.115969, -0.1622488, 2.007146, Tracked, 0.1051098, -0.3155264, 1.838425, Tracked, 0.06902561, -0.3393227, 1.805045, Inferred, -0.2025374, -0.4070025, 1.750246, Tracked, -0.278985, -0.7554588, 1.69145, Tracked, -0.3467456, -1.234104, 1.692173, Inferred, -0.3082927, -1.272358, 1.567616, Inferred, -0.04728473, -0.4355582, 1.808335, Tracked, -0.03639646, -0.7924992, 1.766621, Tracked, -0.06477883, -1.266804, 1.838647, Inferred, -0.0315482, -1.327691, 1.737506, Inferred, -0.1301014, 0.1229084, 1.960996, Tracked, -0.2282517, -0.4105842, 1.648991, Tracked, -0.3321932, -0.3715759, 1.718759, Tracked, 0.05436959, -0.3872357, 1.773308, Tracked, 0.0517894, -0.3100546, 1.787188, Tracked,
Kinect 2: 0.9668351, -0.1280379, -0.4301737, 1.814158, Tracked, -0.1297787, -0.1102156, 1.904514, Tracked, -0.1321344, 0.1967578, 1.977968, Tracked, -0.1054522, 0.3400988, 2.005453, Tracked, -0.2942119, 0.09106945, 1.886185, Tracked, -0.396047, -0.1098127, 1.806896, Tracked, -0.3099317, -0.2823205, 1.686875, Tracked, -0.2954644, -0.3450346, 1.687353, Tracked, 0.05621117, 0.05219074, 2.016963, Tracked, 0.1180365, -0.1613101, 2.004499, Tracked, 0.09997695, -0.3115905, 1.833552, Tracked, 0.05348632, -0.3469841, 1.783517, Tracked, -0.2031455, -0.4073644, 1.747711, Tracked, -0.2798259, -0.7557437, 1.68874, Tracked, -0.2311703, -1.213069, 1.517056, Inferred, -0.1748186, -1.189195, 1.376704, Inferred, -0.04759368, -0.4348934, 1.804548, Tracked, -0.03706912, -0.7918835, 1.761233, Tracked, -0.06232024, -1.273433, 1.701368, Inferred, -0.02776982, -1.287189, 1.562848, Inferred, -0.1315158, 0.1216938, 1.961928, Tracked, -0.3409562, -0.4099178, 1.63357, Tracked, -0.3436285, -0.3327765, 1.733, Tracked, 0.03696395, -0.4217032, 1.729502, Tracked, 0.0143188, -0.2998893, 1.742834, Tracked,
Kinect 2: 0.9951894, -0.1297742, -0.4309092, 1.808031, Tracked, -0.130618, -0.1123553, 1.895372, Tracked, -0.1308686, 0.193146, 1.965438, Tracked, -0.1083812, 0.3395464, 1.994558, Tracked, -0.2941917, 0.09089538, 1.884174, Tracked, -0.3953652, -0.110672, 1.800448, Tracked, -0.3057348, -0.2811557, 1.679992, Tracked, -0.2874487, -0.3374995, 1.678028, Inferred, 0.05475268, 0.05067226, 1.997396, Tracked, 0.1211084, -0.1609868, 1.993745, Tracked, 0.09878834, -0.3141043, 1.826004, Tracked, 0.0525027, -0.347558, 1.770941, Tracked, -0.2054069, -0.4086398, 1.743149, Tracked, -0.2824707, -0.7567587, 1.680774, Tracked, 0.08347347, -0.8633607, 1.474143, Inferred, 0.1390626, -0.8147919, 1.343635, Inferred, -0.04861795, -0.4348894, 1.796471, Tracked, -0.0378381, -0.7918065, 1.73925, Tracked, -0.06412553, -1.14678, 1.741783, Inferred, -0.04245514, -0.9937227, 1.694259, Inferred, -0.1309358, 0.1184443, 1.950601, Tracked, -0.2832724, -0.3879645, 1.659075, Tracked, -0.3339571, -0.3431731, 1.736864, Tracked, 0.03859098, -0.4254965, 1.721014, Tracked, 0.01420214, -0.3000282, 1.730889, Tracked,
Kinect 2: 1.029662, -0.129788, -0.4308218, 1.807952, Tracked, -0.1306127, -0.1123629, 1.895373, Tracked, -0.1307698, 0.1929937, 1.965633, Tracked, -0.1095592, 0.3396693, 1.995116, Tracked, -0.2942216, 0.09082928, 1.883905, Tracked, -0.395079, -0.11054, 1.800316, Tracked, -0.3058613, -0.2812915, 1.679949, Tracked, -0.289637, -0.3406058, 1.684933, Inferred, 0.05592731, 0.05064622, 2.000383, Tracked, 0.1214072, -0.1614844, 1.993815, Tracked, 0.09861692, -0.3144272, 1.825972, Tracked, 0.0497549, -0.3515557, 1.779483, Tracked, -0.2054351, -0.4085732, 1.743006, Tracked, -0.2826878, -0.7566677, 1.681101, Tracked, -0.3749338, -1.100699, 1.672729, Inferred, -0.3227282, -0.9541573, 1.626808, Inferred, -0.04862849, -0.4347952, 1.796461, Tracked, -0.03782694, -0.7918106, 1.748405, Tracked, -0.2096051, -1.208648, 1.906306, Inferred, -0.2333234, -1.300323, 1.853614, Inferred, -0.1308722, 0.1183351, 1.950715, Tracked, -0.2875872, -0.3945231, 1.661538, Tracked, -0.3388299, -0.3379306, 1.735252, Tracked, 0.03241574, -0.4262513, 1.728085, Tracked, 0.01036782, -0.3019404, 1.736508, Tracked,
