Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0123102, -0.2320932, -0.3459127, 1.632538, Tracked, -0.2263097, -0.04206285, 1.720971, Tracked, -0.21883, 0.2497948, 1.795798, Tracked, -0.1750085, 0.353225, 1.867708, Tracked, -0.3403881, 0.1495108, 1.632644, Tracked, -0.4219038, -0.05284972, 1.512285, Tracked, -0.4264806, -0.2602834, 1.463349, Tracked, -0.4258339, -0.3352855, 1.469792, Tracked, -0.1072417, 0.05871755, 1.897248, Tracked, -0.08996411, -0.1552982, 1.91154, Tracked, -0.06863569, -0.3544486, 1.724211, Tracked, -0.07040272, -0.3997054, 1.670603, Tracked, -0.2784413, -0.3156801, 1.555774, Tracked, -0.3292541, -0.6228079, 1.464099, Tracked, -0.4218563, -0.9973181, 1.427315, Inferred, -0.3499489, -1.039848, 1.330937, Inferred, -0.1763981, -0.3629948, 1.645108, Tracked, -0.1615142, -0.6831632, 1.612851, Tracked, -0.1879165, -1.063188, 1.617209, Inferred, -0.1060858, -1.09928, 1.529517, Inferred, -0.2207585, 0.1782111, 1.779222, Tracked, -0.4253811, -0.4155672, 1.444242, Tracked, -0.4096283, -0.3868742, 1.395, Tracked, -0.07134437, -0.4516494, 1.629228, Tracked, -0.08495493, -0.3594795, 1.6429, Tracked,
Kinect 2: 0.412389, -0.232162, -0.347455, 1.633439, Tracked, -0.2251817, -0.04285356, 1.722258, Tracked, -0.2165135, 0.2497488, 1.797554, Tracked, -0.1771081, 0.3550875, 1.870204, Tracked, -0.3383086, 0.1499065, 1.633224, Tracked, -0.4168378, -0.05254466, 1.507712, Tracked, -0.2927372, -0.2401089, 1.4622, Tracked, -0.3164105, -0.2979016, 1.474158, Tracked, -0.1135009, 0.06506608, 1.900679, Inferred, -0.09584486, -0.1686917, 1.911486, Tracked, -0.07398009, -0.3618023, 1.717613, Tracked, -0.07111607, -0.4043667, 1.674836, Tracked, -0.2775908, -0.3176903, 1.557841, Tracked, -0.327294, -0.6232235, 1.462642, Tracked, -0.4501745, -0.990876, 1.427992, Inferred, -0.3852653, -1.041698, 1.33215, Inferred, -0.1776517, -0.3641945, 1.645237, Tracked, -0.1611445, -0.6859378, 1.614908, Tracked, -0.1940328, -1.064738, 1.616815, Inferred, -0.1118564, -1.101929, 1.529839, Inferred, -0.218879, 0.1779926, 1.780859, Tracked, -0.3133488, -0.3635629, 1.445057, Tracked, -0.2578056, -0.2794644, 1.437478, Tracked, -0.07120042, -0.4609392, 1.630412, Tracked, -0.08416723, -0.3727356, 1.642522, Tracked,
Kinect 2: 0.4455534, -0.2322466, -0.3476397, 1.633498, Tracked, -0.2251815, -0.04288239, 1.722335, Tracked, -0.2164704, 0.2498621, 1.797713, Tracked, -0.1771026, 0.3551718, 1.870526, Tracked, -0.3382512, 0.1498467, 1.63319, Tracked, -0.4163275, -0.05212963, 1.50737, Tracked, -0.3015669, -0.2108807, 1.455459, Tracked, -0.3108291, -0.2813693, 1.473937, Tracked, -0.1137363, 0.06538623, 1.900898, Inferred, -0.09599166, -0.1686944, 1.911582, Tracked, -0.07388788, -0.3567, 1.712551, Tracked, -0.07335455, -0.4042195, 1.669119, Inferred, -0.277637, -0.3180021, 1.558278, Tracked, -0.3270242, -0.6230932, 1.462577, Tracked, -0.4499232, -0.9912761, 1.428872, Inferred, -0.3849877, -1.042414, 1.33331, Inferred, -0.1778334, -0.364357, 1.64499, Tracked, -0.1610926, -0.6863118, 1.61498, Tracked, -0.1979768, -1.064785, 1.611989, Inferred, -0.1164656, -1.101985, 1.524063, Inferred, -0.2188502, 0.1780594, 1.780993, Tracked, -0.2936195, -0.3489486, 1.440211, Tracked, -0.2584856, -0.2584957, 1.442879, Tracked, -0.07517142, -0.4601602, 1.625909, Tracked, -0.08853811, -0.3674141, 1.636869, Tracked,
Kinect 2: 0.4810011, -0.2322259, -0.3478591, 1.63353, Tracked, -0.2251235, -0.04303332, 1.72247, Tracked, -0.2164063, 0.2497936, 1.797953, Tracked, -0.1774005, 0.3552431, 1.870834, Tracked, -0.3378927, 0.1499801, 1.633293, Tracked, -0.416219, -0.05219878, 1.507287, Tracked, -0.3014632, -0.2110292, 1.455573, Tracked, -0.3123195, -0.2807024, 1.474817, Tracked, -0.113884, 0.06541856, 1.901125, Inferred, -0.09624217, -0.1690944, 1.911541, Tracked, -0.07444876, -0.3587424, 1.714066, Tracked, -0.07346687, -0.4074057, 1.667812, Tracked, -0.2774767, -0.3183799, 1.558582, Tracked, -0.3268225, -0.6229032, 1.46252, Tracked, -0.4572141, -0.9890345, 1.428823, Inferred, -0.3946517, -1.042097, 1.333106, Inferred, -0.1779006, -0.3644983, 1.644795, Tracked, -0.1610597, -0.6864581, 1.615086, Tracked, -0.1967336, -1.064967, 1.616061, Inferred, -0.1148502, -1.102664, 1.528995, Inferred, -0.2187876, 0.1779727, 1.781207, Tracked, -0.2990924, -0.3492045, 1.443132, Tracked, -0.257785, -0.2622461, 1.442424, Tracked, -0.071495, -0.4657231, 1.626567, Tracked, -0.08753674, -0.3830434, 1.627875, Tracked,
Kinect 2: 0.5120436, -0.2323092, -0.3479902, 1.63357, Tracked, -0.2250967, -0.0430529, 1.72253, Tracked, -0.2162431, 0.2499074, 1.798102, Tracked, -0.1774527, 0.355434, 1.871058, Tracked, -0.3378156, 0.1499159, 1.633109, Tracked, -0.4160289, -0.05193361, 1.507329, Tracked, -0.301601, -0.2110027, 1.455556, Tracked, -0.3111747, -0.2815043, 1.474322, Tracked, -0.1139085, 0.06561816, 1.901254, Inferred, -0.0963868, -0.1690743, 1.911463, Tracked, -0.07363094, -0.3578323, 1.71318, Tracked, -0.07299499, -0.4053949, 1.667346, Inferred, -0.2775182, -0.3185281, 1.558758, Tracked, -0.3263013, -0.6225905, 1.462445, Tracked, -0.4459853, -0.9927216, 1.422251, Inferred, -0.3793568, -1.04126, 1.325621, Inferred, -0.1780587, -0.3646018, 1.644668, Tracked, -0.1610542, -0.686475, 1.6151, Tracked, -0.1970694, -1.065114, 1.616062, Inferred, -0.1151845, -1.102896, 1.52901, Inferred, -0.2186702, 0.1780413, 1.781332, Tracked, -0.2943153, -0.3491543, 1.441257, Tracked, -0.2586495, -0.2578907, 1.443581, Tracked, -0.07304349, -0.4641226, 1.626181, Tracked, -0.08803301, -0.3677865, 1.636162, Tracked,
Kinect 2: 0.5463946, -0.232347, -0.3479282, 1.633638, Tracked, -0.225139, -0.04284644, 1.72263, Tracked, -0.2163419, 0.2504202, 1.798202, Tracked, -0.1772774, 0.3558285, 1.871179, Tracked, -0.3378065, 0.1499392, 1.633091, Tracked, -0.4159541, -0.05174459, 1.507297, Tracked, -0.3018797, -0.2110265, 1.455293, Tracked, -0.3117271, -0.2816112, 1.474498, Tracked, -0.1143925, 0.06648724, 1.901361, Inferred, -0.0967131, -0.1698755, 1.910672, Tracked, -0.07409889, -0.3586956, 1.712396, Tracked, -0.07450846, -0.4056375, 1.668582, Tracked, -0.2775327, -0.3184611, 1.558815, Tracked, -0.3262827, -0.6226275, 1.462381, Tracked, -0.447269, -0.992338, 1.422782, Inferred, -0.3810012, -1.041391, 1.326257, Inferred, -0.1781279, -0.364496, 1.644715, Tracked, -0.1610214, -0.6864664, 1.615162, Tracked, -0.1989353, -1.06509, 1.611335, Inferred, -0.1173604, -1.102402, 1.523399, Inferred, -0.2187515, 0.1784747, 1.781442, Tracked, -0.2954307, -0.3485365, 1.441511, Tracked, -0.2576997, -0.2636627, 1.442214, Tracked, -0.07346064, -0.4640188, 1.626154, Tracked, -0.08978786, -0.3692023, 1.635756, Tracked,
Kinect 2: 0.5814877, -0.2324097, -0.3479679, 1.633616, Tracked, -0.225098, -0.04289712, 1.722685, Tracked, -0.2160831, 0.2503123, 1.798448, Tracked, -0.1772933, 0.3558808, 1.871294, Tracked, -0.3377487, 0.1498505, 1.633005, Tracked, -0.4159619, -0.05158283, 1.507326, Tracked, -0.3019814, -0.2109515, 1.455307, Tracked, -0.3115214, -0.281543, 1.474257, Tracked, -0.1143419, 0.06646425, 1.901508, Inferred, -0.09698869, -0.1695464, 1.911032, Tracked, -0.07481258, -0.3582729, 1.712576, Tracked, -0.07339402, -0.406953, 1.670102, Tracked, -0.2775892, -0.3184843, 1.558887, Tracked, -0.3261703, -0.6224291, 1.462186, Tracked, -0.4727093, -0.9827896, 1.421765, Inferred, -0.4151153, -1.037772, 1.323986, Inferred, -0.1782809, -0.364547, 1.64443, Tracked, -0.1610436, -0.686592, 1.615248, Tracked, -0.1995901, -1.065123, 1.612147, Inferred, -0.1180663, -1.102738, 1.524337, Inferred, -0.2185618, 0.1783855, 1.781632, Tracked, -0.2948254, -0.3491065, 1.441247, Tracked, -0.2594545, -0.2574384, 1.443191, Tracked, -0.0731036, -0.4647145, 1.625179, Tracked, -0.08753768, -0.3701978, 1.635471, Tracked,
Kinect 2: 0.6122908, -0.2324797, -0.3479829, 1.633676, Tracked, -0.2251712, -0.04287586, 1.722806, Tracked, -0.2162021, 0.2504044, 1.798624, Tracked, -0.1772007, 0.3557673, 1.871844, Tracked, -0.3377664, 0.1497767, 1.632981, Tracked, -0.4159476, -0.05151029, 1.507344, Tracked, -0.3024257, -0.2114428, 1.456156, Tracked, -0.3113078, -0.2850085, 1.473243, Tracked, -0.1146933, 0.06666774, 1.901746, Inferred, -0.09700422, -0.1697257, 1.911172, Tracked, -0.07434475, -0.3583246, 1.712608, Tracked, -0.07401526, -0.4071832, 1.667596, Tracked, -0.2776211, -0.3184661, 1.558925, Tracked, -0.326101, -0.6223103, 1.462037, Tracked, -0.4603154, -0.9878445, 1.423402, Inferred, -0.3983078, -1.040465, 1.326604, Inferred, -0.1783817, -0.364566, 1.644481, Tracked, -0.1609707, -0.6859009, 1.615432, Tracked, -0.2001858, -1.065123, 1.612986, Inferred, -0.118687, -1.103047, 1.525343, Inferred, -0.2186675, 0.1784619, 1.7818, Tracked, -0.2935118, -0.3524958, 1.439922, Tracked, -0.260061, -0.256771, 1.443357, Tracked, -0.07241121, -0.4639581, 1.627132, Tracked, -0.08973235, -0.3640582, 1.636958, Tracked,
Kinect 2: 0.6477075, -0.2325277, -0.3480611, 1.633662, Tracked, -0.2251029, -0.04299337, 1.722824, Tracked, -0.2159564, 0.2502087, 1.798664, Tracked, -0.1771562, 0.3556358, 1.871962, Tracked, -0.3376867, 0.1497113, 1.632902, Tracked, -0.4159377, -0.05105748, 1.507387, Tracked, -0.3026487, -0.211175, 1.456187, Tracked, -0.3124166, -0.283929, 1.473597, Tracked, -0.1146263, 0.06658281, 1.901759, Inferred, -0.09701537, -0.1704556, 1.911169, Tracked, -0.07451259, -0.3588175, 1.712319, Tracked, -0.07315893, -0.4065661, 1.669164, Tracked, -0.2776515, -0.318504, 1.558886, Tracked, -0.326082, -0.6223547, 1.461993, Tracked, -0.4596955, -0.9882205, 1.42356, Inferred, -0.3974421, -1.040758, 1.326827, Inferred, -0.1784359, -0.364639, 1.644479, Tracked, -0.1609518, -0.6859211, 1.61544, Tracked, -0.2005283, -1.065239, 1.613021, Inferred, -0.1190569, -1.103261, 1.525367, Inferred, -0.2184745, 0.1782921, 1.781837, Tracked, -0.2976225, -0.3499373, 1.441366, Tracked, -0.262, -0.253831, 1.443015, Tracked, -0.07359917, -0.4645438, 1.623812, Tracked, -0.08786981, -0.3687357, 1.636026, Tracked,
Kinect 2: 0.6792508, -0.2325978, -0.3482205, 1.633676, Tracked, -0.2250399, -0.04308494, 1.722907, Tracked, -0.2157406, 0.2501679, 1.798843, Tracked, -0.1774277, 0.3556502, 1.872667, Tracked, -0.3376454, 0.1496658, 1.632962, Tracked, -0.4158613, -0.05111512, 1.507454, Tracked, -0.3026557, -0.2113201, 1.456278, Tracked, -0.3148243, -0.2817533, 1.475592, Tracked, -0.114554, 0.06658251, 1.901875, Inferred, -0.09710375, -0.1704042, 1.911215, Tracked, -0.07461387, -0.3626778, 1.716258, Tracked, -0.07975598, -0.4728603, 1.63075, Inferred, -0.2777531, -0.3186656, 1.55901, Tracked, -0.3260805, -0.622711, 1.461889, Tracked, -0.3787794, -1.009488, 1.45318, Inferred, -0.2963611, -1.049455, 1.36531, Inferred, -0.1784824, -0.36477, 1.64437, Tracked, -0.1609697, -0.6858601, 1.615559, Tracked, -0.196242, -1.065792, 1.615542, Inferred, -0.113981, -1.103256, 1.528415, Inferred, -0.2183025, 0.1782374, 1.781992, Tracked, -0.3013775, -0.3494371, 1.444631, Tracked, -0.3743483, -0.2871315, 1.496723, Tracked, -0.08270195, -0.5391597, 1.603405, Tracked, -0.09875953, -0.463361, 1.586967, Tracked,
Kinect 2: 0.7128404, -0.2325708, -0.3484895, 1.633572, Tracked, -0.2249389, -0.04328978, 1.722953, Tracked, -0.2156006, 0.250003, 1.799006, Tracked, -0.1773341, 0.3554864, 1.872883, Tracked, -0.3375649, 0.1494766, 1.632859, Tracked, -0.4157057, -0.05118073, 1.507355, Tracked, -0.3025976, -0.2114977, 1.456262, Tracked, -0.3344722, -0.2567293, 1.478407, Tracked, -0.1145226, 0.06648499, 1.901992, Inferred, -0.09715292, -0.1705085, 1.911407, Tracked, -0.07463145, -0.3620189, 1.715637, Tracked, -0.07998885, -0.4631776, 1.632243, Tracked, -0.2777131, -0.3189739, 1.559108, Tracked, -0.3257278, -0.6230651, 1.462191, Tracked, -0.3793541, -1.009876, 1.451749, Inferred, -0.2970714, -1.049714, 1.363546, Inferred, -0.1784503, -0.3650244, 1.643906, Tracked, -0.1609745, -0.6860112, 1.615696, Tracked, -0.1958544, -1.066135, 1.615815, Inferred, -0.1134747, -1.103541, 1.528742, Inferred, -0.2181711, 0.1780677, 1.782126, Tracked, -0.3286035, -0.3336385, 1.459827, Tracked, -0.40807, -0.2331249, 1.4785, Tracked, -0.08059028, -0.5314181, 1.603027, Tracked, -0.09888887, -0.4432629, 1.590265, Tracked,
Kinect 2: 0.7457515, -0.2327203, -0.349069, 1.633576, Tracked, -0.2248314, -0.04377301, 1.723138, Tracked, -0.2152919, 0.2495757, 1.799344, Tracked, -0.1773308, 0.3553115, 1.872804, Tracked, -0.3375393, 0.1494438, 1.632846, Tracked, -0.415541, -0.05106348, 1.507322, Tracked, -0.3025996, -0.2115354, 1.456298, Tracked, -0.3152141, -0.28181, 1.476, Tracked, -0.114378, 0.0661637, 1.902272, Inferred, -0.09726276, -0.1703699, 1.911714, Tracked, -0.07501172, -0.3613457, 1.715336, Tracked, -0.07942483, -0.4644121, 1.632678, Tracked, -0.2778454, -0.3196228, 1.559416, Tracked, -0.3256678, -0.623046, 1.462213, Tracked, -0.3951914, -1.007729, 1.429586, Inferred, -0.3158744, -1.046484, 1.336854, Inferred, -0.1786177, -0.3654978, 1.643609, Tracked, -0.1609775, -0.6859999, 1.61578, Tracked, -0.1954876, -1.066684, 1.616033, Inferred, -0.1130009, -1.10403, 1.529002, Inferred, -0.2179129, 0.1776343, 1.782426, Tracked, -0.3014389, -0.3494993, 1.444882, Tracked, -0.3766547, -0.2854292, 1.499786, Tracked, -0.0835069, -0.5284176, 1.603124, Tracked, -0.09810236, -0.4350444, 1.592539, Tracked,
Kinect 2: 0.7808792, -0.232697, -0.3488051, 1.633595, Tracked, -0.2248108, -0.04367556, 1.72317, Tracked, -0.2152927, 0.249599, 1.799362, Tracked, -0.1772015, 0.3552837, 1.872806, Tracked, -0.337375, 0.1494173, 1.632877, Tracked, -0.4154268, -0.05108059, 1.507246, Tracked, -0.3025644, -0.2116352, 1.456247, Tracked, -0.3150706, -0.2817313, 1.474668, Tracked, -0.1144186, 0.06621066, 1.902299, Inferred, -0.09733136, -0.1703747, 1.911647, Tracked, -0.07484772, -0.3609834, 1.714892, Tracked, -0.08033396, -0.4619837, 1.631337, Tracked, -0.277675, -0.3187319, 1.558733, Tracked, -0.3251362, -0.6220859, 1.462015, Tracked, -0.3973766, -1.006534, 1.42806, Inferred, -0.3185502, -1.045635, 1.334996, Inferred, -0.1786619, -0.3652745, 1.644094, Tracked, -0.1609375, -0.6855502, 1.61569, Tracked, -0.1944579, -1.06666, 1.616007, Inferred, -0.1117576, -1.103799, 1.529029, Inferred, -0.2179089, 0.1776732, 1.78245, Tracked, -0.3017685, -0.3492028, 1.443593, Tracked, -0.3764922, -0.2860874, 1.499318, Tracked, -0.08288866, -0.524349, 1.600362, Tracked, -0.09922934, -0.4468417, 1.58958, Tracked,
Kinect 2: 0.812642, -0.2327007, -0.3487754, 1.633603, Tracked, -0.2248088, -0.04367171, 1.723168, Tracked, -0.2152937, 0.2495946, 1.799332, Tracked, -0.177187, 0.3552572, 1.872826, Tracked, -0.337329, 0.1494396, 1.63282, Tracked, -0.4154318, -0.0510761, 1.507206, Tracked, -0.3026079, -0.2116776, 1.456197, Tracked, -0.3130603, -0.2800789, 1.474693, Tracked, -0.1144538, 0.06621452, 1.902258, Inferred, -0.09728091, -0.170868, 1.91139, Tracked, -0.07437684, -0.3626936, 1.715885, Tracked, -0.07911431, -0.4656092, 1.63028, Inferred, -0.27765, -0.3186321, 1.558634, Tracked, -0.3251495, -0.6223007, 1.461856, Tracked, -0.4435596, -0.9945895, 1.429374, Inferred, -0.3765257, -1.045202, 1.334608, Inferred, -0.1787027, -0.3652361, 1.644216, Tracked, -0.1608991, -0.6855421, 1.615692, Tracked, -0.1950917, -1.066894, 1.608199, Inferred, -0.1125827, -1.102712, 1.519805, Inferred, -0.2179077, 0.1776732, 1.782433, Tracked, -0.2988132, -0.3454627, 1.443579, Tracked, -0.375832, -0.2881036, 1.497716, Tracked, -0.08113288, -0.529776, 1.59979, Tracked, -0.09864145, -0.4460908, 1.58966, Tracked,
Kinect 2: 0.8453487, -0.2327863, -0.348812, 1.633708, Tracked, -0.2248036, -0.04368434, 1.723256, Tracked, -0.2152416, 0.249608, 1.799406, Tracked, -0.1771762, 0.3552743, 1.872949, Tracked, -0.3372781, 0.1494911, 1.632961, Tracked, -0.4153352, -0.05112103, 1.507234, Tracked, -0.302591, -0.2118156, 1.456285, Tracked, -0.279116, -0.2643312, 1.481609, Tracked, -0.1144459, 0.06623705, 1.902321, Inferred, -0.09729471, -0.1709355, 1.912027, Tracked, -0.07454187, -0.3626948, 1.716401, Tracked, -0.08079319, -0.4683563, 1.629256, Inferred, -0.2777738, -0.3186765, 1.558852, Tracked, -0.3250655, -0.6221267, 1.461792, Tracked, -0.4415953, -0.995366, 1.430938, Inferred, -0.3740478, -1.045977, 1.336589, Inferred, -0.1787536, -0.3652584, 1.644245, Tracked, -0.1608732, -0.6854441, 1.615805, Tracked, -0.194701, -1.06697, 1.610573, Inferred, -0.112079, -1.103143, 1.522566, Inferred, -0.2178652, 0.1776816, 1.782513, Tracked, -0.2185756, -0.3200991, 1.462197, Tracked, -0.3320144, -0.3039719, 1.464318, Tracked, -0.08289196, -0.5328016, 1.599157, Tracked, -0.103533, -0.4601505, 1.585955, Tracked,
Kinect 2: 0.8797141, -0.2327334, -0.3488865, 1.633696, Tracked, -0.2247514, -0.04366279, 1.723271, Tracked, -0.2151526, 0.2498269, 1.799452, Tracked, -0.1769173, 0.3554823, 1.872806, Tracked, -0.3372737, 0.1494861, 1.632967, Tracked, -0.4153853, -0.05121117, 1.507165, Tracked, -0.3025967, -0.2119063, 1.456245, Tracked, -0.2780518, -0.2633908, 1.480603, Tracked, -0.1144229, 0.0664779, 1.902369, Inferred, -0.09729343, -0.1708114, 1.912369, Tracked, -0.07522113, -0.3628469, 1.716908, Tracked, -0.08110671, -0.4728519, 1.626589, Inferred, -0.2776883, -0.318826, 1.558935, Tracked, -0.3250014, -0.6223106, 1.461853, Tracked, -0.4607493, -0.9890563, 1.439988, Inferred, -0.400571, -1.047334, 1.3472, Inferred, -0.178698, -0.365306, 1.64414, Tracked, -0.160842, -0.6853461, 1.615804, Tracked, -0.1956805, -1.066934, 1.612699, Inferred, -0.113179, -1.10376, 1.525017, Inferred, -0.2177822, 0.1778347, 1.782552, Tracked, -0.2192814, -0.3196504, 1.459451, Tracked, -0.332173, -0.303923, 1.464243, Tracked, -0.0820819, -0.5380062, 1.598873, Tracked, -0.1016601, -0.4540927, 1.585899, Tracked,
Kinect 2: 0.9137084, -0.2326548, -0.3490268, 1.633585, Tracked, -0.2246711, -0.04374534, 1.723172, Tracked, -0.2150968, 0.2497928, 1.799333, Tracked, -0.1768744, 0.3554533, 1.872691, Tracked, -0.3371618, 0.1493438, 1.632789, Tracked, -0.4153572, -0.05073023, 1.50693, Tracked, -0.3028258, -0.2116901, 1.456253, Tracked, -0.2782882, -0.2617623, 1.479382, Tracked, -0.1144146, 0.06645932, 1.902262, Inferred, -0.09727319, -0.1708141, 1.912168, Tracked, -0.0751894, -0.3602332, 1.714035, Tracked, -0.08084019, -0.4664632, 1.627437, Tracked, -0.2775988, -0.3189704, 1.55889, Tracked, -0.3246073, -0.6217641, 1.461853, Tracked, -0.4391604, -0.9962157, 1.424361, Inferred, -0.3705274, -1.044489, 1.328703, Inferred, -0.1786285, -0.3654384, 1.643925, Tracked, -0.1607948, -0.6857274, 1.615799, Tracked, -0.1955728, -1.06711, 1.613627, Inferred, -0.1130057, -1.104108, 1.526123, Inferred, -0.21772, 0.177793, 1.782443, Tracked, -0.2192263, -0.3156035, 1.459057, Tracked, -0.3329491, -0.3031631, 1.464108, Tracked, -0.08231051, -0.5305199, 1.59939, Tracked, -0.1012072, -0.4450879, 1.58668, Tracked,
Kinect 2: 0.9466821, -0.2326396, -0.3490265, 1.633598, Tracked, -0.2246316, -0.04376122, 1.723201, Tracked, -0.21506, 0.2497646, 1.799357, Tracked, -0.1768706, 0.355444, 1.872699, Tracked, -0.3371698, 0.1493052, 1.632778, Tracked, -0.4152017, -0.05047427, 1.506999, Tracked, -0.3029045, -0.2116108, 1.456295, Tracked, -0.2790572, -0.2637209, 1.480801, Tracked, -0.1144086, 0.06644654, 1.902277, Inferred, -0.09704183, -0.1715898, 1.91191, Tracked, -0.07159039, -0.357841, 1.711054, Tracked, -0.07818522, -0.4532262, 1.636489, Inferred, -0.2775826, -0.3189714, 1.558896, Tracked, -0.3246065, -0.6217703, 1.461831, Tracked, -0.4292447, -0.9990027, 1.41977, Inferred, -0.3576062, -1.043678, 1.323669, Inferred, -0.1786159, -0.3654333, 1.643943, Tracked, -0.160738, -0.6858898, 1.615923, Tracked, -0.1945125, -1.067262, 1.614098, Inferred, -0.1117513, -1.104099, 1.526667, Inferred, -0.2176807, 0.177769, 1.78247, Tracked, -0.2216332, -0.3194002, 1.459249, Tracked, -0.3322493, -0.3039865, 1.464223, Tracked, -0.08046205, -0.5172908, 1.604776, Tracked, -0.09733144, -0.4296401, 1.59396, Tracked,
Kinect 2: 0.9792041, -0.2325203, -0.3490839, 1.63352, Tracked, -0.2245604, -0.04379336, 1.723176, Tracked, -0.2150429, 0.2497552, 1.799353, Tracked, -0.1768732, 0.3555062, 1.872484, Tracked, -0.3371347, 0.1492803, 1.632729, Tracked, -0.4150817, -0.05047328, 1.50694, Tracked, -0.3028491, -0.2116724, 1.456221, Tracked, -0.2782471, -0.2626754, 1.47967, Tracked, -0.1144083, 0.06644485, 1.902276, Inferred, -0.09701497, -0.1715501, 1.911953, Tracked, -0.07175604, -0.3623059, 1.71548, Tracked, -0.07131051, -0.4096109, 1.666053, Tracked, -0.2774404, -0.3190448, 1.55884, Tracked, -0.3245603, -0.621761, 1.461742, Tracked, -0.4203399, -1.001048, 1.412818, Inferred, -0.3462194, -1.041952, 1.315951, Inferred, -0.1785176, -0.365467, 1.643833, Tracked, -0.1607124, -0.6859409, 1.61588, Tracked, -0.1954847, -1.067283, 1.614005, Inferred, -0.1128562, -1.104358, 1.52654, Inferred, -0.2176526, 0.1777563, 1.782463, Tracked, -0.223345, -0.3157815, 1.456668, Tracked, -0.3333743, -0.3032222, 1.464553, Tracked, -0.06917689, -0.4672498, 1.623902, Tracked, -0.08602417, -0.3725604, 1.634818, Tracked,
Kinect 2: 1.0147922, -0.2324834, -0.3490449, 1.633586, Tracked, -0.2244861, -0.04381226, 1.723211, Tracked, -0.2149207, 0.2496607, 1.79934, Tracked, -0.1769128, 0.355518, 1.872349, Tracked, -0.336877, 0.1494372, 1.63286, Tracked, -0.4150737, -0.05042264, 1.506901, Tracked, -0.3029421, -0.2116726, 1.456022, Tracked, -0.2787638, -0.2633135, 1.480762, Tracked, -0.1143509, 0.06638437, 1.902266, Inferred, -0.09695383, -0.1714695, 1.912072, Tracked, -0.07172567, -0.3629102, 1.716253, Tracked, -0.07078576, -0.4096854, 1.667357, Tracked, -0.2773328, -0.318877, 1.558746, Tracked, -0.3245746, -0.6219227, 1.461801, Tracked, -0.4266251, -0.9996613, 1.417736, Inferred, -0.3541656, -1.043237, 1.321389, Inferred, -0.1785089, -0.3655146, 1.644255, Tracked, -0.1606611, -0.6859699, 1.615912, Tracked, -0.1938997, -1.067502, 1.615675, Inferred, -0.1109511, -1.104534, 1.528557, Inferred, -0.2175443, 0.177688, 1.782467, Tracked, -0.2211518, -0.3188625, 1.458607, Tracked, -0.3321825, -0.304183, 1.463965, Tracked, -0.07086703, -0.4674888, 1.625359, Tracked, -0.08597701, -0.3726942, 1.634851, Tracked,
