Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 0.0234844, -0.07258292, -0.5027341, 1.968019, Tracked, 0.01799328, -0.1809165, 2.027204, Tracked, 0.1073459, 0.1292947, 2.064356, Tracked, 0.1986206, 0.2287243, 2.111367, Tracked, -0.04448989, 0.05323993, 1.948974, Tracked, -0.2135895, -0.07783107, 1.835529, Tracked, -0.1494299, -0.2494291, 1.776315, Tracked, -0.1269422, -0.3052425, 1.801253, Tracked, 0.2128081, -0.08686656, 2.187226, Tracked, 0.182487, -0.2833699, 2.19828, Tracked, 0.1581152, -0.4080216, 2.048338, Tracked, 0.1587701, -0.4158933, 2.014984, Tracked, -0.1295659, -0.4575226, 1.880245, Tracked, -0.176596, -0.7570778, 1.749775, Tracked, -0.3139158, -1.113086, 1.76475, Inferred, -0.2616957, -1.164554, 1.660437, Inferred, -0.01301297, -0.5276217, 1.976655, Tracked, -0.004855629, -0.7947303, 1.902956, Tracked, -0.1690422, -1.197646, 1.849471, Inferred, -0.13407, -1.220891, 1.736048, Inferred, 0.08500069, 0.05303351, 2.058426, Tracked, -0.1172661, -0.3798528, 1.780969, Tracked, -0.1556381, -0.2693831, 1.75337, Tracked, 0.1369508, -0.4462357, 1.976349, Tracked, 0.1242423, -0.4013369, 1.963632, Tracked,
Kinect 2: 2.1899629, 0.3368459, -0.4177626, 1.50023, Tracked, 0.4773877, -0.08267356, 1.569317, Tracked, 0.6072242, 0.2360305, 1.621933, Tracked, 0.7146416, 0.3237607, 1.67159, Tracked, 0.4210915, 0.1538543, 1.494189, Tracked, 0.2462958, 0.01371689, 1.392034, Tracked, 0.2697014, -0.2051858, 1.333759, Tracked, 0.2772782, -0.2607037, 1.362591, Inferred, 0.6706524, -0.002262843, 1.693377, Inferred, 0.6159356, -0.2539536, 1.647444, Tracked, 0.6010488, -0.3718255, 1.490474, Inferred, 0.6018341, -0.41173, 1.440366, Inferred, 0.2676381, -0.3714455, 1.428595, Tracked, 0.1500636, -0.6447926, 1.331087, Tracked, 0.003279598, -1.015569, 1.245202, Inferred, 0.04716767, -1.043298, 1.126605, Inferred, 0.389145, -0.4427404, 1.49568, Tracked, 0.3984512, -0.7101425, 1.424041, Tracked, 0.4268787, -1.143372, 1.365638, Inferred, 0.4805001, -1.155678, 1.257132, Inferred, 0.5762112, 0.1583463, 1.611194, Tracked, 0.2763648, -0.3076389, 1.335806, Tracked, 0.3385347, -0.2430324, 1.357339, Tracked, 0.5910624, -0.4072766, 1.421762, Inferred, 0.5861453, -0.3898311, 1.410101, Inferred,
Kinect 2: 2.2235464, 0.3387392, -0.418167, 1.499763, Tracked, 0.4795485, -0.08274195, 1.569169, Tracked, 0.6096203, 0.2363204, 1.622169, Tracked, 0.7171413, 0.324003, 1.67157, Tracked, 0.4211538, 0.1538205, 1.49427, Tracked, 0.2481128, 0.01278861, 1.393613, Tracked, 0.2759304, -0.1709786, 1.343302, Tracked, 0.2863624, -0.2144001, 1.373149, Tracked, 0.6730585, -0.001896404, 1.693592, Inferred, 0.6228186, -0.2555098, 1.660795, Tracked, 0.5949966, -0.3546013, 1.492006, Tracked, 0.544461, -0.3555943, 1.493758, Inferred, 0.26927, -0.3720829, 1.428281, Tracked, 0.1506226, -0.6457561, 1.331217, Tracked, 0.002990697, -1.015661, 1.24617, Inferred, 0.04647176, -1.043395, 1.127352, Inferred, 0.3911081, -0.4428824, 1.495136, Tracked, 0.3977998, -0.7103074, 1.421777, Tracked, 0.4221956, -1.143533, 1.3606, Inferred, 0.475395, -1.155696, 1.251675, Inferred, 0.5785531, 0.1585421, 1.611325, Tracked, 0.2930219, -0.2569394, 1.3478, Tracked, 0.3469971, -0.1862346, 1.371653, Tracked, 0.5259325, -0.4009195, 1.472163, Tracked, 0.5298277, -0.3265167, 1.46635, Tracked,
Kinect 2: 2.2586096, 0.3427801, -0.4182682, 1.501598, Tracked, 0.4833711, -0.08267016, 1.57086, Tracked, 0.6130624, 0.2365626, 1.623725, Tracked, 0.7202364, 0.3246869, 1.671589, Tracked, 0.4258041, 0.155407, 1.500832, Tracked, 0.2511553, 0.01230504, 1.401443, Tracked, 0.2866009, -0.2078603, 1.349413, Tracked, 0.2960371, -0.2687365, 1.371035, Tracked, 0.6764864, -0.001573049, 1.695125, Inferred, 0.625749, -0.2552562, 1.665361, Inferred, 0.5766763, -0.3428557, 1.494514, Tracked, 0.5270113, -0.3621391, 1.483607, Inferred, 0.2736418, -0.3725102, 1.431361, Tracked, 0.1632841, -0.6494732, 1.348431, Tracked, 0.0253771, -1.027607, 1.281861, Inferred, 0.06883183, -1.057443, 1.164231, Inferred, 0.3946729, -0.4427677, 1.496045, Tracked, 0.4025367, -0.7110034, 1.435488, Tracked, 0.4289798, -1.145547, 1.394687, Inferred, 0.4822119, -1.159427, 1.285967, Inferred, 0.5821049, 0.1587414, 1.612916, Tracked, 0.3077415, -0.3248456, 1.349335, Tracked, 0.3604785, -0.2465013, 1.37718, Tracked, 0.5034085, -0.4025868, 1.447018, Tracked, 0.4910424, -0.3120554, 1.431818, Tracked,
Kinect 2: 2.2899027, 0.3446817, -0.4183349, 1.500925, Tracked, 0.4849025, -0.08256828, 1.570489, Tracked, 0.6142412, 0.2367811, 1.623613, Tracked, 0.7221856, 0.3240952, 1.671711, Tracked, 0.4255442, 0.1552942, 1.500288, Tracked, 0.2515112, 0.01208853, 1.401093, Tracked, 0.2839765, -0.2020919, 1.344814, Tracked, 0.2948571, -0.252926, 1.366529, Tracked, 0.6776694, -0.001324269, 1.695003, Inferred, 0.6261083, -0.2548895, 1.665714, Tracked, 0.5807558, -0.3423915, 1.493806, Tracked, 0.5314646, -0.3563941, 1.480917, Inferred, 0.2749727, -0.3729123, 1.431076, Tracked, 0.1622165, -0.6509569, 1.342779, Tracked, 0.02306993, -1.025162, 1.269776, Inferred, 0.06633225, -1.053912, 1.151495, Inferred, 0.3971411, -0.4423587, 1.494851, Tracked, 0.4019517, -0.7104141, 1.427623, Tracked, 0.4236631, -1.144628, 1.376151, Inferred, 0.4763606, -1.157615, 1.266845, Inferred, 0.5833687, 0.1589344, 1.612742, Tracked, 0.296614, -0.2957959, 1.347486, Tracked, 0.3607649, -0.2346282, 1.365092, Tracked, 0.5034258, -0.3937648, 1.441353, Tracked, 0.493356, -0.3110013, 1.431166, Tracked,
Kinect 2: 2.3240267, 0.3473813, -0.4188313, 1.501663, Tracked, 0.4868906, -0.08271843, 1.571126, Tracked, 0.6156072, 0.236898, 1.624172, Tracked, 0.7237235, 0.3240446, 1.672025, Tracked, 0.4264178, 0.1552562, 1.50186, Tracked, 0.2519904, 0.01138227, 1.402482, Tracked, 0.2845208, -0.2010384, 1.345791, Tracked, 0.2928898, -0.2568699, 1.374571, Tracked, 0.6790287, -0.001176632, 1.695554, Inferred, 0.6269639, -0.2546594, 1.666404, Tracked, 0.5206277, -0.3979362, 1.472032, Tracked, 0.5172702, -0.4459627, 1.453083, Inferred, 0.277224, -0.3735246, 1.431768, Tracked, 0.1682148, -0.6513501, 1.348776, Tracked, 0.0324796, -1.029842, 1.282228, Inferred, 0.07580679, -1.059312, 1.164424, Inferred, 0.4000328, -0.4427387, 1.495667, Tracked, 0.4026238, -0.7111239, 1.431744, Tracked, 0.4209835, -1.145874, 1.385494, Inferred, 0.4735323, -1.159508, 1.276106, Inferred, 0.5848808, 0.1589918, 1.613319, Tracked, 0.2979315, -0.3103724, 1.350443, Tracked, 0.3559691, -0.2315779, 1.373712, Tracked, 0.5180058, -0.5173721, 1.430903, Tracked, 0.4972941, -0.4951631, 1.404111, Tracked,
Kinect 2: 2.3567471, 0.3491839, -0.4190041, 1.502351, Tracked, 0.4886521, -0.08302747, 1.571812, Tracked, 0.6172423, 0.2365016, 1.624869, Tracked, 0.7248446, 0.3242282, 1.672171, Tracked, 0.4270063, 0.1551424, 1.503166, Tracked, 0.2529429, 0.01127085, 1.404749, Tracked, 0.2890368, -0.1994449, 1.346913, Tracked, 0.2980948, -0.256965, 1.374362, Tracked, 0.6806493, -0.001539259, 1.696239, Inferred, 0.6306622, -0.2554494, 1.669042, Tracked, 0.5807834, -0.3399048, 1.496754, Tracked, 0.5316704, -0.3527182, 1.481936, Tracked, 0.2790823, -0.3740746, 1.433677, Tracked, 0.16912, -0.6571856, 1.350707, Tracked, 0.03614192, -1.031214, 1.285813, Inferred, 0.07929998, -1.060668, 1.167928, Inferred, 0.4019823, -0.4426626, 1.495493, Tracked, 0.4032388, -0.7111648, 1.432417, Tracked, 0.4195868, -1.146096, 1.387489, Inferred, 0.471884, -1.159922, 1.27791, Inferred, 0.5865567, 0.1586113, 1.614014, Tracked, 0.301076, -0.3142833, 1.350058, Tracked, 0.3589057, -0.2368635, 1.375476, Tracked, 0.5034207, -0.3881841, 1.445587, Tracked, 0.4900393, -0.2994734, 1.419842, Tracked,
Kinect 2: 2.3906705, 0.3501546, -0.4191098, 1.502364, Tracked, 0.4898922, -0.08307724, 1.57204, Tracked, 0.6187525, 0.2365359, 1.625394, Tracked, 0.7263703, 0.3242727, 1.6726, Tracked, 0.4276457, 0.1552151, 1.50359, Tracked, 0.2536687, 0.01127891, 1.405461, Tracked, 0.2894694, -0.1998005, 1.347075, Tracked, 0.2991675, -0.2550701, 1.372541, Tracked, 0.6821544, -0.001481717, 1.696759, Inferred, 0.6328596, -0.2555514, 1.670985, Tracked, 0.5232238, -0.3926968, 1.473881, Tracked, 0.4834073, -0.4281439, 1.427786, Inferred, 0.2798089, -0.3741485, 1.433816, Tracked, 0.1729572, -0.652362, 1.348956, Tracked, 0.04004302, -1.031607, 1.279845, Inferred, 0.08334981, -1.060316, 1.161733, Inferred, 0.4030497, -0.4427991, 1.495324, Tracked, 0.4037649, -0.7114269, 1.434276, Tracked, 0.4193209, -1.146568, 1.392562, Inferred, 0.4715935, -1.160754, 1.283016, Inferred, 0.5880011, 0.1586209, 1.614456, Tracked, 0.304502, -0.3074293, 1.349489, Tracked, 0.3601272, -0.2347445, 1.374464, Tracked, 0.4585011, -0.4464015, 1.404728, Tracked, 0.4541523, -0.3849186, 1.393687, Tracked,
Kinect 2: 2.4231927, 0.352063, -0.4193022, 1.502383, Tracked, 0.4910971, -0.0829265, 1.572235, Tracked, 0.6194775, 0.2369242, 1.625717, Tracked, 0.7273489, 0.3244008, 1.672824, Tracked, 0.4284821, 0.1553381, 1.505345, Tracked, 0.2540976, 0.01172306, 1.406397, Tracked, 0.2902578, -0.2012509, 1.346208, Tracked, 0.2966374, -0.2595288, 1.367877, Tracked, 0.6828812, -0.00107936, 1.697082, Inferred, 0.6332996, -0.2551019, 1.6712, Tracked, 0.523606, -0.392531, 1.474333, Tracked, 0.4837613, -0.427369, 1.42764, Inferred, 0.2816197, -0.3748935, 1.435823, Tracked, 0.176084, -0.6501585, 1.347488, Tracked, 0.04289964, -1.031439, 1.272681, Inferred, 0.08613086, -1.059109, 1.154056, Inferred, 0.4062544, -0.4424935, 1.493009, Tracked, 0.4045433, -0.711337, 1.434529, Tracked, 0.4164567, -1.146819, 1.396855, Inferred, 0.468527, -1.161543, 1.287223, Inferred, 0.5888258, 0.1589535, 1.614747, Tracked, 0.3034899, -0.3133602, 1.345113, Tracked, 0.3589423, -0.2380105, 1.374734, Tracked, 0.4557611, -0.4419095, 1.404067, Tracked, 0.4546085, -0.384908, 1.3938, Tracked,
Kinect 2: 2.4566357, 0.3535075, -0.419288, 1.501233, Tracked, 0.4916635, -0.08284784, 1.571833, Tracked, 0.6195589, 0.2369838, 1.625682, Tracked, 0.7275603, 0.3243278, 1.673179, Tracked, 0.4288571, 0.1547907, 1.503787, Tracked, 0.2553167, 0.01060514, 1.404835, Tracked, 0.290355, -0.2008848, 1.345016, Tracked, 0.3016416, -0.2525768, 1.365956, Tracked, 0.6829641, -0.001015448, 1.697045, Inferred, 0.6335754, -0.2550642, 1.670942, Tracked, 0.5253773, -0.394552, 1.474749, Tracked, 0.4866948, -0.4296354, 1.424479, Inferred, 0.2832155, -0.374855, 1.434257, Tracked, 0.1798433, -0.6278971, 1.332817, Tracked, 0.03449998, -1.020805, 1.230384, Inferred, 0.07783459, -1.045115, 1.110287, Inferred, 0.4070418, -0.4424855, 1.492379, Tracked, 0.4036607, -0.7109514, 1.425798, Tracked, 0.4129276, -1.145804, 1.375198, Inferred, 0.4648784, -1.159279, 1.265267, Inferred, 0.5889847, 0.1590242, 1.614658, Tracked, 0.3074688, -0.2965282, 1.345102, Tracked, 0.3678488, -0.2317128, 1.365025, Tracked, 0.4575164, -0.4812931, 1.395012, Tracked, 0.4549965, -0.3930179, 1.386727, Tracked,
Kinect 2: 2.4889885, 0.3550863, -0.4200099, 1.50088, Tracked, 0.492445, -0.08304048, 1.571704, Tracked, 0.6197692, 0.2370488, 1.625696, Tracked, 0.7277066, 0.3244702, 1.673145, Tracked, 0.4290202, 0.1547512, 1.503781, Tracked, 0.2560425, 0.01026293, 1.404716, Tracked, 0.2906867, -0.2009424, 1.344797, Tracked, 0.2990995, -0.2560733, 1.368817, Tracked, 0.6831748, -0.0009455145, 1.697059, Inferred, 0.633989, -0.2550231, 1.67078, Inferred, 0.5802131, -0.3312577, 1.495609, Tracked, 0.532214, -0.34378, 1.475225, Tracked, 0.2845385, -0.3756524, 1.434052, Tracked, 0.1808127, -0.6323504, 1.333752, Tracked, 0.03770839, -1.023188, 1.234749, Inferred, 0.08111593, -1.047791, 1.114864, Inferred, 0.4084031, -0.4430158, 1.491957, Tracked, 0.4042775, -0.7114803, 1.425279, Tracked, 0.4124285, -1.146348, 1.374505, Inferred, 0.4643776, -1.1598, 1.264559, Inferred, 0.5893019, 0.1590521, 1.614648, Tracked, 0.3023164, -0.306606, 1.345067, Tracked, 0.3617267, -0.2367433, 1.371032, Tracked, 0.4999207, -0.3623848, 1.436831, Tracked, 0.4908333, -0.289111, 1.417341, Tracked,
Kinect 2: 2.5248674, 0.3561425, -0.4204572, 1.499304, Tracked, 0.4930118, -0.08308516, 1.571198, Tracked, 0.6199739, 0.2371726, 1.62571, Tracked, 0.7280819, 0.3244136, 1.673234, Tracked, 0.4290751, 0.1543998, 1.501806, Tracked, 0.2573701, 0.009473526, 1.401286, Tracked, 0.2899599, -0.1903695, 1.340522, Tracked, 0.3018151, -0.2380733, 1.363304, Tracked, 0.6833805, -0.0008165363, 1.697072, Inferred, 0.6341099, -0.2548681, 1.670371, Tracked, 0.5473598, -0.3426582, 1.488739, Tracked, 0.4976554, -0.3759487, 1.437728, Inferred, 0.2857262, -0.375914, 1.431877, Tracked, 0.1801063, -0.6229851, 1.323385, Tracked, 0.02863168, -1.014308, 1.20811, Inferred, 0.07203537, -1.037066, 1.087394, Inferred, 0.4090974, -0.4435475, 1.490939, Tracked, 0.4060812, -0.7116063, 1.41978, Tracked, 0.4159594, -1.145843, 1.361865, Inferred, 0.4681183, -1.158401, 1.252015, Inferred, 0.589563, 0.1591444, 1.614578, Tracked, 0.3042822, -0.2815023, 1.344872, Tracked, 0.365964, -0.2182601, 1.361769, Tracked, 0.4529036, -0.4122019, 1.390283, Tracked, 0.469851, -0.2966172, 1.386522, Tracked,
Kinect 2: 2.5569937, 0.3580682, -0.4204337, 1.499663, Tracked, 0.4938695, -0.0830792, 1.571392, Tracked, 0.6201186, 0.2372153, 1.625848, Tracked, 0.7280618, 0.3246456, 1.673615, Tracked, 0.4303059, 0.1547857, 1.505213, Tracked, 0.2578485, 0.009447508, 1.402791, Tracked, 0.2908123, -0.17031, 1.340101, Tracked, 0.2955918, -0.2277965, 1.366308, Tracked, 0.6835244, -0.0007695723, 1.697209, Inferred, 0.6346774, -0.2548887, 1.67045, Tracked, 0.5275087, -0.3927312, 1.472479, Tracked, 0.4871866, -0.4287784, 1.426704, Tracked, 0.2876299, -0.3759848, 1.433319, Tracked, 0.184894, -0.6300306, 1.333616, Tracked, 0.04098764, -1.023614, 1.234012, Inferred, 0.08434091, -1.048022, 1.114063, Inferred, 0.4111066, -0.4434686, 1.490396, Tracked, 0.4088704, -0.7122047, 1.429925, Tracked, 0.4201311, -1.147548, 1.389022, Inferred, 0.4724796, -1.161667, 1.27953, Inferred, 0.5898361, 0.1591809, 1.614728, Tracked, 0.3041522, -0.2991102, 1.341658, Tracked, 0.3525952, -0.2263327, 1.373423, Tracked, 0.4609227, -0.447685, 1.404999, Tracked, 0.4602687, -0.386204, 1.393319, Tracked,
Kinect 2: 2.5901681, 0.3585984, -0.4205375, 1.499233, Tracked, 0.4941989, -0.08299614, 1.571194, Tracked, 0.6202354, 0.23745, 1.625852, Tracked, 0.7281072, 0.3249697, 1.673672, Tracked, 0.430338, 0.1545713, 1.504101, Tracked, 0.2585511, 0.008798209, 1.402232, Tracked, 0.2901237, -0.192462, 1.34064, Tracked, 0.3005717, -0.2434439, 1.367333, Inferred, 0.6836424, -0.0005288663, 1.697213, Inferred, 0.6347592, -0.2545975, 1.669127, Tracked, 0.5271879, -0.3928731, 1.47169, Tracked, 0.4875437, -0.4281273, 1.424367, Tracked, 0.2882444, -0.3762383, 1.432676, Tracked, 0.1844909, -0.6306746, 1.331751, Tracked, 0.03984319, -1.022709, 1.230744, Inferred, 0.08329949, -1.046992, 1.1108, Inferred, 0.4114115, -0.4434635, 1.490162, Tracked, 0.4098001, -0.7117864, 1.423072, Tracked, 0.4219933, -1.146454, 1.371628, Inferred, 0.4742496, -1.159387, 1.261918, Inferred, 0.5900003, 0.159367, 1.614685, Tracked, 0.2993394, -0.2917606, 1.34302, Tracked, 0.3618564, -0.2251462, 1.366233, Tracked, 0.4635256, -0.4475541, 1.402871, Tracked, 0.4588903, -0.3875357, 1.391284, Tracked,
Kinect 2: 2.6237411, 0.3593049, -0.4206699, 1.499011, Tracked, 0.494641, -0.08298475, 1.571017, Tracked, 0.6203518, 0.2375598, 1.6258, Tracked, 0.7280136, 0.3253221, 1.673905, Tracked, 0.4302628, 0.1545805, 1.503972, Tracked, 0.2601767, 0.009766177, 1.402741, Tracked, 0.2962544, -0.1963287, 1.341721, Tracked, 0.3059286, -0.2501087, 1.367919, Inferred, 0.6837596, -0.0004156973, 1.697159, Inferred, 0.6353845, -0.2545374, 1.668301, Tracked, 0.537314, -0.4131232, 1.482145, Tracked, 0.4928637, -0.4617573, 1.42086, Tracked, 0.2888148, -0.3765491, 1.432788, Tracked, 0.1847654, -0.6314778, 1.331086, Tracked, 0.04027196, -1.02263, 1.229256, Inferred, 0.08372888, -1.046741, 1.109247, Inferred, 0.4122532, -0.4433872, 1.489481, Tracked, 0.4097268, -0.7115992, 1.420441, Tracked, 0.4205071, -1.146083, 1.365875, Inferred, 0.4726325, -1.158733, 1.256015, Inferred, 0.5901913, 0.1594629, 1.614602, Tracked, 0.3075744, -0.3028017, 1.344243, Tracked, 0.3650958, -0.2284714, 1.368993, Tracked, 0.4727082, -0.5171348, 1.39014, Tracked, 0.4673293, -0.4194073, 1.394705, Tracked,
Kinect 2: 2.6567199, 0.3597212, -0.4207364, 1.49879, Tracked, 0.4948608, -0.08291918, 1.570948, Tracked, 0.6204123, 0.2377778, 1.625874, Tracked, 0.7280734, 0.3255477, 1.674084, Tracked, 0.430287, 0.1546479, 1.503855, Tracked, 0.2605567, 0.009936401, 1.402666, Tracked, 0.2961939, -0.1964932, 1.341581, Tracked, 0.3049387, -0.2506355, 1.36593, Inferred, 0.6838207, -0.0001933339, 1.697234, Inferred, 0.6356285, -0.2543329, 1.668047, Inferred, 0.5295877, -0.39326, 1.470249, Tracked, 0.5287433, -0.4368206, 1.454202, Inferred, 0.2891984, -0.3765909, 1.432543, Tracked, 0.184981, -0.6323791, 1.33108, Tracked, 0.04091415, -1.022979, 1.230028, Inferred, 0.08441086, -1.047167, 1.110083, Inferred, 0.4125533, -0.4434668, 1.489326, Tracked, 0.4099441, -0.711693, 1.420471, Tracked, 0.420608, -1.146202, 1.366198, Inferred, 0.4727826, -1.158871, 1.256376, Inferred, 0.5902924, 0.1596208, 1.61463, Tracked, 0.3071392, -0.3032394, 1.342989, Tracked, 0.3636845, -0.2289695, 1.36934, Tracked, 0.5235687, -0.50708, 1.426351, Tracked, 0.5077904, -0.4782252, 1.40175, Tracked,
Kinect 2: 2.6898382, 0.360263, -0.4210017, 1.498515, Tracked, 0.4951387, -0.08288182, 1.570863, Tracked, 0.6205215, 0.2380947, 1.625957, Tracked, 0.7283006, 0.3257441, 1.67424, Tracked, 0.4299758, 0.1543654, 1.503409, Tracked, 0.2607426, 0.009737011, 1.402683, Tracked, 0.2960846, -0.1967576, 1.341738, Tracked, 0.3057641, -0.2509442, 1.367942, Inferred, 0.6839302, 0.0001279543, 1.697317, Inferred, 0.6359172, -0.2540291, 1.6678, Inferred, 0.5787807, -0.3263195, 1.49191, Tracked, 0.5323473, -0.3410335, 1.47208, Tracked, 0.2896418, -0.3768896, 1.43233, Tracked, 0.1853329, -0.6330191, 1.330559, Tracked, 0.04148099, -1.023196, 1.229251, Inferred, 0.08503537, -1.047319, 1.109323, Inferred, 0.413049, -0.443669, 1.489026, Tracked, 0.4098133, -0.7119017, 1.420065, Tracked, 0.4195158, -1.146427, 1.36561, Inferred, 0.4717101, -1.159112, 1.255798, Inferred, 0.5904441, 0.1598372, 1.614658, Tracked, 0.3072229, -0.303695, 1.344989, Tracked, 0.363512, -0.228519, 1.369051, Tracked, 0.5017707, -0.3582163, 1.432654, Tracked, 0.4904248, -0.2862071, 1.416826, Tracked,
Kinect 2: 2.7236438, 0.3612986, -0.4210134, 1.498938, Tracked, 0.4957359, -0.08272171, 1.571083, Tracked, 0.6207213, 0.2384139, 1.626127, Tracked, 0.7285176, 0.3260552, 1.674529, Tracked, 0.430474, 0.1542497, 1.505491, Tracked, 0.2615586, 0.01067741, 1.404605, Tracked, 0.2952371, -0.1698443, 1.345263, Tracked, 0.3008502, -0.2266754, 1.371621, Tracked, 0.6841301, 0.000450871, 1.697489, Inferred, 0.6364133, -0.2537512, 1.667857, Tracked, 0.5298659, -0.3928239, 1.470438, Tracked, 0.4891936, -0.4293123, 1.426276, Tracked, 0.2906398, -0.3771528, 1.433459, Tracked, 0.1867515, -0.6361411, 1.332604, Tracked, 0.04544053, -1.025214, 1.233868, Inferred, 0.08885004, -1.049406, 1.113917, Inferred, 0.4141613, -0.443493, 1.488938, Tracked, 0.4104577, -0.7118282, 1.421062, Tracked, 0.4194763, -1.146512, 1.36832, Inferred, 0.471455, -1.159317, 1.258324, Inferred, 0.5907394, 0.160119, 1.614829, Tracked, 0.3089312, -0.297562, 1.347751, Tracked, 0.359513, -0.2277897, 1.375574, Tracked, 0.45986, -0.4468455, 1.404639, Tracked, 0.4641982, -0.3821044, 1.394437, Tracked,
Kinect 2: 2.7579731, 0.3618175, -0.4213387, 1.498613, Tracked, 0.4958553, -0.08272165, 1.571041, Tracked, 0.6206445, 0.2386699, 1.626261, Tracked, 0.7285339, 0.3262102, 1.67465, Tracked, 0.4305197, 0.1540337, 1.505156, Tracked, 0.2617843, 0.00974972, 1.40348, Tracked, 0.2935873, -0.1709125, 1.343313, Tracked, 0.3044546, -0.2155255, 1.368944, Tracked, 0.6840535, 0.0007095671, 1.697623, Inferred, 0.6364897, -0.2535141, 1.667882, Inferred, 0.529254, -0.3918482, 1.470297, Tracked, 0.4886037, -0.4283423, 1.424852, Tracked, 0.2912788, -0.3774031, 1.432525, Tracked, 0.1869437, -0.6361085, 1.332423, Tracked, 0.04480814, -1.025365, 1.234665, Inferred, 0.08823611, -1.049761, 1.114818, Inferred, 0.4145927, -0.4439197, 1.488986, Tracked, 0.4111146, -0.7122432, 1.421234, Tracked, 0.4205003, -1.146924, 1.368688, Inferred, 0.4726136, -1.159711, 1.258802, Inferred, 0.5907411, 0.1602545, 1.614885, Tracked, 0.305411, -0.2618511, 1.342123, Tracked, 0.3654022, -0.1908641, 1.3692, Tracked, 0.4632681, -0.4493313, 1.404383, Tracked, 0.4617176, -0.3848437, 1.39253, Tracked,
Kinect 2: 2.7889966, 0.3624845, -0.4220665, 1.497489, Tracked, 0.4960785, -0.08294211, 1.570666, Tracked, 0.6206267, 0.2386764, 1.626255, Tracked, 0.7285443, 0.3261853, 1.674708, Tracked, 0.4307353, 0.1538341, 1.503746, Tracked, 0.2625827, 0.009433012, 1.4012, Tracked, 0.3040783, -0.2037971, 1.330778, Tracked, 0.3123936, -0.2695665, 1.356146, Inferred, 0.6840355, 0.0007165227, 1.697617, Inferred, 0.636623, -0.2535265, 1.667773, Inferred, 0.5293048, -0.3914946, 1.469967, Tracked, 0.4902928, -0.4254307, 1.421061, Tracked, 0.2921012, -0.378067, 1.430645, Tracked, 0.1874916, -0.6249558, 1.319829, Tracked, 0.03779201, -1.015994, 1.200881, Inferred, 0.08134864, -1.037781, 1.080001, Inferred, 0.4149939, -0.4446169, 1.488446, Tracked, 0.4106278, -0.7126018, 1.416477, Tracked, 0.4186062, -1.14676, 1.357198, Inferred, 0.4707814, -1.158906, 1.247274, Inferred, 0.5907423, 0.1602484, 1.614854, Tracked, 0.3120752, -0.3449402, 1.331015, Tracked, 0.3728142, -0.2530715, 1.361711, Tracked, 0.4585142, -0.4784117, 1.388806, Tracked, 0.4529538, -0.392825, 1.380393, Tracked,
