Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 1.722739, 0.01462443, -0.3009231, 1.216752, Tracked, 0.03481846, 0.02320126, 1.275406, Tracked, 0.05340054, 0.3274978, 1.316127, Tracked, 0.09323096, 0.4809088, 1.315779, Tracked, -0.1331038, 0.220099, 1.300215, Tracked, -0.222672, -0.01321056, 1.29308, Tracked, -0.2265122, -0.166114, 1.160426, Tracked, -0.1761359, -0.2116812, 1.14615, Tracked, 0.2432571, 0.1835254, 1.292956, Tracked, 0.318102, -0.02054043, 1.294502, Tracked, 0.257288, -0.1766298, 1.181359, Tracked, 0.1765713, -0.2323912, 1.141839, Tracked, -0.07357757, -0.2834758, 1.173281, Tracked, -0.1580577, -0.662785, 0.9429527, Inferred, -0.2379236, -1.020502, 0.7508207, Inferred, -0.2409147, -1.004776, 0.5817782, Inferred, 0.1018316, -0.3001485, 1.186579, Tracked, 0.1135505, -0.7266025, 1.116427, Inferred, 0.1268104, -1.130198, 1.078683, Inferred, 0.128171, -1.15489, 0.9139972, Inferred, 0.04896131, 0.2539028, 1.30837, Tracked, -0.1707981, -0.3003283, 1.090453, Tracked, -0.1278329, -0.2106498, 1.0927, Tracked, 0.1421532, -0.3256257, 1.088362, Tracked, 0.1245394, -0.1585651, 1.115952, Tracked,
Kinect 2: 2.1230629, 0.01539669, -0.3501666, 1.367073, Tracked, 0.009852909, -0.0171904, 1.428595, Tracked, 0.004826691, 0.2976332, 1.47367, Tracked, 0.04152762, 0.4476427, 1.497256, Tracked, -0.1706876, 0.179609, 1.427655, Tracked, -0.2589992, -0.04785142, 1.396794, Tracked, -0.2831133, -0.03186722, 1.363526, Tracked, -0.3077733, 0.01241272, 1.391173, Tracked, 0.1987554, 0.1597518, 1.478046, Tracked, 0.2657172, -0.06019178, 1.480168, Tracked, 0.236111, -0.2074405, 1.34075, Tracked, 0.1888588, -0.2556546, 1.321535, Tracked, -0.07067779, -0.3373704, 1.313852, Tracked, -0.08726667, -0.670588, 1.283308, Tracked, -0.1117834, -1.125858, 1.287789, Inferred, -0.09630896, -1.156491, 1.149645, Inferred, 0.1004667, -0.3436852, 1.34553, Tracked, 0.1251327, -0.7265151, 1.201926, Inferred, 0.1514426, -1.10992, 1.088355, Inferred, 0.168318, -1.10772, 0.9424765, Inferred, 0.006085515, 0.2212103, 1.464799, Tracked, -0.3040496, 0.0445537, 1.300368, Tracked, -0.2907961, 0.04508504, 1.395, Tracked, 0.1729299, -0.3176966, 1.264592, Tracked, 0.1505728, -0.2176006, 1.294267, Tracked,
Kinect 2: 2.1540917, 0.01228875, -0.3511775, 1.380802, Tracked, 0.00489674, -0.01832834, 1.440313, Tracked, -0.00167459, 0.2967962, 1.482698, Tracked, 0.03487525, 0.444261, 1.509162, Tracked, -0.1731146, 0.1782416, 1.431128, Tracked, -0.2646822, -0.04824052, 1.404118, Tracked, -0.2958266, -0.02773467, 1.366902, Tracked, -0.3179527, 0.02396129, 1.401487, Tracked, 0.1917616, 0.1594136, 1.495673, Tracked, 0.2561763, -0.06189195, 1.504108, Tracked, 0.2310251, -0.214763, 1.351501, Tracked, 0.1830091, -0.2665436, 1.332495, Tracked, -0.07382265, -0.3386927, 1.326447, Tracked, -0.08807904, -0.6650702, 1.295316, Tracked, -0.1100177, -1.120244, 1.299235, Inferred, -0.08978245, -1.148805, 1.163313, Inferred, 0.09760256, -0.3445251, 1.360223, Tracked, 0.121952, -0.7160797, 1.206154, Inferred, 0.1483926, -1.095937, 1.079637, Inferred, 0.1687657, -1.09128, 0.9359914, Inferred, -9.156936E-05, 0.2202675, 1.474559, Tracked, -0.3370769, 0.04748621, 1.352664, Tracked, -0.3081795, 0.03865761, 1.409609, Tracked, 0.1777992, -0.3325702, 1.284132, Tracked, 0.1455843, -0.2207743, 1.3065, Tracked,
Kinect 2: 2.187042, 0.01048155, -0.3521131, 1.39336, Tracked, 0.001529599, -0.01960961, 1.450392, Tracked, -0.006446165, 0.295506, 1.490383, Tracked, 0.03018879, 0.4403291, 1.518021, Tracked, -0.1749329, 0.1766548, 1.433871, Tracked, -0.2705656, -0.04928173, 1.410648, Tracked, -0.2975673, -0.02939114, 1.372038, Tracked, -0.3207333, 0.02381861, 1.404151, Tracked, 0.1851302, 0.1611044, 1.513289, Tracked, 0.248938, -0.06368025, 1.52567, Tracked, 0.2478162, -0.2141807, 1.391163, Tracked, 0.2097825, -0.2454274, 1.378783, Tracked, -0.07545493, -0.3399812, 1.337557, Tracked, -0.08861881, -0.6604989, 1.3041, Tracked, -0.1094915, -1.115948, 1.304947, Inferred, -0.08488031, -1.141801, 1.171285, Inferred, 0.09570497, -0.3452076, 1.374208, Tracked, 0.1204356, -0.706499, 1.210876, Inferred, 0.147695, -1.082905, 1.072433, Inferred, 0.1715028, -1.076239, 0.9313755, Inferred, -0.004538633, 0.2189535, 1.482848, Tracked, -0.3231387, 0.03538947, 1.356043, Tracked, -0.3021722, 0.04447728, 1.405094, Tracked, 0.2005185, -0.2863565, 1.333387, Tracked, 0.1976282, -0.2659828, 1.308333, Tracked,
Kinect 2: 2.2210946, 0.01127623, -0.3532783, 1.405232, Tracked, 0.0001715725, -0.02150296, 1.460414, Tracked, -0.009796041, 0.2932216, 1.498564, Tracked, 0.02605416, 0.4366791, 1.527452, Tracked, -0.1779709, 0.1716585, 1.440723, Tracked, -0.2729909, -0.04960975, 1.41508, Tracked, -0.2989175, -0.03048715, 1.376244, Tracked, -0.3220748, 0.02858726, 1.411104, Tracked, 0.1810035, 0.1590251, 1.532621, Tracked, 0.241679, -0.06394888, 1.545977, Tracked, 0.2257177, -0.2311836, 1.399276, Tracked, 0.182443, -0.2835456, 1.357332, Tracked, -0.07454306, -0.3413824, 1.347681, Tracked, -0.08900359, -0.6566355, 1.311919, Tracked, -0.1119744, -1.111771, 1.309591, Inferred, -0.08419426, -1.136136, 1.176478, Inferred, 0.09629948, -0.3462183, 1.38784, Tracked, 0.1156841, -0.6448094, 1.238339, Tracked, 0.1460114, -1.076118, 1.071589, Inferred, 0.1724175, -1.065279, 0.9324042, Inferred, -0.007411954, 0.216738, 1.491498, Tracked, -0.3627691, -0.01432999, 1.271561, Tracked, -0.3502884, 0.02225744, 1.3418, Tracked, 0.1720586, -0.3467124, 1.306927, Tracked, 0.1424913, -0.2303125, 1.3321, Tracked,
Kinect 2: 2.2562617, 0.01305906, -0.3535741, 1.417553, Tracked, -0.0005283611, -0.02273016, 1.47118, Tracked, -0.01284921, 0.2913621, 1.50782, Tracked, 0.02322536, 0.4330286, 1.537343, Tracked, -0.1794421, 0.1687194, 1.446138, Tracked, -0.2778257, -0.05060761, 1.420075, Tracked, -0.300661, -0.02647332, 1.381953, Tracked, -0.3153333, 0.03520485, 1.420542, Tracked, 0.176301, 0.1582581, 1.553481, Tracked, 0.2358166, -0.06564779, 1.565116, Tracked, 0.2223346, -0.2241838, 1.410485, Tracked, 0.1808144, -0.2758628, 1.373646, Tracked, -0.07244057, -0.3418126, 1.357229, Tracked, -0.08712844, -0.6525762, 1.318976, Tracked, -0.1106468, -1.107524, 1.313089, Inferred, -0.07853344, -1.130447, 1.180935, Inferred, 0.09752648, -0.3465396, 1.403139, Tracked, 0.1160917, -0.6394117, 1.251214, Tracked, 0.1456855, -1.068509, 1.078761, Inferred, 0.1758897, -1.056612, 0.9409493, Inferred, -0.009893155, 0.2150076, 1.501138, Tracked, -0.317116, 0.06200764, 1.356554, Tracked, -0.3127018, 0.04458167, 1.41559, Tracked, 0.1727877, -0.3372945, 1.322959, Tracked, 0.1382006, -0.2696843, 1.3275, Tracked,
Kinect 2: 2.2875307, 0.01528149, -0.3535929, 1.427883, Tracked, -0.0005648095, -0.02346462, 1.48112, Tracked, -0.01521029, 0.2900712, 1.517282, Tracked, 0.02257219, 0.4311154, 1.544661, Tracked, -0.1800632, 0.1667268, 1.45035, Tracked, -0.2791205, -0.05079775, 1.422147, Tracked, -0.2108179, -0.2194286, 1.336852, Tracked, -0.1583201, -0.2647165, 1.341331, Tracked, 0.1730915, 0.1563525, 1.570297, Tracked, 0.2302087, -0.0688422, 1.58484, Tracked, 0.2300629, -0.2187898, 1.448836, Tracked, 0.1914063, -0.2626195, 1.402192, Tracked, -0.06966978, -0.3415286, 1.365415, Tracked, -0.0844051, -0.6483806, 1.324047, Tracked, -0.1081644, -1.103185, 1.313586, Inferred, -0.07250777, -1.124505, 1.182254, Inferred, 0.09897139, -0.3470986, 1.415584, Tracked, 0.1181583, -0.635612, 1.263805, Tracked, 0.1490483, -1.063693, 1.089598, Inferred, 0.1825254, -1.051123, 0.9531243, Inferred, -0.01167328, 0.2138347, 1.51074, Tracked, -0.1268104, -0.3446833, 1.303689, Tracked, -0.1245942, -0.2306155, 1.303573, Tracked, 0.1917278, -0.3255929, 1.350057, Tracked, 0.1511585, -0.2418938, 1.363467, Tracked,
Kinect 2: 2.3209942, 0.01857332, -0.3548354, 1.436238, Tracked, 0.0003931125, -0.02489863, 1.488892, Tracked, -0.01641557, 0.2885378, 1.524549, Tracked, 0.0218909, 0.4289232, 1.554852, Tracked, -0.1798777, 0.1669672, 1.450298, Tracked, -0.2804089, -0.05003264, 1.423385, Tracked, -0.2084388, -0.2187229, 1.341241, Tracked, -0.182537, -0.2477422, 1.36, Tracked, 0.1705109, 0.1545044, 1.585732, Tracked, 0.2259813, -0.0697728, 1.600561, Tracked, 0.2298159, -0.2106766, 1.454503, Tracked, 0.1922377, -0.2576975, 1.416831, Tracked, -0.06465211, -0.342493, 1.3731, Tracked, -0.08265933, -0.6455929, 1.328775, Tracked, -0.1112006, -1.099057, 1.313883, Inferred, -0.07185104, -1.119367, 1.183965, Inferred, 0.1005227, -0.3486814, 1.424664, Tracked, 0.1210694, -0.6350515, 1.278208, Tracked, 0.1542758, -1.06396, 1.110502, Inferred, 0.1919709, -1.051985, 0.9760474, Inferred, -0.01235192, 0.2123146, 1.518131, Tracked, -0.1682103, -0.3094248, 1.358353, Tracked, -0.1478471, -0.2118899, 1.314308, Tracked, 0.1877965, -0.3180704, 1.362792, Tracked, 0.153703, -0.2238415, 1.381375, Tracked,
Kinect 2: 2.3538141, 0.02265681, -0.3560387, 1.444513, Tracked, 0.002280463, -0.0261384, 1.496853, Tracked, -0.01661422, 0.2873682, 1.532103, Tracked, 0.02363352, 0.4265, 1.564489, Tracked, -0.1778462, 0.1656633, 1.455007, Tracked, -0.280523, -0.04998155, 1.423396, Tracked, -0.204933, -0.2185688, 1.344471, Tracked, -0.1484818, -0.2653863, 1.350862, Tracked, 0.1686833, 0.1519407, 1.598384, Tracked, 0.2224012, -0.07008895, 1.616043, Tracked, 0.2276531, -0.208752, 1.467685, Tracked, 0.1920556, -0.256881, 1.427588, Tracked, -0.05993218, -0.3431372, 1.379746, Tracked, -0.08022916, -0.6428655, 1.333325, Tracked, -0.1121751, -1.094977, 1.315231, Inferred, -0.07095109, -1.114493, 1.186224, Inferred, 0.1036749, -0.3505432, 1.434588, Tracked, 0.1259824, -0.6344589, 1.291701, Tracked, 0.1621407, -1.063241, 1.128141, Inferred, 0.2021592, -1.051439, 0.9951022, Inferred, -0.01204629, 0.2111135, 1.525799, Tracked, -0.1109882, -0.3407451, 1.309271, Tracked, -0.1202383, -0.2221411, 1.313189, Tracked, 0.1903421, -0.3168713, 1.377175, Tracked, 0.1496857, -0.241482, 1.381637, Tracked,
Kinect 2: 2.3889102, 0.02852548, -0.3565472, 1.454981, Tracked, 0.005280165, -0.02689674, 1.507147, Tracked, -0.01634675, 0.2865068, 1.542296, Tracked, 0.02695271, 0.4240854, 1.577206, Tracked, -0.1756579, 0.1648517, 1.459279, Tracked, -0.2804911, -0.04944462, 1.423419, Tracked, -0.2017809, -0.2178273, 1.347199, Tracked, -0.1455106, -0.2669982, 1.35809, Tracked, 0.1680686, 0.1498933, 1.615071, Tracked, 0.2197807, -0.07302319, 1.633955, Tracked, 0.2210137, -0.2143389, 1.482057, Tracked, 0.1873974, -0.2598305, 1.435236, Tracked, -0.05346085, -0.3430343, 1.386999, Tracked, -0.07706495, -0.6396756, 1.34042, Tracked, -0.1138707, -1.090277, 1.322027, Inferred, -0.07004624, -1.110086, 1.194629, Inferred, 0.1085131, -0.3518804, 1.448843, Tracked, 0.1336772, -0.6339456, 1.31054, Tracked, 0.1744592, -1.06296, 1.15291, Inferred, 0.2177734, -1.051551, 1.021745, Inferred, -0.01110963, 0.2102592, 1.536017, Tracked, -0.1120672, -0.3441529, 1.321339, Tracked, -0.1142472, -0.2252276, 1.316855, Tracked, 0.1826537, -0.3191555, 1.386911, Tracked, 0.1425801, -0.2039134, 1.399919, Tracked,
Kinect 2: 2.4210449, 0.03461114, -0.3576075, 1.464905, Tracked, 0.008977065, -0.02800706, 1.516733, Tracked, -0.01496103, 0.2854862, 1.551393, Tracked, 0.03046579, 0.4220253, 1.587378, Tracked, -0.1712412, 0.1632176, 1.464189, Tracked, -0.2802862, -0.04918487, 1.423358, Tracked, -0.1984268, -0.2169605, 1.349169, Tracked, -0.1393354, -0.2700473, 1.363111, Tracked, 0.1676302, 0.1474664, 1.627599, Tracked, 0.2177967, -0.07292361, 1.652356, Tracked, 0.2204224, -0.2187017, 1.48333, Tracked, 0.1856154, -0.2676633, 1.440579, Tracked, -0.04627504, -0.3432643, 1.394233, Tracked, -0.07621702, -0.6367451, 1.344851, Tracked, -0.1223992, -1.085398, 1.32213, Inferred, -0.07756048, -1.10494, 1.195459, Inferred, 0.1131283, -0.3538716, 1.461391, Tracked, 0.143167, -0.6342348, 1.328319, Tracked, 0.1909123, -1.057343, 1.179754, Inferred, 0.2374388, -1.052414, 1.048314, Inferred, -0.009164282, 0.2091995, 1.545255, Tracked, -0.106739, -0.3446785, 1.324267, Tracked, -0.1086008, -0.2213897, 1.323333, Tracked, 0.1859996, -0.3257077, 1.393519, Tracked, 0.1405298, -0.227805, 1.396069, Tracked,
Kinect 2: 2.4540457, 0.03862637, -0.3592115, 1.472252, Tracked, 0.01260895, -0.0293599, 1.524377, Tracked, -0.01200646, 0.284506, 1.559078, Tracked, 0.0347112, 0.4195133, 1.597158, Tracked, -0.164942, 0.1616516, 1.468711, Tracked, -0.277005, -0.04963962, 1.421583, Tracked, -0.1862442, -0.2146797, 1.352068, Tracked, -0.1367188, -0.2646499, 1.366436, Tracked, 0.1690523, 0.1448401, 1.641383, Tracked, 0.2165513, -0.07485948, 1.661967, Tracked, 0.2192241, -0.223394, 1.496111, Tracked, 0.190089, -0.2748803, 1.450314, Tracked, -0.04106209, -0.3440903, 1.40004, Tracked, -0.07391661, -0.6349238, 1.350821, Tracked, -0.124495, -1.081945, 1.328279, Inferred, -0.07764431, -1.10201, 1.203142, Inferred, 0.1157718, -0.3562466, 1.470076, Tracked, 0.1521746, -0.6356151, 1.344988, Tracked, 0.2096155, -1.059263, 1.20789, Inferred, 0.2594512, -1.055474, 1.078716, Inferred, -0.006017522, 0.2081121, 1.552965, Tracked, -0.1090175, -0.3439606, 1.330767, Tracked, -0.1650267, -0.2826482, 1.40818, Tracked, 0.1837417, -0.3318243, 1.402758, Tracked, 0.1467277, -0.2170461, 1.4115, Tracked,
Kinect 2: 2.4871818, 0.0450866, -0.3614365, 1.482176, Tracked, 0.01831586, -0.03050984, 1.534994, Tracked, -0.007159397, 0.2845093, 1.570497, Tracked, 0.04102333, 0.4174962, 1.61091, Tracked, -0.1588744, 0.1607741, 1.472876, Tracked, -0.2744132, -0.04980128, 1.419941, Tracked, -0.1790533, -0.2137244, 1.354289, Tracked, -0.1339287, -0.2611227, 1.372555, Tracked, 0.1703771, 0.1424851, 1.654055, Tracked, 0.2159544, -0.07755521, 1.676453, Tracked, 0.2200927, -0.2268469, 1.510404, Tracked, 0.1907687, -0.2768217, 1.461886, Tracked, -0.03272985, -0.3450499, 1.408224, Tracked, -0.0737586, -0.6327029, 1.357303, Tracked, -0.1365167, -1.076902, 1.332089, Inferred, -0.0889497, -1.097722, 1.207958, Inferred, 0.1202326, -0.3597706, 1.481748, Tracked, 0.1662053, -0.6402937, 1.363885, Tracked, 0.2370021, -1.060431, 1.239166, Inferred, 0.2901553, -1.057345, 1.11248, Inferred, -0.0009443872, 0.2078142, 1.564178, Tracked, -0.1054816, -0.3419147, 1.34144, Tracked, -0.1564163, -0.2690143, 1.41117, Tracked, 0.1844589, -0.3332395, 1.416604, Tracked, 0.1448071, -0.2114574, 1.416758, Tracked,
Kinect 2: 2.522886, 0.05061501, -0.364229, 1.49085, Tracked, 0.01948003, -0.03106594, 1.536008, Tracked, -0.006986787, 0.2845353, 1.569236, Tracked, 0.04852639, 0.4163189, 1.621275, Tracked, -0.1535574, 0.1601783, 1.475542, Tracked, -0.2672576, -0.04944025, 1.416418, Tracked, -0.1666692, -0.2124813, 1.357679, Tracked, -0.1264431, -0.2611853, 1.375649, Tracked, 0.1738417, 0.1370285, 1.666006, Tracked, 0.2167831, -0.08121323, 1.687553, Tracked, 0.220729, -0.2296269, 1.516691, Tracked, 0.192255, -0.2795642, 1.46999, Tracked, -0.0255996, -0.3463387, 1.415564, Tracked, -0.07292733, -0.631121, 1.363143, Tracked, -0.145176, -1.072841, 1.335547, Inferred, -0.0964081, -1.094173, 1.212507, Inferred, 0.123954, -0.3640673, 1.491688, Tracked, 0.1820589, -0.6494451, 1.382528, Tracked, 0.2675759, -1.062016, 1.274293, Inferred, 0.3241639, -1.060345, 1.15049, Inferred, -0.0006921676, 0.2077473, 1.56373, Tracked, -0.100299, -0.3411824, 1.348394, Tracked, -0.1535469, -0.2736006, 1.416776, Tracked, 0.1854431, -0.3334551, 1.422542, Tracked, 0.1455091, -0.2162314, 1.418594, Tracked,
Kinect 2: 2.5543834, 0.05811932, -0.3671088, 1.50035, Tracked, 0.02591274, -0.03291392, 1.543962, Tracked, -0.004205329, 0.2844311, 1.572195, Tracked, 0.05947072, 0.413654, 1.634, Tracked, -0.1390102, 0.1592836, 1.481679, Tracked, -0.2584064, -0.04756382, 1.415004, Tracked, -0.1545376, -0.2098287, 1.360262, Tracked, -0.1179637, -0.2600454, 1.380324, Tracked, 0.1758466, 0.1346321, 1.675168, Tracked, 0.2191934, -0.08685534, 1.699919, Tracked, 0.2258545, -0.2329883, 1.539395, Tracked, 0.2002713, -0.2807239, 1.487284, Tracked, -0.01645187, -0.3479829, 1.424532, Tracked, -0.0719422, -0.6294734, 1.368354, Tracked, -0.1565352, -1.068165, 1.334847, Inferred, -0.1071342, -1.089576, 1.212357, Inferred, 0.1295578, -0.3679752, 1.501399, Tracked, 0.192962, -0.6529108, 1.40073, Tracked, 0.285946, -1.064277, 1.304883, Inferred, 0.3453163, -1.063922, 1.183522, Inferred, 0.00289219, 0.2073088, 1.567616, Tracked, -0.09295522, -0.3390372, 1.356297, Tracked, -0.1475793, -0.2727497, 1.423273, Tracked, 0.1880552, -0.3340098, 1.43581, Tracked, 0.1555214, -0.2200561, 1.433649, Tracked,
Kinect 2: 2.5869831, 0.06561346, -0.3695775, 1.509797, Tracked, 0.03228651, -0.03454558, 1.551105, Tracked, 0.0002511082, 0.2840734, 1.576098, Tracked, 0.07022401, 0.411995, 1.645881, Tracked, -0.1377217, 0.1592617, 1.482188, Tracked, -0.2459168, -0.04586092, 1.411592, Tracked, -0.1397864, -0.2083954, 1.363278, Tracked, -0.1086364, -0.2569448, 1.384612, Tracked, 0.17726, 0.1343914, 1.678888, Tracked, 0.2218225, -0.09222827, 1.710865, Tracked, 0.2334406, -0.232941, 1.564535, Tracked, 0.2125181, -0.2786554, 1.509781, Tracked, -0.008611297, -0.3496795, 1.432255, Tracked, -0.0695583, -0.6283858, 1.374498, Tracked, -0.1625788, -1.064979, 1.338415, Inferred, -0.1136904, -1.08654, 1.215854, Inferred, 0.1362494, -0.3712183, 1.512543, Tracked, 0.2059936, -0.6594797, 1.422521, Tracked, 0.3058349, -1.066467, 1.343519, Inferred, 0.3667307, -1.067879, 1.223754, Inferred, 0.007962451, 0.206611, 1.572337, Tracked, -0.09082019, -0.3378441, 1.36563, Tracked, -0.1382629, -0.264449, 1.426279, Tracked, 0.2058415, -0.3324623, 1.456886, Tracked, 0.1708401, -0.2190696, 1.460065, Tracked,
Kinect 2: 2.6209852, 0.07617297, -0.3737243, 1.522089, Tracked, 0.05385165, -0.03912958, 1.574981, Tracked, 0.03528554, 0.2807612, 1.613488, Tracked, 0.07857857, 0.4088783, 1.656374, Tracked, -0.1089554, 0.1601655, 1.492462, Tracked, -0.2346172, -0.04519569, 1.410523, Tracked, -0.1260877, -0.2074131, 1.366533, Tracked, -0.1136504, -0.2285318, 1.389875, Tracked, 0.1845664, 0.1321433, 1.696545, Tracked, 0.2262426, -0.0973494, 1.722726, Tracked, 0.2372367, -0.2359626, 1.573847, Tracked, 0.2173036, -0.2850793, 1.520089, Tracked, 0.00386044, -0.3530693, 1.443395, Tracked, -0.06579947, -0.6280818, 1.3801, Tracked, -0.1717677, -1.059615, 1.335335, Inferred, -0.1206009, -1.081718, 1.214656, Inferred, 0.1445646, -0.3760273, 1.525927, Tracked, 0.2183443, -0.6697978, 1.445608, Tracked, 0.3201304, -1.069458, 1.38223, Inferred, 0.3858499, -1.071793, 1.266949, Inferred, 0.03981194, 0.2026917, 1.606451, Tracked, -0.09287633, -0.2785293, 1.399915, Tracked, -0.1738396, -0.2386923, 1.3985, Tracked, 0.2062796, -0.337498, 1.465847, Tracked, 0.1730279, -0.2213663, 1.460938, Tracked,
Kinect 2: 2.6558543, 0.08496029, -0.3778169, 1.531249, Tracked, 0.0610818, -0.0406651, 1.58128, Tracked, 0.03901141, 0.2808275, 1.615811, Tracked, 0.0911492, 0.4066635, 1.667645, Tracked, -0.09616619, 0.1599777, 1.496587, Tracked, -0.2174965, -0.04403975, 1.410445, Tracked, -0.1074446, -0.2061731, 1.370363, Tracked, -0.05667146, -0.2530719, 1.391502, Tracked, 0.1972911, 0.123426, 1.71381, Tracked, 0.2323762, -0.1062057, 1.735054, Tracked, 0.2501212, -0.2884392, 1.554546, Tracked, 0.2222594, -0.3436636, 1.50395, Tracked, 0.01415949, -0.3557436, 1.452509, Tracked, -0.05927422, -0.6282768, 1.38621, Tracked, -0.1712811, -1.058557, 1.336538, Inferred, -0.1178775, -1.080823, 1.217121, Inferred, 0.151535, -0.3813744, 1.535079, Tracked, 0.2266795, -0.678475, 1.46555, Tracked, 0.3285885, -1.075386, 1.417488, Inferred, 0.3976387, -1.079768, 1.305409, Inferred, 0.04431818, 0.2024976, 1.609587, Tracked, -0.009759984, -0.3125021, 1.357669, Tracked, -0.1065666, -0.2756474, 1.421017, Tracked, 0.224515, -0.4074315, 1.473359, Tracked, 0.1746964, -0.3037556, 1.44385, Tracked,
Kinect 2: 2.6870461, 0.09645697, -0.381886, 1.54274, Tracked, 0.0744754, -0.04352102, 1.592922, Tracked, 0.05257441, 0.2795635, 1.625755, Tracked, 0.1045956, 0.4030986, 1.678615, Tracked, -0.07826573, 0.1580944, 1.502589, Tracked, -0.1982442, -0.04304406, 1.411069, Tracked, -0.09659359, -0.2108618, 1.371859, Tracked, -0.04402881, -0.269404, 1.396414, Tracked, 0.2026054, 0.1212257, 1.720009, Tracked, 0.2402195, -0.1134409, 1.74846, Tracked, 0.2617489, -0.2590135, 1.607673, Tracked, 0.2385541, -0.3022203, 1.549549, Tracked, 0.02670574, -0.3586048, 1.462299, Tracked, -0.05283003, -0.6279212, 1.391593, Tracked, -0.1738237, -1.053519, 1.334972, Inferred, -0.1200906, -1.075621, 1.216135, Inferred, 0.1613812, -0.3866614, 1.548324, Tracked, 0.2342571, -0.6854846, 1.489046, Tracked, 0.3323547, -1.080255, 1.45488, Inferred, 0.4031242, -1.086863, 1.345483, Inferred, 0.05804639, 0.2008125, 1.620129, Tracked, -0.0004572964, -0.3356344, 1.363383, Tracked, -0.09631441, -0.2740141, 1.427306, Tracked, 0.2393901, -0.3600515, 1.508301, Tracked, 0.1978368, -0.2584601, 1.493936, Tracked,
Kinect 2: 2.7213483, 0.1074702, -0.3875517, 1.552387, Tracked, 0.08760206, -0.04685242, 1.602487, Tracked, 0.06842069, 0.2786509, 1.635474, Tracked, 0.1190127, 0.3996356, 1.688968, Tracked, -0.05935078, 0.1566194, 1.508021, Tracked, -0.1792057, -0.0424884, 1.412528, Tracked, -0.07065536, -0.2065197, 1.377279, Tracked, -0.02352617, -0.2594488, 1.402897, Tracked, 0.2096116, 0.117073, 1.726194, Tracked, 0.2482121, -0.1167042, 1.758303, Tracked, 0.2679287, -0.259684, 1.614439, Tracked, 0.2456095, -0.3083107, 1.560115, Tracked, 0.03818372, -0.3627576, 1.469551, Tracked, -0.04604094, -0.629122, 1.395406, Tracked, -0.174386, -1.052088, 1.333113, Inferred, -0.1198047, -1.074003, 1.215403, Inferred, 0.1713667, -0.3938648, 1.560674, Tracked, 0.2404575, -0.6904371, 1.506183, Tracked, 0.3352042, -1.087752, 1.478033, Inferred, 0.4072653, -1.09568, 1.371025, Inferred, 0.07315846, 0.199264, 1.629798, Tracked, 0.02664123, -0.3180545, 1.37282, Tracked, -0.07784028, -0.2731391, 1.428206, Tracked, 0.2399894, -0.3629246, 1.51835, Tracked, 0.2079595, -0.2535301, 1.500652, Tracked,
