Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 1.722739, 0.01462443, -0.3009231, 1.216752, Tracked, 0.03481846, 0.02320126, 1.275406, Tracked, 0.05340054, 0.3274978, 1.316127, Tracked, 0.09323096, 0.4809088, 1.315779, Tracked, -0.1331038, 0.220099, 1.300215, Tracked, -0.222672, -0.01321056, 1.29308, Tracked, -0.2265122, -0.166114, 1.160426, Tracked, -0.1761359, -0.2116812, 1.14615, Tracked, 0.2432571, 0.1835254, 1.292956, Tracked, 0.318102, -0.02054043, 1.294502, Tracked, 0.257288, -0.1766298, 1.181359, Tracked, 0.1765713, -0.2323912, 1.141839, Tracked, -0.07357757, -0.2834758, 1.173281, Tracked, -0.1580577, -0.662785, 0.9429527, Inferred, -0.2379236, -1.020502, 0.7508207, Inferred, -0.2409147, -1.004776, 0.5817782, Inferred, 0.1018316, -0.3001485, 1.186579, Tracked, 0.1135505, -0.7266025, 1.116427, Inferred, 0.1268104, -1.130198, 1.078683, Inferred, 0.128171, -1.15489, 0.9139972, Inferred, 0.04896131, 0.2539028, 1.30837, Tracked, -0.1707981, -0.3003283, 1.090453, Tracked, -0.1278329, -0.2106498, 1.0927, Tracked, 0.1421532, -0.3256257, 1.088362, Tracked, 0.1245394, -0.1585651, 1.115952, Tracked,
Kinect 2: 3.3870967, 0.429249, -0.4412372, 1.659929, Tracked, 0.4757808, -0.08977268, 1.777045, Tracked, 0.5227486, 0.2473219, 1.87598, Tracked, 0.6038081, 0.3487238, 1.954053, Tracked, 0.4358647, 0.1155234, 1.668032, Tracked, 0.4245077, -0.102258, 1.530549, Tracked, 0.5247697, -0.3469138, 1.512803, Tracked, 0.5222537, -0.4270086, 1.49466, Inferred, 0.6393107, 0.1021526, 1.950802, Inferred, 0.6781567, -0.1592599, 1.972651, Inferred, 0.6273791, -0.3591591, 1.794363, Tracked, 0.6009244, -0.4159934, 1.78957, Inferred, 0.3784133, -0.4286581, 1.597469, Tracked, 0.5580187, -0.6397016, 1.494701, Tracked, 0.4851761, -1.034675, 1.405737, Inferred, 0.5465777, -1.063776, 1.304725, Inferred, 0.4625508, -0.4387829, 1.652855, Tracked, 0.3434969, -0.6809856, 1.662845, Inferred, 0.1833547, -1.097136, 1.613936, Inferred, 0.2475258, -1.125802, 1.504258, Inferred, 0.5113934, 0.1647226, 1.853985, Tracked, 0.5516877, -0.4809354, 1.471077, Tracked, 0.4748169, -0.4588892, 1.463154, Tracked, 0.5939292, -0.4527216, 1.754886, Inferred, 0.5827403, -0.3770278, 1.76408, Inferred,
Kinect 2: 3.4210359, 0.4327615, -0.4624512, 1.719547, Tracked, 0.4946942, -0.09922133, 1.798019, Tracked, 0.5525628, 0.2447714, 1.873816, Tracked, 0.6217443, 0.3526742, 1.95552, Tracked, 0.4574485, 0.1164199, 1.66971, Tracked, 0.4412557, -0.1021875, 1.533209, Tracked, 0.5281137, -0.3519942, 1.51285, Tracked, 0.5241491, -0.4336752, 1.495215, Inferred, 0.6689759, 0.09962733, 1.948634, Inferred, 0.7075515, -0.1617396, 1.97056, Inferred, 0.6603356, -0.3597634, 1.789166, Tracked, 0.6510059, -0.4205474, 1.730646, Tracked, 0.379461, -0.4469093, 1.649937, Tracked, 0.5591955, -0.6413581, 1.501359, Tracked, 0.3602759, -0.8604372, 1.64033, Tracked, 0.2951189, -0.8921049, 1.547737, Inferred, 0.4676841, -0.4584638, 1.716509, Tracked, 0.3396854, -0.7054427, 1.759345, Inferred, 0.2383842, -1.037372, 1.529402, Inferred, 0.303518, -1.04683, 1.414291, Inferred, 0.5369512, 0.1608242, 1.85714, Tracked, 0.5504617, -0.4898326, 1.472429, Tracked, 0.4775247, -0.4577239, 1.47251, Tracked, 0.6436612, -0.4572103, 1.696098, Inferred, 0.6320103, -0.3814173, 1.705484, Inferred,
Kinect 2: 3.4557655, 0.4178544, -0.4665414, 1.763185, Tracked, 0.5017364, -0.1033113, 1.815905, Tracked, 0.5763788, 0.242581, 1.872541, Tracked, 0.6567149, 0.3451069, 1.950498, Tracked, 0.4756945, 0.1097716, 1.672609, Tracked, 0.4609225, -0.09531254, 1.543034, Tracked, 0.5294024, -0.3506725, 1.514143, Tracked, 0.5245762, -0.4341823, 1.499644, Inferred, 0.6926732, 0.09745969, 1.947358, Inferred, 0.7310361, -0.1638677, 1.969347, Inferred, 0.6785513, -0.3619142, 1.78944, Tracked, 0.667326, -0.4228074, 1.731213, Inferred, 0.3639566, -0.4512758, 1.691342, Tracked, 0.5626268, -0.647254, 1.509678, Tracked, 0.3570879, -0.8650026, 1.642044, Tracked, 0.3150583, -0.9006297, 1.536062, Inferred, 0.4543969, -0.4625092, 1.762181, Tracked, 0.2968038, -0.6800189, 1.848449, Inferred, 0.284682, -0.9660635, 1.564031, Inferred, 0.3540728, -0.9722394, 1.450699, Inferred, 0.5563394, 0.1581197, 1.860807, Tracked, 0.5528532, -0.4927587, 1.476338, Tracked, 0.4765191, -0.4501289, 1.48088, Tracked, 0.6599019, -0.4594647, 1.696696, Inferred, 0.6481459, -0.3836671, 1.706123, Inferred,
Kinect 2: 3.4869821, 0.4229943, -0.4677618, 1.766203, Tracked, 0.5135216, -0.106561, 1.820908, Tracked, 0.5988727, 0.238916, 1.866723, Tracked, 0.6801125, 0.3420471, 1.941444, Tracked, 0.4936379, 0.09355447, 1.67512, Tracked, 0.4762472, -0.1517148, 1.609301, Tracked, 0.5360611, -0.37131, 1.513792, Tracked, 0.5337733, -0.4483225, 1.502034, Inferred, 0.7150529, 0.09381183, 1.941537, Inferred, 0.7532017, -0.1674741, 1.963587, Inferred, 0.6936579, -0.3623731, 1.782275, Tracked, 0.7231349, -0.416441, 1.76985, Tracked, 0.3679674, -0.4534256, 1.693951, Tracked, 0.5645205, -0.6476865, 1.515444, Tracked, 0.3550094, -0.8713186, 1.632679, Tracked, 0.3223581, -0.90905, 1.524335, Inferred, 0.4607838, -0.4626588, 1.765755, Tracked, 0.3074283, -0.6713536, 1.84848, Inferred, 0.3016842, -0.9641051, 1.567907, Inferred, 0.3700178, -0.9713675, 1.453847, Inferred, 0.5781702, 0.1542075, 1.858193, Tracked, 0.5586932, -0.509114, 1.481583, Tracked, 0.4883064, -0.4644111, 1.490361, Tracked, 0.7155084, -0.4531904, 1.735395, Inferred, 0.7034825, -0.3775347, 1.744892, Inferred,
Kinect 2: 3.5219356, 0.43525, -0.4715506, 1.774344, Tracked, 0.5334097, -0.1140291, 1.824684, Tracked, 0.6273538, 0.2283064, 1.859037, Tracked, 0.7137711, 0.3300435, 1.926244, Tracked, 0.5156455, 0.04020597, 1.679127, Tracked, 0.483692, -0.1539379, 1.627835, Tracked, 0.539146, -0.3526278, 1.522221, Tracked, 0.5388625, -0.4227766, 1.516013, Inferred, 0.7433842, 0.08324929, 1.933836, Inferred, 0.781257, -0.1779263, 1.955953, Inferred, 0.7069339, -0.3689758, 1.77584, Tracked, 0.6914231, -0.433735, 1.723244, Tracked, 0.376096, -0.4576477, 1.699227, Tracked, 0.4407838, -0.7410787, 1.664793, Tracked, 0.2312337, -1.082348, 1.578428, Inferred, 0.2710677, -1.126441, 1.464854, Inferred, 0.4773749, -0.4656641, 1.777387, Tracked, 0.3274587, -0.6595534, 1.86348, Inferred, 0.3273337, -0.9443035, 1.575527, Inferred, 0.3938982, -0.9520434, 1.460061, Inferred, 0.604619, 0.1444998, 1.853418, Tracked, 0.5586917, -0.4824171, 1.486974, Tracked, 0.4918895, -0.4537216, 1.504524, Tracked, 0.6838699, -0.4703343, 1.68879, Inferred, 0.6719446, -0.3944625, 1.698305, Inferred,
Kinect 2: 3.5560647, 0.4648009, -0.4750585, 1.790661, Tracked, 0.5726303, -0.1195975, 1.826464, Tracked, 0.6767668, 0.222269, 1.843711, Tracked, 0.7229883, 0.3411133, 1.920842, Tracked, 0.5140008, 0.02118573, 1.698464, Tracked, 0.4867539, -0.175387, 1.66171, Tracked, 0.5399613, -0.3468358, 1.525771, Tracked, 0.5398433, -0.4113069, 1.527809, Inferred, 0.7925444, 0.0772403, 1.918521, Inferred, 0.8299681, -0.183986, 1.940815, Inferred, 0.7478909, -0.3735207, 1.762244, Inferred, 0.7266782, -0.439202, 1.712806, Tracked, 0.3950255, -0.4617162, 1.712259, Tracked, 0.4668951, -0.7336666, 1.656687, Tracked, 0.2856999, -1.09805, 1.56424, Inferred, 0.3195227, -1.133354, 1.442595, Inferred, 0.5171093, -0.4686549, 1.796471, Tracked, 0.3474949, -0.6579871, 1.868208, Inferred, 0.3269236, -0.9443209, 1.578493, Inferred, 0.380769, -0.9509074, 1.453014, Inferred, 0.6521266, 0.1384255, 1.842159, Tracked, 0.5535485, -0.4477949, 1.506051, Tracked, 0.4995967, -0.4369227, 1.515444, Tracked, 0.7189362, -0.4757756, 1.678435, Inferred, 0.7067618, -0.3998727, 1.688062, Inferred,
Kinect 2: 3.5869797, 0.4943499, -0.4632891, 1.796713, Tracked, 0.6072395, -0.111426, 1.822284, Tracked, 0.7112427, 0.2271605, 1.83174, Tracked, 0.7613757, 0.3470099, 1.901454, Tracked, 0.5458757, 0.0202217, 1.692962, Inferred, 0.5019851, -0.1685604, 1.722694, Tracked, 0.5474771, -0.3829301, 1.562386, Tracked, 0.5463743, -0.4546503, 1.540457, Tracked, 0.8268504, 0.08211213, 1.906586, Inferred, 0.8639593, -0.1791811, 1.929025, Inferred, 0.6131691, -0.2094969, 1.824094, Tracked, 0.4704586, -0.2646047, 1.746138, Inferred, 0.4333382, -0.4529416, 1.739677, Tracked, 0.5208006, -0.7104563, 1.656728, Tracked, 0.2676633, -1.03335, 1.597951, Inferred, 0.2812142, -1.078482, 1.474658, Inferred, 0.542956, -0.4532086, 1.786594, Tracked, 0.3818515, -0.6442366, 1.867665, Inferred, 0.364654, -0.9208524, 1.571237, Inferred, 0.4165704, -0.928692, 1.445194, Inferred, 0.6863869, 0.1441381, 1.831869, Tracked, 0.5811802, -0.520927, 1.516876, Tracked, 0.5094463, -0.4918038, 1.54752, Tracked, 0.4489682, -0.3352314, 1.723647, Tracked, 0.4782593, -0.2421802, 1.665783, Tracked,
Kinect 2: 3.6220714, 0.5236368, -0.4543612, 1.818146, Tracked, 0.6385309, -0.1133214, 1.82467, Tracked, 0.7561842, 0.2135426, 1.814717, Tracked, 0.7765914, 0.3359519, 1.890239, Tracked, 0.5936115, 0.005216796, 1.676435, Inferred, 0.5186995, -0.1173098, 1.796567, Tracked, 0.5326517, -0.3262952, 1.622556, Tracked, 0.5330527, -0.4012844, 1.58975, Tracked, 0.8715511, 0.06855326, 1.889569, Inferred, 0.7681689, 0.05981381, 1.627926, Tracked, 0.6540126, -0.02381216, 1.477942, Inferred, 0.6177374, -0.05160553, 1.431782, Inferred, 0.4575645, -0.4525487, 1.779666, Tracked, 0.5510542, -0.6937613, 1.663177, Tracked, 0.2907383, -1.012276, 1.609053, Inferred, 0.3028458, -1.063576, 1.489778, Inferred, 0.5696636, -0.4394182, 1.789458, Tracked, 0.4037615, -0.6069648, 1.898388, Inferred, 0.3708342, -0.8581848, 1.672917, Inferred, 0.4521484, -0.8706055, 1.564453, Tracked, 0.7272642, 0.1340052, 1.8205, Tracked, 0.5594753, -0.4538523, 1.542051, Tracked, 0.4979849, -0.4220441, 1.626674, Tracked, 0.5947605, -0.123547, 1.409772, Inferred, 0.6220731, -0.03197519, 1.35237, Inferred,
Kinect 2: 3.6545685, 0.5081471, -0.4212125, 1.830072, Tracked, 0.6291003, -0.1065357, 1.826751, Tracked, 0.7339206, 0.2087131, 1.812828, Tracked, 0.8179079, 0.3152337, 1.86702, Tracked, 0.5703716, 0.0004118689, 1.674666, Inferred, 0.5558494, -0.0658853, 1.839923, Tracked, 0.5503474, -0.2770832, 1.667767, Tracked, 0.5780721, -0.3266078, 1.600243, Tracked, 0.8493886, 0.06371891, 1.887651, Inferred, 0.7453062, 0.05507243, 1.626278, Inferred, 0.7371135, 0.03538527, 1.581897, Tracked, 0.7145224, 0.02997902, 1.530582, Tracked, 0.4456166, -0.4129132, 1.734358, Tracked, 0.5734333, -0.6905931, 1.670685, Tracked, 0.3826477, -1.035741, 1.615799, Inferred, 0.4140629, -1.083292, 1.500926, Inferred, 0.5448438, -0.4010824, 1.857165, Tracked, 0.382689, -0.6191499, 1.878808, Inferred, 0.3498382, -0.8703061, 1.653272, Inferred, 0.4633729, -0.8745042, 1.572378, Tracked, 0.7107125, 0.1325544, 1.819352, Tracked, 0.6167837, -0.3460843, 1.512398, Tracked, 0.5459211, -0.368641, 1.5842, Tracked, 0.6952924, -0.01441839, 1.491728, Tracked, 0.668608, 0.0642423, 1.5205, Tracked,
Kinect 2: 3.6869951, 0.520696, -0.4088988, 1.831292, Tracked, 0.6343858, -0.09814154, 1.828091, Tracked, 0.7359539, 0.2098929, 1.813007, Tracked, 0.8371894, 0.303156, 1.855138, Tracked, 0.5724961, 0.001657826, 1.674881, Inferred, 0.59905, 0.02967551, 1.847445, Tracked, 0.5780065, -0.2236011, 1.755656, Tracked, 0.5999281, -0.3248141, 1.609272, Tracked, 0.8514132, 0.06489477, 1.887832, Inferred, 0.7473792, 0.05629901, 1.626434, Inferred, 0.7159391, -0.02571112, 1.439936, Tracked, 0.707257, -0.05297218, 1.381595, Inferred, 0.4592167, -0.4053757, 1.735606, Tracked, 0.6097072, -0.6917583, 1.685622, Tracked, 0.4217737, -1.02472, 1.614137, Inferred, 0.4548281, -1.069404, 1.497802, Inferred, 0.5576963, -0.3920418, 1.855939, Tracked, 0.3906721, -0.6077062, 1.876142, Inferred, 0.3577801, -0.8589433, 1.650617, Inferred, 0.4800185, -0.858432, 1.599695, Tracked, 0.7126072, 0.1342773, 1.819493, Tracked, 0.6227329, -0.3559135, 1.520955, Tracked, 0.5688983, -0.3751342, 1.620546, Tracked, 0.6876724, -0.09685555, 1.342891, Inferred, 0.6605276, -0.01741158, 1.371916, Inferred,
Kinect 2: 3.7208161, 0.5721343, -0.4001468, 1.808843, Tracked, 0.6831027, -0.08723112, 1.808972, Tracked, 0.7847652, 0.2146, 1.795478, Tracked, 0.8785123, 0.3157868, 1.843356, Tracked, 0.6214525, 0.006478718, 1.657543, Inferred, 0.6122944, 0.02644831, 1.853776, Tracked, 0.6208995, -0.2320168, 1.779447, Inferred, 0.5908061, -0.365525, 1.740722, Inferred, 0.8999797, 0.06958638, 1.870362, Inferred, 0.7956905, 0.06105363, 1.60907, Inferred, 0.7460649, -0.02577183, 1.428755, Inferred, 0.7314209, -0.05463075, 1.372427, Inferred, 0.5097337, -0.3992364, 1.741431, Tracked, 0.6535637, -0.6915762, 1.670475, Inferred, 0.45543, -1.021804, 1.655896, Inferred, 0.4842536, -1.075084, 1.544535, Inferred, 0.6110376, -0.3851709, 1.803933, Tracked, 0.4472729, -0.5912058, 1.859438, Inferred, 0.4140828, -0.8425578, 1.633975, Inferred, 0.5337641, -0.8559556, 1.603023, Tracked, 0.7606841, 0.1405947, 1.801122, Tracked, 0.5887136, -0.3783358, 1.71923, Tracked, 0.5780213, -0.3697755, 1.73075, Tracked, 0.711681, -0.09850267, 1.333803, Inferred, 0.6843244, -0.01904508, 1.362938, Inferred,
Kinect 2: 3.7560616, 0.6391127, -0.3717932, 1.799731, Tracked, 0.7516694, -0.05220409, 1.800264, Tracked, 0.8544953, 0.2557184, 1.787634, Tracked, 0.9376267, 0.3652386, 1.821917, Tracked, 0.6913213, 0.04769852, 1.649893, Inferred, 0.6580387, -0.07008949, 1.787594, Inferred, 0.6541833, -0.3296511, 1.719112, Inferred, 0.6223473, -0.381551, 1.692321, Inferred, 0.9694185, 0.1105846, 1.862689, Inferred, 0.8647458, 0.1017959, 1.60158, Inferred, 0.787325, -0.02467234, 1.459255, Tracked, 0.7809637, -0.02960947, 1.467836, Inferred, 0.5733405, -0.3703249, 1.757701, Tracked, 0.7254909, -0.6505352, 1.662562, Inferred, 0.505588, -0.9714175, 1.658696, Inferred, 0.5277894, -1.028596, 1.547582, Inferred, 0.6793757, -0.3584658, 1.770098, Tracked, 0.5161423, -0.5501693, 1.856076, Inferred, 0.4826279, -0.8017845, 1.630748, Inferred, 0.5811872, -0.8601704, 1.601766, Tracked, 0.8302549, 0.1802678, 1.792962, Tracked, 0.606513, -0.4365476, 1.711982, Tracked, 0.6213493, -0.3806473, 1.6792, Tracked, 0.7960082, -0.04379237, 1.442397, Tracked, 0.7431946, -0.02733549, 1.462333, Tracked,
Kinect 2: 3.7869786, 0.6845606, -0.3835321, 1.799983, Tracked, 0.7991932, -0.05848982, 1.79767, Tracked, 0.904717, 0.2550238, 1.782148, Tracked, 0.9087931, 0.3789842, 1.817825, Tracked, 0.7416012, 0.04706093, 1.644447, Inferred, 0.6793194, 0.03329593, 1.843539, Tracked, 0.657304, -0.2000524, 1.705847, Inferred, 0.6506943, -0.2917216, 1.674368, Tracked, 1.019407, 0.109936, 1.857261, Inferred, 0.9144593, 0.1011554, 1.596281, Inferred, 0.7938232, -0.01605908, 1.468885, Tracked, 0.8041921, -0.029306, 1.467187, Inferred, 0.6201857, -0.3856544, 1.702018, Tracked, 0.7755248, -0.6510215, 1.657249, Inferred, 0.5590728, -0.9813806, 1.653863, Inferred, 0.5797585, -1.039108, 1.543924, Inferred, 0.7274535, -0.3678311, 1.82703, Tracked, 0.5464879, -0.5758491, 1.851632, Inferred, 0.5128109, -0.8272783, 1.626322, Inferred, 0.6209207, -0.8661297, 1.604536, Tracked, 0.8797688, 0.178149, 1.788195, Tracked, 0.6398625, -0.3263178, 1.618614, Tracked, 0.6488113, -0.2760465, 1.703667, Tracked, 0.7995497, -0.04320399, 1.452121, Tracked, 0.7658043, -0.02632768, 1.476, Tracked,
Kinect 2: 3.8210126, 0.703929, -0.3922141, 1.791907, Tracked, 0.8167084, -0.06419446, 1.793183, Tracked, 0.9198429, 0.2517447, 1.780866, Tracked, 0.9880543, 0.3695039, 1.81936, Tracked, 0.7567403, 0.04379841, 1.643166, Inferred, 0.6986105, 0.04009347, 1.848138, Tracked, 0.6763344, -0.1932816, 1.710529, Inferred, 0.6828143, -0.2928558, 1.776085, Inferred, 1.034461, 0.1066848, 1.85599, Inferred, 0.9294316, 0.09792621, 1.595048, Inferred, 0.8151373, -0.02301783, 1.466397, Inferred, 0.8336972, -0.03923541, 1.465239, Inferred, 0.64413, -0.3961312, 1.744801, Tracked, 0.790581, -0.6542076, 1.655986, Inferred, 0.5705456, -0.9860336, 1.653254, Inferred, 0.5885482, -1.044193, 1.542917, Inferred, 0.7562665, -0.3819739, 1.75988, Tracked, 0.5760927, -0.5563244, 1.853294, Inferred, 0.5422866, -0.807873, 1.628053, Inferred, 0.6352826, -0.8715135, 1.602467, Tracked, 0.8955314, 0.1743202, 1.78614, Tracked, 0.6781853, -0.2980748, 1.76406, Tracked, 0.6810033, -0.2773855, 1.805321, Inferred, 0.8261998, -0.04903964, 1.450803, Tracked, 0.8030223, -0.03872624, 1.465889, Tracked,
Kinect 2: 3.8540202, 0, 0, 0, NotTracked, 0, 0, 0, NotTracked, 0, 0, 0, NotTracked, 0, 0, 0, NotTracked, 0, 0, 0, NotTracked, 0, 0, 0, NotTracked, 0.1076155, -0.07081968, 0.2571533, Tracked, 0.1005021, -0.006475487, 0.2783038, Inferred, 0, 0, 0, NotTracked, 0, 0, 0, NotTracked, 0.09442437, -0.08237019, 0.258889, Inferred, 0.1604819, -0.03133246, 0.2914299, Inferred, 0, 0, 0, NotTracked, 0, 0, 0, NotTracked, 0.1792346, -0.120316, 0.4309257, Tracked, 0.2171843, -0.1413942, 0.513528, Inferred, 0, 0, 0, NotTracked, 0, 0, 0, NotTracked, 0.1792346, -0.120316, 0.4309257, Tracked, 0.2187429, -0.1511931, 0.5097795, Inferred, 0, 0, 0, NotTracked, 0.09603335, -0.01341788, 0.2660817, Inferred, 0.09906882, 0.005735844, 0.3070948, Inferred, 0.1531309, -0.04076667, 0.2769051, Inferred, 0.1752818, -0.03896999, 0.2530004, Inferred,
