Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 2.0540015, -0.1566553, -0.3703552, 1.476606, Tracked, -0.1557562, -0.0423377, 1.552687, Tracked, -0.1535229, 0.2694588, 1.611166, Tracked, -0.1116773, 0.4167359, 1.630134, Tracked, -0.320422, 0.1618575, 1.543092, Tracked, -0.4446765, -0.04635696, 1.50144, Tracked, -0.4159835, -0.2347052, 1.361762, Tracked, -0.3941187, -0.2807278, 1.325508, Tracked, 0.04094291, 0.1262749, 1.643028, Tracked, 0.09480833, -0.09037103, 1.626929, Tracked, 0.0800953, -0.2397482, 1.489684, Tracked, 0.05304301, -0.2600344, 1.466081, Tracked, -0.2364805, -0.3529077, 1.415224, Tracked, -0.2727701, -0.6254246, 1.319611, Tracked, -0.3295867, -1.007676, 1.233535, Inferred, -0.3061413, -1.006902, 1.123063, Inferred, -0.06890845, -0.3687776, 1.462147, Tracked, -0.0322135, -0.657086, 1.38286, Tracked, 0.01231487, -1.032504, 1.323532, Inferred, 0.04045206, -1.031759, 1.215386, Inferred, -0.1542885, 0.1935362, 1.599152, Tracked, -0.3625478, -0.3234975, 1.29359, Tracked, -0.3584518, -0.2529334, 1.323755, Tracked, 0.0402387, -0.3086451, 1.435549, Tracked, 0.02984974, -0.2468402, 1.425771, Tracked,
Kinect 2: 3.0848119, -0.0866812, -0.4763744, 2.039973, Tracked, -0.08596839, -0.1593903, 2.085348, Tracked, -0.08456883, 0.1478969, 2.11528, Tracked, -0.03266116, 0.2792279, 2.159426, Tracked, -0.2381541, 0.05269625, 2.022828, Tracked, -0.333431, -0.1288542, 1.943671, Tracked, -0.1832689, -0.2463782, 1.83259, Tracked, -0.06981976, -0.2912332, 1.764542, Tracked, 0.08937009, 0.01104539, 2.189254, Tracked, 0.1191435, -0.2037473, 2.206786, Tracked, 0.1257668, -0.3467151, 2.064718, Tracked, 0.08345735, -0.3823072, 2.014863, Tracked, -0.1613664, -0.456792, 1.965931, Tracked, -0.2239637, -0.7743327, 1.919481, Tracked, -0.2638315, -1.159058, 1.88432, Inferred, -0.2158643, -1.185118, 1.757179, Inferred, -0.008870103, -0.4791318, 2.040919, Tracked, 0.04704052, -0.7866993, 1.894485, Tracked, 0.1106222, -1.163419, 1.849568, Inferred, 0.1666467, -1.176121, 1.724808, Inferred, -0.08502443, 0.07233547, 2.110371, Tracked, -0.02565981, -0.3131434, 1.743366, Tracked, -0.04944247, -0.2638716, 1.7484, Tracked, 0.06833514, -0.4368913, 1.950703, Tracked, 0.03797208, -0.3303198, 1.986238, Tracked,
Kinect 2: 3.1208569, -0.07842494, -0.4785362, 2.046535, Tracked, -0.07662848, -0.1624432, 2.092912, Tracked, -0.07427017, 0.1439665, 2.123905, Tracked, -0.01983437, 0.2762069, 2.170392, Tracked, -0.2248432, 0.04971994, 2.027595, Tracked, -0.3140587, -0.1298865, 1.940071, Tracked, -0.1515208, -0.2383734, 1.845004, Tracked, -0.03118424, -0.2826728, 1.77688, Tracked, 0.09739677, 0.006474217, 2.200204, Tracked, 0.1285155, -0.2081088, 2.224097, Tracked, 0.1299596, -0.3453141, 2.075892, Tracked, 0.09084932, -0.3832654, 2.026951, Inferred, -0.1512837, -0.4574053, 1.971233, Tracked, -0.2203567, -0.7716337, 1.922762, Tracked, -0.265911, -1.15799, 1.892415, Inferred, -0.2166879, -1.186013, 1.766705, Inferred, -0.002555195, -0.4826028, 2.048427, Tracked, 0.06597788, -0.7885028, 1.909939, Tracked, 0.1286465, -1.167526, 1.874125, Inferred, 0.1867637, -1.181848, 1.751319, Inferred, -0.07494724, 0.0686174, 2.118726, Tracked, 0.01409672, -0.3005781, 1.760844, Tracked, -0.02777189, -0.2604427, 1.744436, Tracked, 0.06824775, -0.4364467, 1.960143, Tracked, 0.05121352, -0.3227556, 1.997588, Tracked,
Kinect 2: 3.1529171, -0.06714545, -0.4812087, 2.05281, Tracked, -0.06420307, -0.1648809, 2.099251, Tracked, -0.0608463, 0.1418958, 2.130256, Tracked, -0.002958356, 0.2732188, 2.180169, Tracked, -0.2106938, 0.04677109, 2.030927, Tracked, -0.2927142, -0.1320707, 1.939322, Tracked, -0.1416926, -0.2324577, 1.853826, Tracked, -0.002582869, -0.2697531, 1.798415, Tracked, 0.1096988, -0.002234652, 2.213654, Tracked, 0.1330655, -0.2100197, 2.234497, Tracked, 0.1316762, -0.3450502, 2.084164, Tracked, 0.1028385, -0.3955808, 2.033786, Inferred, -0.1381835, -0.4586726, 1.976946, Tracked, -0.2108328, -0.7560607, 1.92875, Tracked, -0.2689088, -1.156091, 1.892148, Inferred, -0.2184527, -1.18413, 1.766965, Inferred, 0.006488524, -0.4863881, 2.054916, Tracked, 0.08319482, -0.7906395, 1.925901, Tracked, 0.15646, -1.170295, 1.904806, Inferred, 0.2184931, -1.185913, 1.785312, Inferred, -0.06175191, 0.06644143, 2.12508, Tracked, 0.05045339, -0.2915181, 1.784383, Tracked, 0.007627566, -0.2367111, 1.795, Tracked, 0.06932426, -0.4387737, 1.969324, Tracked, 0.06573855, -0.3752116, 1.98275, Tracked,
Kinect 2: 3.1850472, -0.05121575, -0.4849679, 2.059716, Tracked, -0.04807559, -0.1677221, 2.106624, Tracked, -0.04466795, 0.1400221, 2.138106, Tracked, 0.01388661, 0.2668172, 2.188803, Tracked, -0.1891808, 0.04350957, 2.034117, Tracked, -0.2767454, -0.1334314, 1.940212, Tracked, -0.07841403, -0.2211424, 1.869074, Tracked, 0.004440608, -0.2555348, 1.835488, Tracked, 0.1160298, -0.006243305, 2.216773, Tracked, 0.1416053, -0.2131905, 2.247394, Tracked, 0.1895682, -0.3649418, 2.125623, Tracked, 0.139293, -0.390171, 2.067219, Inferred, -0.1214685, -0.461192, 1.981181, Tracked, -0.2074281, -0.7569087, 1.930296, Tracked, -0.2697115, -1.15427, 1.892758, Inferred, -0.218002, -1.182879, 1.768603, Inferred, 0.02115522, -0.491428, 2.064588, Tracked, 0.1026121, -0.7922667, 1.939708, Tracked, 0.1634846, -1.176818, 1.925327, Inferred, 0.2261799, -1.195096, 1.807588, Inferred, -0.04556468, 0.06432012, 2.13281, Tracked, 0.05805618, -0.2875223, 1.798004, Tracked, 0.04044194, -0.2300155, 1.817053, Tracked, 0.1363774, -0.4548178, 2.013876, Tracked, 0.1055716, -0.367949, 2.028222, Tracked,
Kinect 2: 3.2198059, -0.03487191, -0.4886773, 2.065963, Tracked, -0.02926125, -0.1707414, 2.113472, Tracked, -0.02338394, 0.1378288, 2.145571, Tracked, 0.03827812, 0.2599677, 2.195334, Tracked, -0.1715674, 0.04242138, 2.036282, Tracked, -0.2431622, -0.137784, 1.935227, Tracked, -0.06984977, -0.2199401, 1.871549, Tracked, 0.01591198, -0.2471999, 1.86112, Tracked, 0.1339374, -0.01644753, 2.226426, Tracked, 0.1520008, -0.21646, 2.259924, Tracked, 0.1892789, -0.3595587, 2.123496, Tracked, 0.1497406, -0.3944239, 2.073033, Tracked, -0.1023503, -0.4644098, 1.986455, Tracked, -0.1963401, -0.7518456, 1.933365, Tracked, -0.271323, -1.152313, 1.894347, Inferred, -0.2195909, -1.18215, 1.77095, Inferred, 0.03412105, -0.4953923, 2.071454, Tracked, 0.1184972, -0.7933177, 1.954826, Tracked, 0.1711504, -1.182487, 1.937218, Inferred, 0.2342077, -1.20155, 1.820338, Inferred, -0.02488368, 0.0619061, 2.14012, Tracked, 0.07565084, -0.286605, 1.817958, Tracked, 0.06205504, -0.222763, 1.836177, Tracked, 0.1461807, -0.4537318, 2.023064, Tracked, 0.1153311, -0.3780729, 2.025308, Tracked,
Kinect 2: 3.2540118, -0.01822378, -0.492749, 2.070304, Tracked, -0.007734382, -0.1747195, 2.119128, Tracked, 0.00309234, 0.1340582, 2.152643, Tracked, 0.06411312, 0.2544758, 2.203704, Tracked, -0.1403706, 0.03989074, 2.038273, Tracked, -0.2216803, -0.1367898, 1.933282, Tracked, -0.03953919, -0.2167513, 1.881248, Tracked, 0.04231331, -0.2483227, 1.881372, Tracked, 0.1530268, -0.0235221, 2.237555, Tracked, 0.1630233, -0.2180987, 2.267781, Tracked, 0.2725858, -0.3585959, 2.180903, Inferred, 0.192678, -0.3760334, 2.112505, Inferred, -0.08525297, -0.4673783, 1.988545, Tracked, -0.1847022, -0.7505785, 1.934396, Tracked, -0.2719947, -1.150642, 1.89547, Inferred, -0.2187063, -1.182586, 1.77422, Inferred, 0.04969587, -0.5005558, 2.078179, Tracked, 0.1334013, -0.7987404, 1.968692, Tracked, 0.1852698, -1.188903, 1.955434, Inferred, 0.2513117, -1.208835, 1.841695, Inferred, 0.0003736341, 0.05807191, 2.146831, Tracked, 0.1065842, -0.287072, 1.838252, Tracked, 0.08462384, -0.2214846, 1.856345, Tracked, 0.1891669, -0.3919401, 2.074593, Tracked, 0.190803, -0.3695478, 2.091875, Tracked,
Kinect 2: 3.2849958, -0.003274013, -0.4991603, 2.071468, Tracked, 0.01124828, -0.1802458, 2.122455, Tracked, 0.02593402, 0.1295982, 2.158408, Tracked, 0.08597549, 0.2487251, 2.211799, Tracked, -0.1118689, 0.036568, 2.040195, Tracked, -0.1884134, -0.1384863, 1.929312, Tracked, -0.009687911, -0.2186097, 1.888533, Tracked, 0.07820834, -0.2464162, 1.87876, Tracked, 0.1725443, -0.03841729, 2.246985, Tracked, 0.1793883, -0.2264153, 2.279748, Tracked, 0.1969617, -0.38849, 2.094339, Tracked, 0.1444702, -0.2911972, 1.87023, Tracked, -0.06931322, -0.4733222, 1.991011, Tracked, -0.1748272, -0.7598996, 1.933896, Tracked, -0.2740492, -1.151686, 1.894804, Inferred, -0.2201209, -1.185974, 1.775171, Inferred, 0.06291024, -0.507126, 2.078131, Tracked, 0.1465467, -0.8019565, 1.980886, Tracked, 0.1875384, -1.198411, 1.957662, Inferred, 0.2546383, -1.218595, 1.844949, Inferred, 0.02228992, 0.05332581, 2.151963, Tracked, 0.1384179, -0.2857303, 1.851952, Tracked, 0.136866, -0.2361801, 1.8542, Tracked, 0.1169346, -0.278138, 1.843709, Tracked, 0.1055404, -0.2791763, 1.833833, Tracked,
Kinect 2: 3.3192191, 0.01977927, -0.5061093, 2.074689, Tracked, 0.03945845, -0.186014, 2.128359, Tracked, 0.0586567, 0.1250851, 2.16696, Tracked, 0.1174008, 0.2434804, 2.222719, Tracked, -0.07917392, 0.0307363, 2.041546, Tracked, -0.1584387, -0.1393635, 1.929403, Tracked, 0.0157514, -0.2243847, 1.89191, Tracked, 0.1046278, -0.2528928, 1.887713, Tracked, 0.2002605, -0.05544378, 2.263293, Tracked, 0.2029873, -0.2431213, 2.297046, Tracked, 0.2068076, -0.3896504, 2.099901, Inferred, 0.170152, -0.295236, 1.883427, Tracked, -0.04368226, -0.4792456, 1.99444, Tracked, -0.1593503, -0.7703739, 1.931814, Tracked, -0.2750769, -1.149253, 1.895956, Inferred, -0.2214516, -1.187765, 1.778753, Inferred, 0.0826578, -0.5147952, 2.081112, Tracked, 0.1593806, -0.8060887, 1.991963, Tracked, 0.1868311, -1.20913, 1.95841, Inferred, 0.2552322, -1.230029, 1.847272, Inferred, 0.05396377, 0.04849419, 2.15986, Tracked, 0.1644731, -0.2939914, 1.862978, Tracked, 0.1193891, -0.2271759, 1.882522, Tracked, 0.1438801, -0.2799057, 1.857644, Tracked, 0.1219643, -0.2785677, 1.851286, Tracked,
Kinect 2: 3.3521187, 0.04404688, -0.5148655, 2.076838, Tracked, 0.06661546, -0.1933323, 2.133274, Tracked, 0.08834883, 0.1190333, 2.174547, Tracked, 0.1537948, 0.2337373, 2.233441, Tracked, -0.04210294, 0.02664294, 2.045182, Tracked, -0.1267536, -0.1425268, 1.92945, Tracked, 0.04180346, -0.2375487, 1.891305, Tracked, 0.1266294, -0.2626614, 1.893091, Tracked, 0.219213, -0.06513365, 2.265177, Tracked, 0.2258853, -0.2505217, 2.305587, Tracked, 0.2345623, -0.399307, 2.110869, Inferred, 0.2034093, -0.3078254, 1.892629, Tracked, -0.01911692, -0.4853443, 1.991533, Tracked, -0.1408242, -0.777438, 1.929736, Tracked, -0.2707834, -1.147804, 1.891274, Inferred, -0.2181311, -1.188493, 1.775141, Inferred, 0.1067151, -0.5265929, 2.088739, Tracked, 0.1723712, -0.8134693, 2.002469, Tracked, 0.1839019, -1.223186, 1.964966, Inferred, 0.2526424, -1.245898, 1.855232, Inferred, 0.083064, 0.04213412, 2.166783, Tracked, 0.1854929, -0.311686, 1.870546, Tracked, 0.1308188, -0.2312508, 1.889318, Tracked, 0.1738821, -0.2943782, 1.864, Tracked, 0.1546705, -0.2981461, 1.8622, Tracked,
Kinect 2: 3.3870724, 0.07980605, -0.5220264, 2.081956, Tracked, 0.1027089, -0.1987453, 2.140208, Tracked, 0.1240944, 0.1151766, 2.18295, Tracked, 0.1871146, 0.2284213, 2.237815, Tracked, -0.0021523, 0.02107262, 2.050963, Tracked, -0.09658557, -0.143271, 1.928732, Tracked, 0.06844869, -0.2440152, 1.891018, Tracked, 0.1525146, -0.2775928, 1.889693, Tracked, 0.2479614, -0.07541724, 2.273626, Tracked, 0.2506994, -0.2616386, 2.311567, Tracked, 0.2574779, -0.4119102, 2.117253, Inferred, 0.2147119, -0.3172939, 1.884261, Tracked, 0.02237243, -0.4880163, 1.984372, Tracked, -0.1160088, -0.7885334, 1.920687, Tracked, -0.2621846, -1.137972, 1.886863, Inferred, -0.2133872, -1.183597, 1.772346, Inferred, 0.1383249, -0.5381272, 2.105866, Tracked, 0.1892898, -0.8260354, 2.013921, Tracked, 0.1806807, -1.2361, 1.971167, Inferred, 0.2491398, -1.260683, 1.862421, Inferred, 0.1189702, 0.03790102, 2.174847, Tracked, 0.209209, -0.3259481, 1.864923, Tracked, 0.1674564, -0.2522482, 1.882227, Tracked, 0.1888943, -0.3032054, 1.862862, Tracked, 0.1644148, -0.2928047, 1.8575, Tracked,
Kinect 2: 3.4190606, 0.1033286, -0.5257823, 2.08566, Tracked, 0.1309194, -0.2019831, 2.146455, Tracked, 0.1574466, 0.1125273, 2.192174, Tracked, 0.2275744, 0.2219776, 2.247483, Tracked, 0.02730593, 0.01854521, 2.054472, Tracked, -0.05761697, -0.1437891, 1.932846, Tracked, 0.116902, -0.2646254, 1.891453, Tracked, 0.1981897, -0.3094096, 1.882496, Tracked, 0.275176, -0.08410687, 2.2828, Tracked, 0.2833982, -0.2815879, 2.317072, Tracked, 0.291529, -0.4382717, 2.124819, Inferred, 0.2542223, -0.3593082, 1.882709, Tracked, 0.04448405, -0.4907041, 1.987208, Tracked, -0.08314152, -0.7916867, 1.910134, Tracked, -0.251466, -1.134482, 1.877788, Inferred, -0.2075529, -1.183915, 1.763706, Inferred, 0.1573239, -0.5420318, 2.110036, Tracked, 0.2095381, -0.8355903, 2.020683, Tracked, 0.1772707, -1.238729, 1.974322, Inferred, 0.2440571, -1.265954, 1.865293, Inferred, 0.1510151, 0.03509232, 2.183283, Tracked, 0.2548414, -0.3551573, 1.867679, Tracked, 0.2536597, -0.3052709, 1.8579, Tracked, 0.2247832, -0.3501143, 1.85261, Tracked, 0.2120321, -0.3476435, 1.844429, Tracked,
Kinect 2: 3.4530086, 0.1377237, -0.5323341, 2.087847, Tracked, 0.1596318, -0.2039144, 2.151298, Tracked, 0.1806936, 0.114284, 2.198875, Tracked, 0.2654215, 0.2135758, 2.254948, Tracked, 0.06513211, 0.01640865, 2.060466, Tracked, -0.02539123, -0.1472317, 1.937226, Tracked, 0.1757495, -0.3107199, 1.88055, Tracked, 0.2397224, -0.3496412, 1.865326, Tracked, 0.2962905, -0.08411205, 2.287102, Tracked, 0.311044, -0.3062635, 2.305622, Tracked, 0.3181766, -0.4620889, 2.113434, Inferred, 0.2751078, -0.3852063, 1.865553, Tracked, 0.08172459, -0.494219, 1.98693, Tracked, -0.04397348, -0.7869337, 1.891812, Tracked, -0.2351539, -1.125166, 1.864821, Inferred, -0.1981785, -1.181224, 1.753562, Inferred, 0.1900562, -0.5517922, 2.115193, Tracked, 0.2220393, -0.8468555, 2.023594, Tracked, 0.180031, -1.249922, 1.977534, Inferred, 0.248022, -1.278522, 1.870622, Inferred, 0.1756112, 0.03600605, 2.18958, Tracked, 0.3037405, -0.3877924, 1.865487, Tracked, 0.2418641, -0.313915, 1.865454, Tracked, 0.2511055, -0.3718782, 1.841048, Tracked, 0.225373, -0.3743858, 1.833, Tracked,
Kinect 2: 3.4851319, 0.1624178, -0.5336401, 2.088299, Tracked, 0.1913637, -0.2044007, 2.154885, Tracked, 0.2188344, 0.1153491, 2.206551, Tracked, 0.3160501, 0.2110217, 2.259816, Tracked, 0.08889527, 0.01779418, 2.062418, Tracked, 0.003370201, -0.1459971, 1.940257, Tracked, 0.1810553, -0.3217256, 1.874626, Tracked, 0.2400666, -0.3799254, 1.844468, Tracked, 0.3356892, -0.0837189, 2.29425, Inferred, 0.3463204, -0.3383818, 2.282341, Tracked, 0.3535974, -0.4943449, 2.089978, Inferred, 0.2839819, -0.4212337, 1.840867, Tracked, 0.1068457, -0.4950895, 1.993883, Tracked, -0.004190869, -0.7843447, 1.863434, Tracked, -0.2048751, -1.118551, 1.837733, Inferred, -0.1729399, -1.174433, 1.724737, Inferred, 0.2133525, -0.5534493, 2.109547, Tracked, 0.2270615, -0.8589373, 2.026119, Tracked, 0.1835829, -1.253972, 1.975442, Inferred, 0.2496861, -1.28132, 1.866164, Inferred, 0.2122586, 0.03661451, 2.196151, Tracked, 0.3039565, -0.427788, 1.840663, Tracked, 0.2428057, -0.3433291, 1.847231, Tracked, 0.2692189, -0.4060345, 1.815325, Tracked, 0.2528771, -0.4043717, 1.8045, Tracked,
Kinect 2: 3.5212252, 0.1872353, -0.5402987, 2.087441, Tracked, 0.2161892, -0.2065764, 2.157102, Tracked, 0.2436039, 0.1173912, 2.211405, Tracked, 0.3344423, 0.2126473, 2.264894, Tracked, 0.1278163, 0.0188229, 2.066579, Tracked, 0.03761727, -0.1472989, 1.945088, Tracked, 0.1864762, -0.3504451, 1.85716, Tracked, 0.2338069, -0.411421, 1.824203, Tracked, 0.3596159, -0.08177429, 2.298875, Inferred, 0.3578098, -0.3427773, 2.283267, Tracked, 0.3650342, -0.4987179, 2.09091, Inferred, 0.2564512, -0.4564239, 1.818054, Tracked, 0.1316952, -0.5013416, 1.999596, Tracked, 0.04361803, -0.7759879, 1.843347, Tracked, -0.1840441, -1.105589, 1.843317, Inferred, -0.1688128, -1.176378, 1.741827, Inferred, 0.2373716, -0.5605128, 2.102059, Tracked, 0.2373161, -0.8814847, 2.031855, Tracked, 0.1821426, -1.260397, 1.972632, Inferred, 0.2488272, -1.287976, 1.864106, Inferred, 0.2370413, 0.03761932, 2.200372, Tracked, 0.2826158, -0.4607954, 1.814159, Tracked, 0.2345884, -0.3688418, 1.83005, Tracked, 0.2341061, -0.4465116, 1.79464, Tracked, 0.2170105, -0.4445768, 1.7935, Tracked,
Kinect 2: 3.552402, 0.2041729, -0.5409416, 2.085463, Tracked, 0.2435571, -0.2066741, 2.157335, Tracked, 0.2824997, 0.1180274, 2.214801, Tracked, 0.3583072, 0.2255014, 2.273944, Tracked, 0.1477599, 0.02101635, 2.068149, Tracked, 0.06076996, -0.1483243, 1.946432, Tracked, 0.1808735, -0.3543701, 1.851088, Tracked, 0.2119857, -0.4284018, 1.809717, Tracked, 0.398737, -0.08111914, 2.302278, Inferred, 0.3327262, -0.2227256, 2.11689, Inferred, 0.2591374, -0.3778989, 1.906888, Tracked, 0.2201042, -0.450261, 1.801754, Tracked, 0.1452833, -0.5045598, 2.005424, Tracked, 0.08365646, -0.7751796, 1.831828, Tracked, -0.1321978, -1.112299, 1.860334, Inferred, -0.1190875, -1.188496, 1.765909, Inferred, 0.260522, -0.5576619, 2.089372, Tracked, 0.258838, -0.8999379, 2.034221, Tracked, 0.1886629, -1.258141, 1.992245, Inferred, 0.2504175, -1.290252, 1.882079, Inferred, 0.273017, 0.03807063, 2.2029, Tracked, 0.2529015, -0.4873188, 1.792422, Tracked, 0.2296385, -0.3974101, 1.820571, Tracked, 0.2136191, -0.4773237, 1.783917, Tracked, 0.1873337, -0.4703078, 1.784875, Tracked,
Kinect 2: 3.5859704, 0.2329345, -0.5423844, 2.086439, Tracked, 0.2725303, -0.2051043, 2.15987, Tracked, 0.308326, 0.1221315, 2.217872, Tracked, 0.4219994, 0.2032872, 2.274657, Tracked, 0.1797945, 0.02293782, 2.071943, Tracked, 0.08312153, -0.1474141, 1.94685, Tracked, 0.160223, -0.3465814, 1.849231, Tracked, 0.1799128, -0.4223705, 1.802489, Tracked, 0.4242232, -0.07703581, 2.305321, Inferred, 0.3389892, -0.2052721, 2.11761, Inferred, 0.2635222, -0.3606226, 1.908367, Inferred, 0.1938899, -0.427371, 1.799015, Tracked, 0.171075, -0.5099343, 2.015845, Tracked, 0.1409682, -0.7646837, 1.819817, Tracked, -0.05178984, -1.12019, 1.852725, Inferred, -0.02894699, -1.196116, 1.761186, Inferred, 0.2877207, -0.5556661, 2.083221, Tracked, 0.3197709, -0.845733, 2.056918, Tracked, 0.1556669, -1.218453, 1.978169, Inferred, 0.2000092, -1.254966, 1.858439, Inferred, 0.2998784, 0.04160731, 2.205924, Tracked, 0.2068111, -0.4768278, 1.763328, Tracked, 0.206454, -0.4173121, 1.786968, Tracked, 0.1893116, -0.4483352, 1.767986, Tracked, 0.1816179, -0.3696876, 1.807667, Tracked,
Kinect 2: 3.6191726, 0.282886, -0.5245995, 2.077035, Tracked, 0.3102487, -0.1962596, 2.15544, Tracked, 0.337011, 0.1242844, 2.217234, Tracked, 0.4432321, 0.205184, 2.275168, Tracked, 0.2039707, 0.02493003, 2.07123, Tracked, 0.09729891, -0.1526074, 1.941473, Tracked, 0.1488878, -0.3858114, 1.819779, Tracked, 0.1556086, -0.4503969, 1.782852, Tracked, 0.4528936, -0.07486507, 2.304682, Inferred, 0.4518183, -0.3388803, 2.288068, Inferred, 0.3600017, -0.3949443, 2.037682, Inferred, 0.1821719, -0.4475761, 1.78717, Inferred, 0.2092325, -0.4999946, 2.007107, Tracked, 0.1986928, -0.76272, 1.810897, Tracked, 0.009619271, -1.116164, 1.840027, Inferred, 0.03031418, -1.191554, 1.747357, Inferred, 0.3412427, -0.5320991, 2.075102, Tracked, 0.3701978, -0.7920334, 2.084323, Tracked, 0.1866878, -1.197862, 1.986532, Inferred, 0.2157163, -1.194848, 1.850461, Inferred, 0.3305393, 0.04522229, 2.204433, Tracked, 0.173953, -0.5110382, 1.769242, Tracked, 0.1903695, -0.4399085, 1.776909, Tracked, 0.1762419, -0.4735879, 1.748749, Tracked, 0.1662731, -0.4146651, 1.768572, Tracked,
Kinect 2: 3.6535148, 0.3242289, -0.5230915, 2.075863, Tracked, 0.3520901, -0.1933343, 2.154998, Tracked, 0.3752473, 0.1266349, 2.218604, Tracked, 0.486201, 0.2024261, 2.27604, Tracked, 0.2326533, 0.02974477, 2.069454, Tracked, 0.1116722, -0.1552599, 1.936455, Tracked, 0.1453965, -0.3915188, 1.814343, Tracked, 0.1319144, -0.445486, 1.774175, Tracked, 0.4909133, -0.07250652, 2.306046, Inferred, 0.4891383, -0.3365316, 2.289502, Inferred, 0.3966899, -0.392579, 2.03933, Inferred, 0.2392144, -0.4460496, 1.781343, Inferred, 0.2533522, -0.4984686, 2.004534, Tracked, 0.2569014, -0.7671986, 1.80482, Tracked, 0.08492712, -1.123991, 1.832304, Inferred, 0.1129207, -1.194275, 1.735924, Inferred, 0.3879752, -0.5292389, 2.074296, Tracked, 0.1979321, -0.8475652, 2.054084, Tracked, 0.2303841, -1.193005, 1.984219, Inferred, 0.3013831, -1.211141, 1.87419, Inferred, 0.3700908, 0.04786925, 2.205275, Tracked, 0.1389479, -0.5080218, 1.757133, Tracked, 0.1724572, -0.4611581, 1.781134, Tracked, 0.2329615, -0.4720708, 1.742958, Inferred, 0.2225601, -0.4131604, 1.762829, Inferred,
Kinect 2: 3.685848, 0.3324309, -0.5305655, 2.068699, Tracked, 0.3649223, -0.1981258, 2.150205, Tracked, 0.3975092, 0.1242619, 2.216077, Tracked, 0.4968017, 0.2144154, 2.275617, Tracked, 0.2601363, 0.02707591, 2.063152, Tracked, 0.1231206, -0.1641831, 1.927893, Tracked, 0.1314053, -0.3903933, 1.805673, Tracked, 0.1053383, -0.4448139, 1.766712, Tracked, 0.5131151, -0.07486715, 2.303506, Inferred, 0.5113893, -0.3388673, 2.286991, Inferred, 0.3394014, -0.3858891, 2.081715, Tracked, 0.314861, -0.3610035, 1.958976, Tracked, 0.258746, -0.5036027, 2.004043, Tracked, 0.3212409, -0.7521493, 1.803756, Tracked, 0.1848145, -1.029533, 1.915679, Tracked, 0.1723741, -0.9490519, 1.809587, Inferred, 0.3970162, -0.5397708, 2.056261, Tracked, 0.2139057, -0.8608682, 2.05047, Tracked, 0.1254125, -1.191761, 1.98964, Inferred, 0.1813718, -1.227589, 1.875811, Inferred, 0.3894242, 0.04481508, 2.202073, Tracked, 0.1116503, -0.5155013, 1.76417, Tracked, 0.1462745, -0.4344063, 1.761089, Tracked, 0.2518098, -0.370531, 1.926434, Tracked, 0.3277411, -0.3300311, 1.946303, Tracked,
