Time,SpineBaseX,SpineBaseY,SpineBaseZ,SpineBaseTracked,SpineMidX,SpineMidY,SpineMidZ,SpineMidTracked,NeckX,NeckY,NeckZ,NeckTracked,HeadX,HeadY,HeadZ,HeadTracked,ShoulderLeftX,ShoulderLeftY,ShoulderLeftZ,ShoulderLeftTracked,ElbowLeftX,ElbowLeftY,ElbowLeftZ,ElbowLeftTracked,WristLeftX,WristLeftY,WristLeftZ,WristLeftTracked,HandLeftX,HandLeftY,HandLeftZ,HandLeftTracked,ShoulderRightX,ShoulderRightY,ShoulderRightZ,ShoulderRightTracked,ElbowRightX,ElbowRightY,ElbowRightZ,ElbowRightTracked,WristRightX,WristRightY,WristRightZ,WristRightTracked,HandRightX,HandRightY,HandRightZ,HandRightTracked,HipLeftX,HipLeftY,HipLeftZ,HipLeftTracked,KneeLeftX,KneeLeftY,KneeLeftZ,KneeLeftTracked,AnkleLeftX,AnkleLeftY,AnkleLeftZ,AnkleLeftTracked,FootLeftX,FootLeftY,FootLeftZ,FootLeftTracked,HipRightX,HipRightY,HipRightZ,HipRightTracked,KneeRightX,KneeRightY,KneeRightZ,KneeRightTracked,AnkleRightX,AnkleRightY,AnkleRightZ,AnkleRightTracked,FootRightX,FootRightY,FootRightZ,FootRightTracked,SpineShoulderX,SpineShoulderY,SpineShoulderZ,SpineShoulderTracked,HandTipLeftX,HandTipLeftY,HandTipLeftZ,HandTipLeftTracked,ThumbLeftX,ThumbLeftY,ThumbLeftZ,ThumbLeftTracked,HandTipRightX,HandTipRightY,HandTipRightZ,HandTipRightTracked,ThumbRightX,ThumbRightY,ThumbRightZ,ThumbRightTrackedKinect 2: 2.0540015, -0.1566553, -0.3703552, 1.476606, Tracked, -0.1557562, -0.0423377, 1.552687, Tracked, -0.1535229, 0.2694588, 1.611166, Tracked, -0.1116773, 0.4167359, 1.630134, Tracked, -0.320422, 0.1618575, 1.543092, Tracked, -0.4446765, -0.04635696, 1.50144, Tracked, -0.4159835, -0.2347052, 1.361762, Tracked, -0.3941187, -0.2807278, 1.325508, Tracked, 0.04094291, 0.1262749, 1.643028, Tracked, 0.09480833, -0.09037103, 1.626929, Tracked, 0.0800953, -0.2397482, 1.489684, Tracked, 0.05304301, -0.2600344, 1.466081, Tracked, -0.2364805, -0.3529077, 1.415224, Tracked, -0.2727701, -0.6254246, 1.319611, Tracked, -0.3295867, -1.007676, 1.233535, Inferred, -0.3061413, -1.006902, 1.123063, Inferred, -0.06890845, -0.3687776, 1.462147, Tracked, -0.0322135, -0.657086, 1.38286, Tracked, 0.01231487, -1.032504, 1.323532, Inferred, 0.04045206, -1.031759, 1.215386, Inferred, -0.1542885, 0.1935362, 1.599152, Tracked, -0.3625478, -0.3234975, 1.29359, Tracked, -0.3584518, -0.2529334, 1.323755, Tracked, 0.0402387, -0.3086451, 1.435549, Tracked, 0.02984974, -0.2468402, 1.425771, Tracked,
Kinect 2: 2.4539407, -0.1004557, -0.4145326, 1.737901, Tracked, -0.07414091, -0.09971756, 1.801336, Tracked, -0.04816843, 0.2031119, 1.848866, Tracked, -0.007229593, 0.3510691, 1.854349, Tracked, -0.2328923, 0.1079055, 1.831455, Tracked, -0.3392583, -0.1195228, 1.855172, Tracked, -0.3191052, -0.3208161, 1.678765, Tracked, -0.3021584, -0.3583052, 1.665974, Tracked, 0.1423931, 0.06571752, 1.822789, Tracked, 0.2150136, -0.1322025, 1.794289, Tracked, 0.1395614, -0.29327, 1.694268, Tracked, 0.089307, -0.3231783, 1.688359, Tracked, -0.1842698, -0.3960075, 1.697314, Tracked, -0.2246332, -0.6785753, 1.521623, Tracked, -0.2628082, -1.070278, 1.441078, Inferred, -0.2624975, -1.07731, 1.300643, Inferred, -0.01237399, -0.4153607, 1.704399, Tracked, -0.01017302, -0.731025, 1.635341, Tracked, -0.007979333, -1.125874, 1.63807, Inferred, -0.006412458, -1.155684, 1.504589, Inferred, -0.05462796, 0.1289416, 1.839534, Tracked, -0.3164994, -0.40065, 1.605011, Tracked, -0.2614652, -0.3525898, 1.647325, Tracked, 0.05883491, -0.3962824, 1.643292, Tracked, 0.05237129, -0.2868825, 1.690455, Tracked,
Kinect 2: 2.4851241, -0.09819664, -0.4184611, 1.754359, Tracked, -0.07209913, -0.1040063, 1.819409, Tracked, -0.04649295, 0.1985889, 1.86836, Tracked, -0.001416258, 0.3429772, 1.880556, Tracked, -0.23098, 0.1020278, 1.848498, Tracked, -0.3401172, -0.1224736, 1.876925, Tracked, -0.3207892, -0.3139693, 1.706097, Tracked, -0.3031707, -0.3514783, 1.688893, Tracked, 0.1430246, 0.06315833, 1.833819, Tracked, 0.2171688, -0.1349751, 1.814443, Tracked, 0.1401998, -0.2917311, 1.708618, Tracked, 0.092838, -0.3282702, 1.706881, Tracked, -0.1822523, -0.3997411, 1.712353, Tracked, -0.222921, -0.6893409, 1.550607, Tracked, -0.2787325, -1.080948, 1.504866, Inferred, -0.2840301, -1.095582, 1.366685, Inferred, -0.01000138, -0.4195046, 1.722356, Tracked, -0.008364335, -0.7309148, 1.650066, Tracked, -0.003708014, -1.129091, 1.646953, Inferred, -0.003683713, -1.157344, 1.512723, Inferred, -0.05284788, 0.1244562, 1.858696, Tracked, -0.3129681, -0.4003627, 1.615053, Tracked, -0.3014472, -0.3257291, 1.6485, Tracked, 0.06275082, -0.4024349, 1.661311, Tracked, 0.0554574, -0.3082538, 1.681885, Tracked,
Kinect 2: 2.5200827, -0.09698274, -0.4222843, 1.764856, Tracked, -0.07075742, -0.1086445, 1.833163, Tracked, -0.04505827, 0.1931538, 1.885832, Tracked, 0.002215427, 0.3349811, 1.902416, Tracked, -0.229894, 0.09641691, 1.862944, Tracked, -0.3406635, -0.1240527, 1.88833, Tracked, -0.3210545, -0.3214807, 1.716658, Tracked, -0.3044753, -0.3617186, 1.700813, Tracked, 0.1438847, 0.05227694, 1.868867, Tracked, 0.2147715, -0.1375721, 1.831521, Tracked, 0.1209132, -0.3269329, 1.732584, Tracked, 0.06477216, -0.3781447, 1.693015, Tracked, -0.1808891, -0.4033866, 1.722595, Tracked, -0.222967, -0.697136, 1.571527, Tracked, -0.2758399, -1.090217, 1.56094, Inferred, -0.2759845, -1.116085, 1.425882, Inferred, -0.009025878, -0.4234534, 1.733085, Tracked, -0.007202516, -0.7302316, 1.658298, Tracked, -0.002152479, -1.133415, 1.648097, Inferred, 0.004470507, -1.159741, 1.512842, Inferred, -0.05143277, 0.1192082, 1.875197, Tracked, -0.2764394, -0.4324415, 1.659537, Tracked, -0.2557544, -0.34015, 1.691861, Tracked, 0.03412397, -0.4392351, 1.646026, Tracked, 0.02219156, -0.3241395, 1.666846, Tracked,
Kinect 2: 2.5530181, -0.09670244, -0.4275536, 1.780409, Tracked, -0.06967733, -0.1155172, 1.852513, Tracked, -0.04309078, 0.1848022, 1.908857, Tracked, 0.005770544, 0.3232993, 1.930573, Tracked, -0.2286497, 0.09140937, 1.878441, Tracked, -0.3432254, -0.1281686, 1.905712, Tracked, -0.3218732, -0.3277761, 1.731206, Tracked, -0.309081, -0.36738, 1.716196, Tracked, 0.1431819, 0.0460353, 1.890511, Tracked, 0.2106226, -0.1426629, 1.8572, Tracked, 0.1399018, -0.3058375, 1.759797, Tracked, 0.09060754, -0.3384364, 1.735188, Tracked, -0.180499, -0.4078383, 1.735931, Tracked, -0.2242731, -0.7167637, 1.610341, Tracked, -0.2088288, -1.099068, 1.663672, Inferred, -0.1938179, -1.148082, 1.542038, Inferred, -0.008933548, -0.4295518, 1.751046, Tracked, -0.005535472, -0.7320439, 1.668876, Tracked, -0.004702876, -1.137273, 1.653778, Inferred, 0.003165239, -1.162439, 1.518363, Inferred, -0.04969216, 0.1111968, 1.897328, Tracked, -0.3198622, -0.4172237, 1.662257, Tracked, -0.2998191, -0.3980686, 1.730909, Tracked, 0.05679118, -0.4014747, 1.681517, Tracked, 0.05445965, -0.2949987, 1.738042, Tracked,
Kinect 2: 2.5875595, -0.09834952, -0.4337615, 1.793633, Tracked, -0.07184799, -0.1210993, 1.866683, Tracked, -0.04583414, 0.1800587, 1.923776, Tracked, 0.00670514, 0.3166175, 1.946932, Tracked, -0.2291088, 0.08644778, 1.890263, Tracked, -0.3455749, -0.1329319, 1.915923, Tracked, -0.3250547, -0.3298927, 1.742385, Tracked, -0.3132539, -0.3735093, 1.72636, Tracked, 0.1408769, 0.03902261, 1.912241, Tracked, 0.2087186, -0.1468544, 1.879241, Tracked, 0.1223046, -0.3322922, 1.765295, Tracked, 0.06790031, -0.3826022, 1.723411, Tracked, -0.1817035, -0.4126039, 1.74589, Tracked, -0.2249391, -0.7274476, 1.639519, Tracked, -0.2055666, -1.106443, 1.702484, Inferred, -0.1862887, -1.159258, 1.583897, Inferred, -0.01103535, -0.4371769, 1.767833, Tracked, -0.004493043, -0.7361891, 1.680068, Tracked, -0.006304701, -1.143886, 1.644373, Inferred, 0.004045284, -1.163132, 1.50668, Inferred, -0.05229064, 0.1062221, 1.912073, Tracked, -0.3196407, -0.4164526, 1.615723, Tracked, -0.3440939, -0.4225174, 1.720667, Tracked, 0.03643541, -0.4411306, 1.673572, Tracked, 0.02727899, -0.3279462, 1.7007, Tracked,
Kinect 2: 2.6198401, -0.1016725, -0.4417135, 1.810523, Tracked, -0.07556506, -0.128405, 1.885401, Tracked, -0.04996832, 0.1735771, 1.944409, Tracked, 0.003840387, 0.3076102, 1.974563, Tracked, -0.230916, 0.08141188, 1.902125, Tracked, -0.3490454, -0.1368039, 1.921865, Tracked, -0.3266758, -0.3339725, 1.753348, Tracked, -0.3147166, -0.3791603, 1.736186, Tracked, 0.1357165, 0.03314927, 1.938898, Tracked, 0.1987398, -0.1540311, 1.908922, Tracked, 0.1366323, -0.3090767, 1.794286, Tracked, 0.1044874, -0.3179318, 1.787991, Tracked, -0.1843201, -0.4210027, 1.761478, Tracked, -0.2267258, -0.7463177, 1.685217, Tracked, -0.2437314, -1.114446, 1.761862, Inferred, -0.230023, -1.175834, 1.649978, Inferred, -0.01492589, -0.4443114, 1.785629, Tracked, -0.004362619, -0.7389739, 1.689667, Tracked, 0.02755955, -1.146969, 1.654454, Inferred, 0.04777069, -1.164967, 1.518039, Inferred, -0.0563221, 0.09950924, 1.932224, Tracked, -0.3102595, -0.4209067, 1.694869, Tracked, -0.2992267, -0.4190426, 1.752434, Tracked, 0.06829505, -0.3753355, 1.727, Tracked, 0.05777176, -0.276718, 1.784385, Tracked,
Kinect 2: 2.6527885, -0.1074091, -0.4510875, 1.829157, Tracked, -0.08115997, -0.1353435, 1.903276, Tracked, -0.05538713, 0.1689429, 1.961498, Tracked, -0.0006028523, 0.3006549, 1.99112, Tracked, -0.2359401, 0.07565413, 1.916383, Tracked, -0.3556969, -0.1406647, 1.929756, Tracked, -0.3291444, -0.3360805, 1.76147, Tracked, -0.3158287, -0.3826357, 1.744429, Tracked, 0.129002, 0.02520695, 1.964596, Tracked, 0.1920532, -0.1614152, 1.937274, Tracked, 0.1373224, -0.304593, 1.804359, Tracked, 0.0924806, -0.3311743, 1.79753, Inferred, -0.1888192, -0.4303834, 1.776433, Tracked, -0.2243194, -0.7709571, 1.730392, Tracked, -0.2559074, -1.133117, 1.757705, Inferred, -0.2411247, -1.174595, 1.630321, Inferred, -0.02188802, -0.4534495, 1.808515, Tracked, -0.004974249, -0.7419233, 1.702129, Tracked, 0.007663719, -1.153523, 1.651438, Inferred, 0.0277396, -1.16864, 1.51403, Inferred, -0.06179079, 0.09430818, 1.949514, Tracked, -0.3121628, -0.4257539, 1.706096, Tracked, -0.3000551, -0.4232231, 1.770167, Tracked, 0.05985283, -0.3877525, 1.734037, Tracked, 0.0496263, -0.2808878, 1.7921, Tracked,
Kinect 2: 2.6850405, -0.1095984, -0.4588375, 1.848235, Tracked, -0.08595318, -0.141947, 1.920803, Tracked, -0.06254143, 0.1635908, 1.977699, Tracked, -0.008102215, 0.2947271, 2.010889, Tracked, -0.2413848, 0.07069527, 1.92677, Tracked, -0.3623646, -0.1433008, 1.933322, Tracked, -0.3316246, -0.3369953, 1.769937, Tracked, -0.3165714, -0.3844758, 1.748768, Tracked, 0.1212822, 0.02073454, 1.992178, Tracked, 0.1808566, -0.1666278, 1.968499, Tracked, 0.1330196, -0.3105676, 1.83447, Tracked, 0.09196755, -0.349036, 1.811076, Tracked, -0.1912521, -0.4390642, 1.7938, Tracked, -0.2227145, -0.791467, 1.773247, Tracked, -0.2670463, -1.139262, 1.795543, Inferred, -0.2503791, -1.180699, 1.668377, Inferred, -0.02364825, -0.4600849, 1.828809, Tracked, -0.005226946, -0.7446945, 1.715792, Tracked, 0.003266525, -1.154578, 1.636468, Inferred, 0.0267883, -1.16329, 1.498189, Inferred, -0.06837603, 0.08863147, 1.96603, Tracked, -0.307705, -0.4307651, 1.709629, Tracked, -0.2756737, -0.4130942, 1.774622, Tracked, 0.06719748, -0.4099304, 1.758173, Tracked, 0.06214209, -0.3846063, 1.745111, Tracked,
Kinect 2: 2.7210919, -0.108536, -0.4646346, 1.867503, Tracked, -0.0902531, -0.146696, 1.936959, Tracked, -0.07194951, 0.1597394, 1.991976, Tracked, -0.01555858, 0.2916169, 2.026473, Tracked, -0.2476909, 0.06703879, 1.936675, Tracked, -0.3688123, -0.1452973, 1.93533, Tracked, -0.3366755, -0.3269399, 1.787548, Tracked, -0.3158602, -0.3862568, 1.748114, Tracked, 0.1125031, 0.01920046, 2.0121, Tracked, 0.1683126, -0.1687748, 1.997286, Tracked, 0.1343302, -0.3135417, 1.860662, Tracked, 0.08681881, -0.3505277, 1.838339, Tracked, -0.1901189, -0.445157, 1.809034, Tracked, -0.2213174, -0.8030553, 1.797875, Tracked, -0.2601374, -1.14405, 1.821476, Inferred, -0.2397169, -1.186218, 1.695572, Inferred, -0.02278077, -0.4654971, 1.852626, Tracked, -0.005159448, -0.7474276, 1.731583, Tracked, -0.0001690117, -1.151724, 1.623265, Inferred, 0.02489708, -1.154857, 1.484341, Inferred, -0.07647179, 0.08456243, 1.980681, Tracked, -0.3026811, -0.4329218, 1.712332, Tracked, -0.2943156, -0.4184104, 1.79225, Tracked, 0.06283463, -0.4076905, 1.776149, Tracked, 0.04863206, -0.3238134, 1.813444, Tracked,
Kinect 2: 2.7520756, -0.1115531, -0.4699805, 1.895252, Tracked, -0.09625474, -0.1515726, 1.957971, Tracked, -0.07987973, 0.1559285, 2.006135, Tracked, -0.02598695, 0.2898448, 2.041574, Tracked, -0.2556701, 0.06378257, 1.948428, Tracked, -0.3769827, -0.1452995, 1.936284, Tracked, -0.3373847, -0.3260487, 1.79005, Tracked, -0.3134263, -0.3891887, 1.74939, Tracked, 0.1016595, 0.01638841, 2.032355, Tracked, 0.152524, -0.1744169, 2.02689, Tracked, 0.1285214, -0.321652, 1.891605, Tracked, 0.08158581, -0.3598057, 1.865622, Tracked, -0.1936333, -0.4517705, 1.835435, Tracked, -0.2207294, -0.8133684, 1.824997, Tracked, -0.2491812, -1.151757, 1.846662, Inferred, -0.2238465, -1.191868, 1.720623, Inferred, -0.02516527, -0.4696981, 1.880932, Tracked, -0.009081676, -0.75409, 1.752898, Tracked, -0.001550637, -1.146247, 1.616607, Inferred, 0.025471, -1.145024, 1.477511, Inferred, -0.08406608, 0.08045185, 1.996515, Tracked, -0.2919602, -0.4389063, 1.716287, Tracked, -0.2680966, -0.4045355, 1.790067, Tracked, 0.0613047, -0.4143741, 1.804903, Tracked, 0.04346137, -0.3248207, 1.850111, Tracked,
Kinect 2: 2.786185, -0.1140113, -0.4712533, 1.917818, Tracked, -0.1014826, -0.1538325, 1.975004, Tracked, -0.08765837, 0.1531914, 2.017999, Tracked, -0.03596015, 0.2872062, 2.056635, Tracked, -0.262855, 0.0611661, 1.959033, Tracked, -0.3820115, -0.1471917, 1.934111, Tracked, -0.3374032, -0.3253188, 1.792211, Tracked, -0.3094195, -0.388815, 1.747329, Tracked, 0.09456354, 0.01773105, 2.057789, Tracked, 0.1359247, -0.1947553, 2.054183, Tracked, 0.118834, -0.3359362, 1.911278, Tracked, 0.0718404, -0.3731967, 1.884714, Tracked, -0.1960485, -0.4544214, 1.857411, Tracked, -0.2243999, -0.8144488, 1.834329, Tracked, -0.2500657, -1.156893, 1.844033, Inferred, -0.2202004, -1.192004, 1.716293, Inferred, -0.0276673, -0.4698291, 1.90437, Tracked, -0.01291553, -0.7541168, 1.77236, Tracked, -0.01005986, -1.142471, 1.626445, Inferred, 0.01967058, -1.140944, 1.487911, Inferred, -0.09124202, 0.07779031, 2.009646, Tracked, -0.2883171, -0.4410108, 1.71909, Tracked, -0.2752211, -0.4032756, 1.797625, Tracked, 0.05077746, -0.4269207, 1.820018, Tracked, 0.0361, -0.3534415, 1.852476, Tracked,
Kinect 2: 2.8190992, -0.1151413, -0.4729194, 1.940459, Tracked, -0.1063987, -0.1558388, 1.992606, Tracked, -0.09611864, 0.1510234, 2.030703, Tracked, -0.04804038, 0.2892033, 2.071063, Tracked, -0.2679525, 0.05861484, 1.969059, Tracked, -0.3855961, -0.1466851, 1.933481, Tracked, -0.336395, -0.3253949, 1.792367, Tracked, -0.3020703, -0.3901134, 1.744662, Tracked, 0.08928488, 0.01862818, 2.071386, Tracked, 0.1057403, -0.242429, 2.061734, Tracked, 0.1240563, -0.3717869, 1.906846, Tracked, 0.06764536, -0.4255422, 1.886009, Tracked, -0.1969591, -0.4573964, 1.880125, Tracked, -0.2277804, -0.8123601, 1.845675, Tracked, -0.252352, -1.161917, 1.846766, Inferred, -0.2213786, -1.193881, 1.717355, Inferred, -0.02901276, -0.4703917, 1.926797, Tracked, -0.01139639, -0.749983, 1.788709, Tracked, -0.02051489, -1.140881, 1.639517, Inferred, 0.008602235, -1.140326, 1.50057, Inferred, -0.09883726, 0.0756437, 2.023559, Tracked, -0.2772538, -0.4416812, 1.719986, Tracked, -0.2598271, -0.417841, 1.7828, Tracked, 0.06549884, -0.4628344, 1.858505, Tracked, 0.04678118, -0.3807324, 1.8568, Tracked,
Kinect 2: 2.8540571, -0.1137544, -0.4737116, 1.956418, Tracked, -0.1085612, -0.1561767, 2.006199, Tracked, -0.1018186, 0.1511385, 2.041551, Tracked, -0.05254026, 0.2881442, 2.077656, Tracked, -0.2714516, 0.05500282, 1.977217, Tracked, -0.3880926, -0.1455553, 1.933305, Tracked, -0.3353496, -0.3216652, 1.794063, Tracked, -0.2916335, -0.3846663, 1.740733, Tracked, 0.08495595, 0.02028427, 2.091254, Tracked, 0.1170338, -0.2030077, 2.113069, Tracked, 0.1164841, -0.3382391, 1.962224, Tracked, 0.06911562, -0.3783753, 1.932709, Tracked, -0.1950834, -0.4591164, 1.89633, Tracked, -0.230089, -0.8122046, 1.857944, Tracked, -0.256144, -1.163879, 1.848069, Inferred, -0.2226459, -1.193007, 1.717953, Inferred, -0.02818729, -0.4703987, 1.942543, Tracked, -0.01247843, -0.7573306, 1.800624, Tracked, -0.01640666, -1.140134, 1.651407, Inferred, 0.01579187, -1.13966, 1.513283, Inferred, -0.1036653, 0.07563784, 2.035135, Tracked, -0.2625362, -0.4383686, 1.715864, Tracked, -0.2451543, -0.3744435, 1.758, Tracked, 0.05285599, -0.4339597, 1.866655, Tracked, 0.02917329, -0.3305933, 1.9105, Tracked,
Kinect 2: 2.8850262, -0.112167, -0.4745041, 1.971339, Tracked, -0.109281, -0.1564751, 2.018884, Tracked, -0.1048161, 0.1513527, 2.051508, Tracked, -0.05729245, 0.2886319, 2.08834, Tracked, -0.2725992, 0.05294835, 1.98429, Tracked, -0.3879519, -0.1451202, 1.933151, Tracked, -0.326575, -0.3141234, 1.796579, Tracked, -0.2755609, -0.3757266, 1.739528, Tracked, 0.08179478, 0.02012825, 2.104026, Tracked, 0.1040907, -0.2437945, 2.106692, Tracked, 0.1153618, -0.370407, 1.947902, Tracked, 0.0634781, -0.4307525, 1.91485, Tracked, -0.1929793, -0.4603854, 1.909992, Tracked, -0.2310752, -0.8098289, 1.868004, Tracked, -0.2573908, -1.165839, 1.856268, Inferred, -0.2223388, -1.194639, 1.726167, Inferred, -0.02726714, -0.4707753, 1.958758, Tracked, -0.01081767, -0.7554836, 1.817845, Tracked, -0.02093232, -1.139352, 1.662058, Inferred, 0.01201311, -1.138851, 1.52381, Inferred, -0.1061251, 0.07572176, 2.045828, Tracked, -0.2397192, -0.4295578, 1.70886, Tracked, -0.2381994, -0.3589158, 1.806, Tracked, 0.06040253, -0.4981308, 1.878196, Tracked, 0.0365252, -0.4206043, 1.865867, Tracked,
Kinect 2: 2.9200623, -0.1085052, -0.4749796, 1.986151, Tracked, -0.1087005, -0.1564767, 2.031982, Tracked, -0.1072953, 0.151889, 2.06291, Tracked, -0.05775547, 0.289123, 2.098675, Tracked, -0.2715495, 0.05264257, 1.991643, Tracked, -0.3864405, -0.1414783, 1.934441, Tracked, -0.3078645, -0.3033795, 1.797095, Tracked, -0.2504674, -0.362417, 1.741325, Tracked, 0.07861123, 0.02002667, 2.121949, Tracked, 0.1119005, -0.199086, 2.15604, Tracked, 0.1108155, -0.3372991, 2.007447, Tracked, 0.06915929, -0.3931858, 1.954478, Tracked, -0.1887198, -0.461248, 1.922222, Tracked, -0.23124, -0.8016353, 1.882164, Tracked, -0.2594168, -1.166565, 1.873978, Inferred, -0.2214754, -1.196834, 1.74525, Inferred, -0.02450165, -0.4709322, 1.976405, Tracked, -0.008389782, -0.7606488, 1.827038, Tracked, -0.009124549, -1.146644, 1.699259, Inferred, 0.02795863, -1.150467, 1.562993, Inferred, -0.1078422, 0.07611396, 2.057666, Tracked, -0.2144849, -0.4165339, 1.708632, Tracked, -0.2062497, -0.3588352, 1.7925, Tracked, 0.05922695, -0.4548445, 1.897878, Tracked, 0.03050264, -0.3483468, 1.929706, Tracked,
Kinect 2: 2.9526137, -0.104658, -0.4747748, 1.998471, Tracked, -0.1064424, -0.1560815, 2.044128, Tracked, -0.1069579, 0.1525732, 2.074369, Tracked, -0.0562251, 0.2878583, 2.11446, Tracked, -0.2685554, 0.05356475, 1.999088, Tracked, -0.3810836, -0.136843, 1.936817, Tracked, -0.2823702, -0.2851537, 1.802014, Tracked, -0.2187941, -0.3451642, 1.743795, Tracked, 0.0769982, 0.01934793, 2.137071, Tracked, 0.1128258, -0.2000082, 2.159967, Tracked, 0.1168371, -0.3474507, 2.021616, Tracked, 0.07402853, -0.3977097, 1.965316, Tracked, -0.1845944, -0.4609832, 1.931385, Tracked, -0.2291473, -0.7951147, 1.892286, Tracked, -0.2645303, -1.165794, 1.872971, Inferred, -0.2252076, -1.19408, 1.74362, Inferred, -0.02123436, -0.4709791, 1.992097, Tracked, -0.001632699, -0.7605416, 1.842106, Tracked, 0.001605274, -1.146415, 1.713652, Inferred, 0.04126918, -1.150296, 1.578214, Inferred, -0.1070061, 0.07671601, 2.06936, Tracked, -0.1832959, -0.395151, 1.706916, Tracked, -0.1927471, -0.3254192, 1.81875, Tracked, 0.06655145, -0.4568754, 1.912444, Tracked, 0.04250583, -0.3697882, 1.935148, Tracked,
Kinect 2: 2.9870116, -0.102236, -0.473992, 2.011843, Tracked, -0.1042284, -0.1555676, 2.055834, Tracked, -0.1051975, 0.1529549, 2.08438, Tracked, -0.05356653, 0.2875388, 2.125278, Tracked, -0.2633875, 0.05494696, 2.005635, Tracked, -0.37293, -0.1299985, 1.940469, Tracked, -0.2512791, -0.2763377, 1.806241, Tracked, -0.1833674, -0.3301776, 1.748304, Tracked, 0.07727301, 0.01888043, 2.152653, Tracked, 0.1140195, -0.2009072, 2.172909, Tracked, 0.1176865, -0.341716, 2.027613, Tracked, 0.07784761, -0.3705662, 1.996387, Tracked, -0.1806109, -0.4597063, 1.943318, Tracked, -0.2288444, -0.7946125, 1.898982, Tracked, -0.2623071, -1.164777, 1.885406, Inferred, -0.2199017, -1.194684, 1.757846, Inferred, -0.02047128, -0.4708779, 2.006612, Tracked, 0.01010751, -0.7677398, 1.85487, Tracked, 0.02441035, -1.152204, 1.753458, Inferred, 0.06817515, -1.160008, 1.620548, Inferred, -0.1051101, 0.07711694, 2.079808, Tracked, -0.1455223, -0.3760469, 1.713301, Tracked, -0.1539467, -0.3163501, 1.714565, Tracked, 0.06494302, -0.4279965, 1.932859, Tracked, 0.03785981, -0.3288024, 1.966778, Tracked,
Kinect 2: 3.0191064, -0.09864545, -0.4730604, 2.022302, Tracked, -0.1000409, -0.1558305, 2.067161, Tracked, -0.1005471, 0.1515045, 2.096629, Tracked, -0.04910734, 0.2848142, 2.136674, Tracked, -0.2575374, 0.05538495, 2.011422, Tracked, -0.364952, -0.128355, 1.942544, Tracked, -0.2294169, -0.2659253, 1.815409, Tracked, -0.1517598, -0.3126764, 1.755086, Tracked, 0.07852324, 0.01873078, 2.16426, Tracked, 0.1153614, -0.2012299, 2.182829, Tracked, 0.1204813, -0.3428146, 2.038753, Tracked, 0.07869219, -0.3685013, 2.005852, Inferred, -0.1760615, -0.4573428, 1.951406, Tracked, -0.2285312, -0.7914603, 1.906355, Tracked, -0.2619815, -1.162284, 1.885048, Inferred, -0.2176716, -1.190558, 1.757377, Inferred, -0.01798525, -0.4717595, 2.020006, Tracked, 0.02091559, -0.7745476, 1.867236, Tracked, 0.05028969, -1.156296, 1.789696, Inferred, 0.0979616, -1.16675, 1.659314, Inferred, -0.1005562, 0.07595595, 2.091829, Tracked, -0.1085233, -0.3565385, 1.722428, Tracked, -0.1169943, -0.301834, 1.716674, Tracked, 0.06815933, -0.4253447, 1.943046, Tracked, 0.03796647, -0.3239442, 1.979072, Tracked,
Kinect 2: 3.0530443, -0.0939955, -0.4739436, 2.031502, Tracked, -0.09454368, -0.1565665, 2.076333, Tracked, -0.09433014, 0.1510279, 2.105729, Tracked, -0.0420373, 0.2822674, 2.149081, Tracked, -0.2488324, 0.05486867, 2.018148, Tracked, -0.3518066, -0.128622, 1.94361, Tracked, -0.2020185, -0.2553692, 1.824378, Tracked, -0.1035036, -0.3069079, 1.751019, Tracked, 0.08321431, 0.01454727, 2.177144, Tracked, 0.1156664, -0.2020058, 2.196284, Tracked, 0.1257728, -0.3434818, 2.052823, Tracked, 0.0805594, -0.3824959, 2.005835, Tracked, -0.170153, -0.4563982, 1.959445, Tracked, -0.2279061, -0.7854173, 1.913176, Tracked, -0.262704, -1.16045, 1.885406, Inferred, -0.2164667, -1.187553, 1.757979, Inferred, -0.01466041, -0.4745, 2.030198, Tracked, 0.03542248, -0.7829612, 1.88277, Tracked, 0.0850771, -1.159767, 1.819799, Inferred, 0.1370226, -1.170845, 1.691999, Inferred, -0.09450325, 0.0754021, 2.100951, Tracked, -0.06459358, -0.3362167, 1.733667, Tracked, -0.0846769, -0.2779822, 1.740028, Tracked, 0.07194644, -0.4410851, 1.944723, Tracked, 0.03856057, -0.3342964, 1.979857, Tracked,
